언론사,제목,내용,작성일시
매일경제,"[단독] 신세계, 中알리바바 전격 맞손… 지마켓·알리익스프레스코리아 합작","
 50대50 합작법인 세우기로기업가치 6조 안팎거론        사진 확대    정용진 신세계그룹 회장.  신세계그룹이 중국 알리바바그룹과 전격적으로 손을 맞잡는다.국내 대표 오픈마켓 커머스 플랫폼 지마켓과 중국 최대 직구 플랫폼인 알리익스프레스의 한국법인이 힘을 합쳐 국내 이커머스 시장에서 새 활로를 찾기로 했다.신세계가 수익성 부진을 겪는 지마켓 투자회수에 고심하고 있던 가운데 막강한 자본력을 갖추고도 상품 품질 논란에 주춤하던 알리익스프레스와 이해관계가 맞아떨어진 것으로 보인다.26일 신세계그룹은 알리바바인터내셔널과 합작법인(JV)을 설립하고 국내 전자상거래 시장에서 경쟁력 강화에 나서기로 했다고 밝혔다.2025년 설립되는 JV에는 지마켓과 알리익스프레스코리아가 자회사로 편입된다. 지마켓과 알리익스프레스코리아는 지금처럼 독립적으로 플랫폼을 운영한다.JV 설립을 위해 신세계와 알리바바 측은 각각 50%씩 현물출자한다. 신세계는 이마트 등이 보유한 지마켓 지분 100%를, 알리바바 측은 알리익스프레스코리아 지분, 그리고 이와 별도로 현금 3000억원을 출자한다는 방침이다. JV 기업가치로는 6조원 안팎이 거론된다.이번 JV 설립으로 신세계는 교착상태에 빠진 전자상거래 사업에 활로를 모색할 수 있게 됐다. 업계 일각에서는 양측이 투자회수를 위해 수년 내에 JV를 기업공개(IPO)할 가능성이 제기된다. IPO가 어려울 경우 알리바바 측이 신세계 측이 보유한 지마켓 지분을 인수할 가능성도 거론된다.앞서 신세계는 2021년 6월 지마켓(당시 이베이코리아) 지분 80.01%를 약 3조4400억원에 매입했다. 신세계그룹 역사상 최대 규모 인수합병(M&A)였다. 하지만 지마켓은 신세계 인수 첫해에만 흑자를 낸 이후 2022년과 2023년 연이어 영업손실을 기록했다.현재 이커머스 시장은 쿠팡과 네이버 2강 체제로 굳어지는 양상이다. 압도적인 상품 다양성과 가격 경쟁력을 보유한 알리익스프레스가 지마켓이라는 신뢰도 높은 파트너를 만나 정체기에 돌입한 국내 이커머스 시장에 새바람을 일으킬 수 있을지 관심이 모인다.알리익스프레스는 지난 2018년 한국 시장에 발을 디딘 이후 최근 들어 초저가 전략을 앞세워 빠르게 시장 잠식에 나섰다. 다만 유해물질 검출을 비롯한 품질 관련 잡음이 일었다.와이즈앱·리테일·굿즈에 따르면 지난달 알리익스프레스 월간활성이용자(MAU)는 967만6267명으로 이커머스 앱 분야 2위에 올라있지만 쿠팡(3219만9655명)과 상당한 격차가 있다. 지마켓은 562만3947만명으로 11번가·테무에 밀려 5위에 그쳤다.
",2024-12-26 15:30:00
매일경제,"포스코, 철강부산물 활용 고속도로 건설 업무협약 체결…용도 다양화 힘쓴다","
 제강슬래그 품질 기준 제정 등 협력도로 수명 증가·비용 절감 효과 주목        사진 확대    18일 한국도로공사 도로교통연구원에서 열린 철강부산물 활용 고속도로 건설 및 순환경제 실현을 위한 다자간 업무협약식에서 관계자들이 기념촬영을 하고 있다. 왼쪽부터 조경석 포스코 환경에너지기획실 실장, 조남민 한국도로공사 도로교통연구원 원장, 정상화 한국건설순환자원학회 회장, 정유동 현대제철 연구개발본부 본부장. <포스코>  포스코는 한국도로공사 도로교통연구원, 한국건설순환자원학회, 현대제철과 함께 철강 부산물 활용 고속도로 건설 및 순환경제 실현을 위한 업무협약을 체결했다고 18일 밝혔다.이번 협약은 철강 부산물인 제강슬래그를 고속도로의 아스팔트 콘크리트 포장에 안정적으로 활용할 수 있게 하는 내용을 골자로 한다.이를 위해 4자간 협동 연구와 기술 교류를 통해 제강슬래그 골재의 품질 기준 제정 등 협력 강화가 이어질 예정이다.포스코와 현대제철은 아스팔트 콘크리트용 제강슬래그의 품질 확보 방안과 개선점을 마련한다.도로교통연구원은 도로포장 기준 개정 협조를, 한국건설순환자원학회는 제강슬래그 활용에 대한 환경부의 제도 개선 등 업무를 맡는다.제강슬래그는 쇳물에 포함된 불순물을 제거한 뒤 성분을 미세하게 조정하는 제강 공정에서 나오는 대표적인 철강 부산물이다.천연자갈과 모래 등 천연골재보다 강도가 높으나 그동안은 도로 건설공사 시 성토용 등 기초 골재로만 활용됐다.포스코는 올해 처음 제강슬래그의 아스팔트 도로포장 적용을 시작한 뒤 아스팔트 콘크리트용 골재에 제강슬래그 활용을 확대하고 있다.이번 협력을 계기로 제강슬래그 골재의 안정적인 품질을 확보하고 생산해 신규 고속도로 건설과 도로포장 유지보수 등 활용 범위를 넓히겠다는 계획이다.제강슬래그를 활용한 아스팔트 도로포장은 내구성이 높아 도로 수명 증가와 유지보수 절감 등을 위한 방안으로 최근 주목받고 있다.한국도로공사에 따르면 고속도로 아스팔트 포장 수요는 늘어나고 있으나 고품질 포장을 위한 1등급 천연골재는 부족해 제강슬래그가 각광받을 전망이다.조남민 한국도로공사 도로교통연구원장은 “환경을 고려한 고속도로 건설은 선택이 아닌 필수”라며 “앞으로도 환경을 생각하는 고속도로 건설 기술 개발을 위해 학회·민간과 적극 협력하겠다”고 말했다.조경석 포스코 환경에너지기획실장은 “포스코는 철강 생산과정에서 생기는 부산물의 자원화 목표를 설정하는 등 순환경제 사회 구현을 위해 노력하고 있다”며 “지속적인 연구개발을 통해 제강슬래그의 품질을 높이고 부가가치를 제고하겠다”고 말했다.
",2024-12-26 15:27:25
매일경제,"초고수, 재활로봇 기대감에 피앤에스미캐닉스 사들이기…바이오·조선은 팔았다 [주식 초고수는 지금]","
주식 투자 수익률 상위 1% 초고수들은 26일 오후 1시 30분 기준 피앤에스미캐닉스, HD현대일렉트릭, 삼성E&A, LG에너지솔루션, JYP Ent. 등을 가장 많이 순매수한 것으로 나타났다.반대로 가장 많이 순매도한 종목은 알테오젠, 삼성중공업, HD현대중공업, HD한국조선해양, NAVER 순이었다.      사진 확대     26일 미래에셋증권에 따르면 미래에셋증권에서 주식을 거래하는 수익률 상위 1% 투자자들은 이날 개장 뒤 오후 1시 30분까지 피앤에스미캐닉스를 가장 많이 사들인 것으로 집계됐다.오후 1시 30분 기준 피앤에스미캐닉스는 전 거래일 대비 5.65% 오른 1만200원에 거래되고 있다.피앤에스미캐닉스는 보행재활로봇인 ‘워크봇’을 제작 판매하며 이와 연관된 서비스 용역 등 사업을 영위하는 회사다.앞서 17일 김학준 키움증권 연구원이 재활로봇 전방시장이 고속 성장 중이라고 평가한 가운데 성장 가능성과 향후 실적 등에 대한 기대감이 반영된 것으로 분석된다.
",2024-12-26 15:06:04
매일경제,"IMM, 아워홈 인수 노리는 한화에 자금 댄다","
 한화, 지분 100% 인수 ‘의지’일각선 우선매수권 무효 주장도법조계 “원칙적으로 유효” 관측        사진 확대    [사진=연합뉴스]  국내 사모펀드(PEF) 운용사 IMM이 아워홈 인수를 노리는 한화에 자금을 지원할 전망이다.26일 투자은행(IB) 업계에 따르면 한화 측은 아워홈 지분 100% 인수를 목표로 재무적투자자(FI)로 IMM크레딧솔루션을 확보했다.한화 측이 제시한 아워홈 기업가치는 약 1조5000억원으로, IMM크레딧은 이중 약 2000억~3000억원을 지원할 방침으로 전해진다.IMM크레딧은 해당 자금을 블라인드펀드(투자처가 정해지지 않은 펀드)와 프로젝트펀드를 활용해 조달할 것으로 전망된다. 내년 3월을 목표로 약 5000억원 규모 블라인드펀드를 모집하고 있다.인수 주체인 한화호텔앤드리조트가 보유한 현금·현금성 자산은 올 3분기 기준 1294억원에 불과하다. 한화 측은 그룹이 보유한 현금과 인수금융을 활용해 나머지 자금을 조달할 것으로 예상된다.한화가 지분 100% 인수에 의지를 드러내고 있지만, 창업주 3녀 구지은 전 부회장(20.67%)의 우선매수권 행사가 변수로 꼽힌다.아워홈 정관상 주주 일가는 누군가가 지분을 제3자에 매각할 경우 다른 형제가 같은 조건으로 먼저 살 수 있는 권리를 보유하고 있다.장남인 구본성 전 부회장(38.56%)과 장녀 구미현 회장(19.28%)이 지분 매각을 추진하고 있는 반면, 구지은 전 부회장은 매각을 반대하고 있는 것으로 알려졌다.일각에서는 이 우선매수권 조항이 애초에 무효일 가능성이 크다는 관측도 제기된다. 주식의 타인 양도를 제한한다는 점에서 상법에 어긋난다는 주장이다.하지만 법조계에 따르면 시장에서 통용되는 수준의 ROFR(Right of First Refusal) 또는 ROFO(Right of First Offer) 방식 우선매수권은 주주간 협약이나 정관에 규정돼있다면 원칙적으로 유효하다는 해석이 우세하다.상법 제335조 제1항이 주식 양도 자유 원칙의 예외로서 정관에 따른 양도 제한을 허용하기 때문이다.물론 이론적으로 ROFR·ROFO가 지나치게 강압적이거나, 제3자 권리를 침해해 형평성을 해칠 경우 문제가 될 수는 있다. 그러나 아워홈이 이 경우에 해당할지는 미지수라는 분석이다.한 법조계 관계자는 “지금까지 아워홈 주주간 분쟁 양상을 고려할 때 어느 한 주주에게 강압적으로 판단될 정도로 불리한 내용으로 합의했을 가능성은 낮아 보인다”며 “통상적으로 시장이 허용하는 내용의 우선매수권일 가능성이 높아 보인다”고 전했다.
",2024-12-26 15:05:07
매일경제,올해 美 개미가 가장 많이 산 종목은 엔비디아... S&P500 2배 가까이 매입,"
 CNBC, 반다리서치 인용 보도엔비디아 298억달러 사들여 1위작년 1위였던 테슬라는 3위로        사진 확대    엔비디아. <자료 = 연합뉴스>  올해 미국 주식시장에서 개인 투자자들이 가장 많이 매수한 종목은 인공지능(AI) 기술의 선두 주자인 엔비디아였다.이는 지난해 1위였던 테슬라가 3위로 밀려나고, 4위였던 엔비디아가 1위로 올라선 것이다. 올해 엔비디아 순매수 금액 규모는 2위인 SPY와 거의 2배에 달한다.미 경제매체 CNBC는 25일(현지시간) 시장조사업체 반다리서치를 인용해 올해 뉴욕증시에서 개인투자자의 엔비디아 순매수 금액은 지난 17일 기준 총 298억달러로 전체 종목 가운데 1위를 차지했다고 보도했다.엔비디아는 지난해엔 114억달러를 끌어모으며 개인투자자 순매수 종목 4위였다. 불과 1년 만에 자금 유입 규모가 급증하며 순위가 3계단 뛰었다. 2021년과 비교하면 개인투자자 순매수 대금이 9배나 불어났다.엔비디아는 올해 개인투자자가 두 번째로 많이 순매수한 SPY ETF(상장지수펀드, 153억달러)와 비교해도 개미들의 자금 유입 규모가 두 배 가까이 많았다. SPY ETF는 미국 대표 주가지수인 S&P500지수의 움직임에 따라 수익률이 결정된다.이어 2023년 개인 투자자 순매수 종목 1위였던 전기차 업체 테슬라는 올해는 개인 순매수 금액 147억달러로 3위로 떨어졌다.나스닥 지수 수익률을 그대로 따르는 ‘인베스코 QQQ 트러스트 ETF’와 반도체 기업 AMD는 각각 98억달러를 기록해 개인투자자들이 가장 많이 사들인 종목 4~5위로 집계됐다.반다리서치의 마르코 이아키니 수석 부사장은 “엔비디아는 인상적인 상승세로 주목받았다”라면서 “성과가 이를 대변한다”고 설명했다.엔비디아는 애플·마이크로소프트(MS)와 시가총액 수위권을 형성할 정도로 올해 큰 폭의 주가 상승세를 이어가면서 1년 넘게 전 세계 투자자를 매료시키고 있다.지난해 12월 말 49∼50달러였던 주가는 140달러 안팎까지 뛰었고, 11월에는 인텔을 대신해 우량주 그룹 다우지수(DJIA)에 공식 편입되기도 했다.반다리서치는 “일반 개인 투자자 포트폴리오에서 엔비디아가 10% 이상의 비중을 차지하고 있다”라면서 “올 초 5.5%에서 증가한 수치”라고 설명했다.이어 올 한해 엔비디아에 유입된 개인 투자액은 3년 전보다 885% 이상 증가한 것으로 추산했다.작년 1위에서 올해 개인투자자 순매수 3위로 떨어진 테슬라도 주가 흐름은 좋았다.전기차 시장 성장세 둔화 등으로 지난 4월 140달러대까지 하락했으나, 일론 머스크 테슬라 최고경영자(CEO)가 도널드 트럼프 미 대통령 당선인의 최측근으로 주목받으면서 지난달 5일 대선 이후에만 주가가 84% 치솟았다.미국 투자은행(IB)들은 AI 대장주인 엔비디아의 목표주가를 더 올려잡고 있다. 모건스탠리는 엔비디아의 최신 AI 칩인 블랙웰이 내년 화제를 모을 것이라며 투자의견으로 ‘비중확대’, 반도체주 가운데 ‘최선호주’를 유지했다.목표주가는 주당 166달러로 제시했는데 이는 현재 주가 대비 약 20% 높은 수준이다.모건스탠리는 “블랙웰에 대해 큰 우려가 있다고 생각하지만 그중 일부는 과장됐고, 일부는 단기적으로 불안감을 초래하나 장기적으로는 중요하지 않다”며 “블랙웰이 내년 하반기 매출의 원동력이 될 가능성이 높고 엔비디아 주가에 상당한 상승세를 가져올 수 있다”고 전망했다.
",2024-12-26 14:59:04
매일경제,현대차도 테슬라 충전기 쓴다고?…전기차 충전기 테마주 강세,"
 휴맥스 장중 상한가 기록테슬라도 24일 7%대 ‘쑥’        사진 확대    <이미지=챗GPT 생성>  성탄절 다음날인 26일 장 초반 전기차 충전기 관련 테마 종목이 강세를 보이고 있다.26일 한국거래소에 따르면 오전 10시 기준 휴맥스는 전 거래일 대비 14.30% 오른 1351원에 거래되고 있다. 장중 상한가를 찍기도 했다.휴맥스의 지주사업을 운영하고 있는 휴맥스홀딩스도 같은 시각 전 거래일 대비 5.8% 오른 2645원에 거래 중이다.휴맥스는 텔레비전 수상기 제조업체에서 시작해 글로벌 셋톱박스 제조 사업 등을 영위하고 있다.2020년부터 전기차 충전기 제조와 충전 서비스 시장에도 진출해 전기차 충전기 테마주로 꼽힌다.이날 하나증권이 전기차 충전기 관련주로 휴맥스와 휴맥스홀딩스 등 종목을 꼽자 주가도 탄력을 받은 것으로 풀이된다.하나증권은 현대차가 미국에서 테슬라 충전 어댑터를 무료로 제공한다는 소식과 연관된 테마로 전기차 충전기를 언급했다.23일(현지시간) 현대차 미국법인은 내년 1월 31일까지 전기차를 구매하거나 리스한 고객에게 테슬라의 북미충전표준(NACS) 어댑터를 무료로 제공하겠다고 밝힌 바 있다.NACS 방식의 어댑터는 기존 미국 표준 방식인 복합충전표준(CCS) 방식으로 제작된 전기차에도 이용할 수 있다.현대차는 자사 전기차 고객의 충전 편의성을 높이기 위해 이런 결정을 한 것으로 알려졌다.테슬라는 이 같은 ‘낭보’에 힘입어 24일(현지시간) 6.35% 오른 462.25달러에 장을 마감했다.같은 전기차 충전기 테마로 묶인 캐리와 원익피앤이도 각각 10.11%, 2.89% 상승률을 보이고 있다.
",2024-12-26 14:48:05
매일경제,"대신파이낸셜그룹, 괴산군 복지시설에 사랑의 성금 전달","
      사진 확대    이어룡 대신파이낸셜그룹 회장(왼쪽)과 한상길 사회복지법인 마당 대표가 괴산군 청천재활원에서 사랑의 성금 전달식을 갖고 기념 사진을 촬영하는 모습.<사진제공=대신증권>  대신증권은 이어룡 대신파이낸셜그룹 회장이 충청북도 괴산군에 위치한 청천재활원을 찾아 사랑의 성금을 전달했다고 26일 밝혔다.이 회장은 괴산군가족센터에도 방문해 성금을 전달했다.전달된 성금은 다문화가족 및 장애인을 위한 의료비, 생계비, 장학금 등에 사용된다.이 회장은 “매년 지역 시설에 방문해 직접 소통하며 마음을 나눌 수 있음에 기쁨을 느낀다”며 “기업이 지역사회와 연대감을 더욱 강화하면서 함께 성장할 수 있도록 노력하겠다“고 말했다.대신파이낸셜그룹은 올해도 상생의 가치를 중시하는 기업문화를 바탕으로 활발한 사회공헌활동을 진행했다.지난 1월에는 서울대학교에 교육환경 개선을 위한 발전기금을 전달했다.또 6월에는 지난해에 이어 서울대학교 어린이병원에 발전기금을 기부했고, 9월에는 지역 사회복지시설 15곳에 새 옷 1만 5천여 점을 전달하기도 했다.지난달에는 나주시 사회복지시설에 방문해 사랑의 성금을 전달했다.
",2024-12-26 14:46:21
매일경제,윤지호 前 LS증권 센터장 “韓 주식시장 2년 내 주주친화적으로 변화할 것”,"
      사진 확대    윤지호 전 LS증권 리서치센터장. 유튜브 채널 ‘슈카월드 코믹스’  LS증권에서 리서치센터장, 리테일사업부 대표를 맡았던 윤지호 전 센터장이 유튜브 방송에 출연해 국내 증시의 긍정적 변화를 예견했다. 이번 유튜브 출연은 윤 전 센터장이 LS증권을 떠난 이후 처음으로 이뤄진 대외활동이다.윤 전 센터장은 지난 25일 유튜브 채널 ‘슈카월드 코믹스’에 출연해 증권가 대표 애널리스트로 활동했던 경력에 대한 소회와 향후 국내 증시의 전망 등에 대한 의견을 밝혔다.윤 전 센터장은 “한국 증시가 안 됐던 이유는 30% 남짓한 지분으로 70% 주주의 이익이 끊임없이 침해됐기 때문”이라며 “(소액주주를 위한 이사의 충실 의무를 규정한) 상법 개정이 이뤄지면 2년 안으로 큰 변화가 시작될 것”이라고 전망했다.또 현재 국내 증시가 하락세를 보이는 가운데 윤 전 센터장은 “한국 증시는 주가가 깊게 빠지면 사는 ‘Buy at deep’ 전략이 잘 맞는다”며 “주가순자산비율(PBR)이 0.8배가 되는 코스피 지수 2270~2280 정도가 큰 기회가 될 것”이라고 조언했다.윤 전 센터장은 지난 수십년 간 국내 주식 시장의 정보 생성과 확산 과정의 변화에 대해서도 언급했다. 그는 “예전에는 소수의 애널리스트와 펀드매니저 등에만 공유되던 정보가 이제는 텔레그램 메신저를 통해서 금방 퍼져나간다”며 “무역협회 수출 데이터와 같은 고급 정보가 대중화됐다”고 설명했다.한편 오랜 기간 애널리스트 생활을 해온 윤 전 센터장은 애널리스트를 향한 세간의 비판에 대해 “애널리스트는 주가를 맞히는 사람이 아니다”라며 “애널리스트가 추정치를 내놓으면 그 추정치의 흐름을 보면서 투자해야 한다”고 조언했다.윤 전 센터장은 1994년 한화증권에 입사해 투자분석팀 애널리스트 등으로 활동한 뒤 2012년 이트레이드증권(현 LS증권)의 리서치센터장으로 영입됐다. 이후 2022년 LS증권 리테일사업부 대표로 선임됐으나 이달 9일부로 임기가 만료돼 30년간의 금융투자업계 생활을 종료했다.
",2024-12-26 14:46:10
매일경제,"“AI로봇이 해주는 노후설계”…KB증권, ‘퇴직연금 RA’ 금융위 혁신금융서비스 첫 지정","
      사진 확대    KB증권. [사진 출처 = KB증권]  KB증권은 자체 기술로 개발한 자사 ‘퇴직연금 로보어드바이저(RA)’가 혁신금융서비스로 지정됐다고 26일 밝혔다.RA는 ‘로봇(Robot)’과 ‘자산관리 전문가(Adviser)’의 합성어로, AI 알고리즘과 빅데이터를 바탕으로 투자전략을 수립하고, 모바일 기기 또는 PC를 통해 제공하는 비대면 자산관리 서비스다.지난 24일 열린 금융위원회 정례회의에서 KB증권을 비롯한 핀테크, 증권사 등 금융회사의 퇴직연금 RA 일임형 서비스가 혁신금융서비스로 첫 지정됐다. 개인 맞춤형 인공지능(AI) 자산관리 서비스가 본격화됨에 따라 퇴직연금 RA 서비스가 곧 출시될 전망이다.앞으로 퇴직연금 RA 일임형 서비스를 활용한다면 고객의 개인형 퇴직연금(IRP) 적립금이 인공지능(AI) 알고리즘, 빅데이터 분석을 통해 자동으로 운용될 수 있단 게 KB증권의 설명이다. 이에 대한 성과 평가를 기반으로 고객의 투자성향과 변화하는 금융시장 환경에 적합한 포트폴리오를 구성할 수 있을 것으로 보인다.금융회사들은 그동안 RA 기반의 투자 포트폴리오를 제공하는 자문형 서비스만 제공할 수 있었다. 이번 혁신금융서비스 심사를 통과한 금융회사는 IRP를 대상으로 RA 일임 상품 판매가 가능해졌다.KB증권도 내년 상반기 중 RA 퇴직연금 서비스를 공개할 계획으로 철저한 테스트 및 업무처리 절차 개선을 통해 시스템을 구축할 예정이다.이홍구 KB증권 대표이사는 “외부 핀테크 도입 없이 KB증권 자체 기술만으로 최종 지정사업자로 선정됐다는 점에서 의미가 크다”며 “당사는 AI를 활용한 자산운용 알고리즘 자체 개발을 AI시대의 금융회사가 가져야할 핵심적인 경쟁력으로 인식했고 그룹 차원에서도 집중적인 투자를 아끼지 않았다”고 말했다.
",2024-12-26 14:46:10
매일경제,“오죽했으면 여기서도 삼성전자 혹평을”…90% 이상이 목표주가 내렸다는데,"
 증권사 11곳 중 10곳이달 목표주가 하향        사진 확대    지난 1월 9일 미국 라스베이거스에서 열린 CES 2024에서 사람들이 삼성전자 부스 앞을 지나가고 있다. 로이터연합뉴스  국내 증시 대표 종목인 삼성전자를 향한 증권가의 혹평이 계속되고 있다.26일 금융정보업체 에프앤가이드에 따르면 이달 들어 삼성전자 보고서를 낸 증권사 11곳 중 10곳이 목표 주가를 하향 조치했다.삼성전자 주가는 지난달 5만원 선이 붕괴한 이후 반등했지만, 이달 들어 5만~5만5000원 사이를 오가며 박스권에 갇힌 상태다.12월 들어 외국인 투자자는 삼성전자를 이틀(18일, 24일)만 순매수했고 나머지는 모두 순매도하며 하락을 주도했다.증권가에서는 삼성전자의 4분기 실적 전망치를 계속 하향 조정하는 추세다.에프앤가이드에 따르면 3개월 전인 지난 9월 기준 삼성전자의 4분기 실적 전망치는 해도 매출 92조원, 영업이익 15조원이었다.하지만 이달 들어서 이러한 실적 전망치는 매출 88조원, 영업이익 10조원으로 크게 하락한 상태다.증권가에서는 “메모리 반도체의 출하량과 가격이 인하될 것”(iM증권) “DS사업부가 메모리와 비메모리 모두 부진했다”(IBK투자증권) “고대역폭메모리(HBM)의 매출 기여도가 낮고 가격도 하락할 것”(다올투자증권) “디램과 낸드 모두 수요가 부진하고 성과급 지출이 많을 것”(한화투자증권) 등 주로 메모리 부문의 부진을 지적하는 목소리가 높은 상태다.이처럼 주가 부진이 계속되면서 과거 삼성전자 주식으로 담보대출을 받았던 총수 일가는 최근 대출 계약을 갱신하기도 했다.주가 하락으로 담보유지비율을 지킬 수 없게 되면서 담보로 잡은 주식 수를 늘린 것이다.가령 이부진 호텔신라 사장은 이달 18일과 지난달 13일 미래에셋증권·한국투자증권과의 계약을 갱신했고, 홍라희 전 리움미술관장도 지난 10월 한국투자증권과의 계약을 갱신했다.
",2024-12-26 14:45:24
매일경제,"국민연금, 산은, 우본 러브콜 받은 JKL파트너스…8000억 블라인드 펀드 결성 눈앞","
      사진 확대    JKL파트너스  국내 사모펀드(PEF) 운용사 JKL파트너스가 중소·중견기업 투자를 목표로 한 블라인드 펀드 결성을 눈앞에 두고 있다.26일 투자은행(IB) 업계에 따르면 이달말 JKL파트너스는 약 8000억원 규모의 6번째 블라인드 펀드(JKL 제13호)를 결성할 예정이다.JKL파트너스는 올초부터 다수의 기관투자자 PEF 출자사업 위탁운용사로 선정되며 자금을 모았다.특히 올해 최대 규모였던 국민연금공단의 1조원 PEF 출자사업에서도 자금을 따냈다.JKL파트너스를 포함해 MBK파트너스, 프랙시스캐피탈, 프리미어파트너스 등이 최종적으로 선정됐고 각 운용사는 3500억원 이내로 출자금을 국민연금에 자율적으로 제안했다.이외에도 JKL파트너스는 산업은행, 우정사업본부, 중소기업중앙회 노란우산공제, 새마을금고 등을 이번 블라인드 펀드의 주요 출자자(LP)로 확보했다.고금리로 어려워진 사모시장에서도 엑시트(자금회수) 기회를 포착하고 우량 기업을 발굴한 덕분에 자금 모집을 잘 마무리할 수 있었다.JKL파트너스는 지난 8월 대명소노그룹에 티웨이항공 지분을 모두 처분하며 투자금액의 약 2배를 회수했다.콜옵션 권리대금 300억원을 포함한 매각대금은 약 2000억원 수준이고, 내부수익률(IRR)은 23%로 기존 목표치(20%)를 훌쩍 뛰어넘었다.2021년부터 티웨이항공에 투자한 JKL파트너스는 단거리 노선에 집중해왔던 티웨이항공을 중장거리 비행이 가능한 알짜 항공사로 탈바꿈시켰다.코로나19로 2022년까지 적자 상태였던 티웨이항공은 지난해 영업이익 1394억원을 시현하며 흑자로 돌아섰다.아울러 2018년에 출범한 자동 세차 업체인 화이어 인수에 나서며 시장의 주목을 받았다.기존 세차 서비스를 노터치 자동 세차 서비스로 바꾼 화이어는 현재 미국, 유럽 등지에서도 러브콜을 받는 우량 강소기업으로 꼽힌다.JKL파트너스는 2020년 결성한 5번째 블라인드 펀드 자금을 이용해 빠른 속도로 성장하고 있는 화이어를 품는다.이 외에도 기존에 투자했던 크린토피아, 지디케이화장품, 페렌벨, 동해기계항공 등도 가파른 성장세를 보였다.IB업계는 JKL파트너스가 JKL 제13호를 활용해 국내 알짜 중소·중견기업을 발굴해 성공적인 바이아웃(경영권 인수) 투자를 진행할 것이라고 보고 있다.
",2024-12-26 14:44:42
매일경제,토스증권 커뮤니티 이용자 180만명 돌파...연초 대비 2.5배,"
      사진 확대     토스증권이 자사 커뮤니티 서비스의 월간 활성 이용자 수(MAU)가 180만명을 돌파했다고 24일 밝혔다. 이는 연초 대비 150% 이상 성장한 수치다.일간 활성 이용자 수(DAU)는 75만명으로 연초 1월 대비 2배 가까이 증가했다.서비스 출시 3년 만에 괄목할 만한 성장세를 보인 토스증권 커뮤니티에서는 일 생성 게시글 수가 20만 개를 넘어서는 등 사용자들의 활발한 활동이 이어지고 있다.1인당 평균 일별 커뮤니티 방문 횟수는 30회 이상, 월별 방문 횟수는 200회를 넘어섰다.2024년 토스증권 커뮤니티에서 가장 많은 관심을 받은 종목은 엔비디아였다. 테슬라와 트럼프 미디어 & 테크놀로지는 각각 2위와 3위를 차지했다.성별은 남성 60%, 여성 40%로 남성 유저 숫자가 비교적 많았으며, 연령은 20대 31.2%, 30대 23.4%, 40대 23.4% 순이었다.토스증권 커뮤니티는 투자자 보호와 건전한 토론 문화 조성을 위해 나쁜 글 탐지 로직 등 다각도의 안전장치를 도입한 바 있다.이용자가 게시글을 올리는 시점에 알고리즘을 통한 분류 작업이 진행되며 상담 전문 계열사인 토스CX에서 전담인력이 커뮤니티를 모니터링한다.
",2024-12-26 14:39:25
매일경제,"MBK, 고려아연 NDA 위반 재차 일축… “2년전 투심위나 실사 없어”","
 “고려아연 투자 원하던 대기업이2년전 공동 투자 제안 사실이나조건 맞지않아 실무선에서 끝나”        사진 확대    김병주 MBK파트너스 회장(왼쪽), 최윤범 고려아연 회장. [사진 = 각 사]  영풍과 손잡고 고려아연 최대주주에 오른 사모펀드(PEF) 운용사 MBK파트너스가 과거 고려아연 투자 검토에 따른 비밀유지계약(NDA) 위반 의혹을 재차 반박했다.당시 투자를 검토했던 주체는 소수지분 투자를 전문으로 하는 크레딧펀드로 이번 경영권 인수 주체인 바이아웃(경영권 거래) 펀드와 다르다는 주장이다.또한 당시 크레딧펀드 투자 역시 투자를 제안한 대기업과 협상이 결렬돼 실사 없이 실무선에서 중단됐다는 입장이다.MBK파트너스는 “2022년 당시 고려아연에 투자하고자 하는 국내 모 대기업, 즉 전략적투자자(SI)의 재무 부담을 덜어내는 차원에서 스페셜시츄에이션스(SS)가 투자 지원을 제안 받았다”며 “해당 SI가 FI인 MBK SS가 제안한 투자 조건을 수용하지 않아 예정돼있던 실사가 진행되지 않고 투자 검토가 중단됐다”고 26일 밝혔다.MBK파트너스에 따르면 SI와 FI는 투자 대상 기업과 NDA를 맺지만, 투자 기업 실사를 진행하기 전 FI는 공동 투자 구조와 조건 등에 대해 SI와 먼저 논의한다. FI 입장에서 투자 리스크를 방어하기 위해 SI와 별도 주주간 계약을 체결하기 위함이다.MBK파트너스는 “당시 NDA 체결 후 실무팀이 고려아연으로부터 소개자료를 받은 것은 맞으나, 선행조건인 SI와 투자 구조와 조건에 대한 합의가 되지 않아 이후 진행된 것이 없었으며 투자 제안과 함께 실무진에서 사장됐다”고 설명했다.즉, 2년 전 투자 건에 대해 당시 MBK SS 투자심의위원회에 보고된 내용이 없었을 뿐 아니라, MBK SS와 별도로 운영되는 MBK파트너스 바이아웃 부문이 이를 알지도 못했다는 논리다.최윤범 고려아연 회장 측은 MBK SS가 2년 전 고려아연 투자를 빌미로 내부 정보를 파악해 이를 바이아웃 부문에 넘겨 고려아연 공개매수에 활용한 것이 아니냐는 눈초리를 보내고 있다.MBK파트너스는 사실이 아니라는 입장이다. MBK파트너스 관계자는 “최 회장 측은 최대주주와 분쟁을 빌미로 관련 없는 MBK SS와 내부 임원 명예를 훼손하는 행위를 즉각 중단하길 바란다”고 했다.
",2024-12-26 14:39:11
