언론사,제목,내용,작성일시
매일경제,"“정치가 완전히 경제 망쳐”…주가·원화값 동반 폭락, 내일이 더 두렵다","
 원화값 또 내려 1467.5원코스피 장중 2400 붕괴대외신인도 추락 우려 커져        사진 확대    27일 오후 서울 중구 하나은행 딜링룸에 모니터에 이날 거래중인 코스피와 원달러 환율 거래가가 표시돼 있다. 이날 코스피는 전장보다 24.90포인트(1.02%) 내린 2404.77에 거래를 마쳤다. [사진 = 연합뉴스]  정치 불안이 경제를 망가뜨리고 있다. 주식과 원화값이 연일 요동치면서 기업과 투자자들의 시름이 깊어지고 있다. 글로벌 시장에서는 한국의 대외신인도 추락 우려가 커졌다.한덕수 대통령 권한대행 겸 국무총리에 대한 탄핵소추안 표결이 이뤄진 27일 원화값과 증시는 장중 극심하게 출렁거렸다.달러당 원화값은 전날 대비 2.7원 하락한 1467.5원에 주간거래를 마감했다. 장중 한때 원화값이 1486.8원까지 밀리는 등 이날 하루 동안 21원 이상 움직이는 변동성을 보였다. 원화값은 연일 금융위기 후 15년 만에 최저치를 갈아치우고 있다.연말이라 거래량이 줄어든 것도 원화값의 급락을 부채질했다. 서울외국환중개에 따르면 이날 주간 장중 외환시장 거래량은 총 72억9200만달러로 한 달 전인 11월 27일 80억600만달러보다 10% 가까이 줄었다.주식시장에서는 코스피가 전일 대비 1.02% 하락한 2404.77, 코스닥 지수는 1.43% 하락한 665.98에 장을 마쳤다. 장중 한때 코스피가 2400선 밑으로 떨어지는 등 양대 지수가 급격히 하락했다가 오후 들어 하락폭을 일부 만회했다. 이날 외국인 투자자들은 코스피, 코스닥 양대 시장에서 각 1592억원, 282억원을 순매도했다.금융시장은 이달 내내 롤러코스터 장세를 이어가고 있다. 지난 3일 밤 갑작스러운 비상계엄령 선포와 해제, 2번의 대통령 탄핵안 표결에 이어 권한대행에 대한 탄핵 표결까지 주요 이벤트마다 투자자의 불안감이 극에 달하면서 금융시장을 혼란으로 밀어넣었다.27일도 주간거래 마감 후 국회에서 탄핵안을 놓고 충돌이 이어지면서 원화당 달러값은 이날 오후 4시 30분 현재 1475원대까지 다시 떨어졌다.서정훈 하나은행 수석연구위원은 “국내 탄핵 정국으로 인해 외국인 투자자들이 한국의 신인도를 낮게 평가하는 상황”이라며 “내년 1월 도널드 트럼프 대통령 취임 이후 원화값 하단은 1500원까지 열릴 것”이라고 전망했다. 박석현 우리은행 연구원은 “6개월째 이어지고 있는 코스피 하락이 반전되려면 4분기 실적 발표를 통해 기업이익 전망이 개선돼야 한다”며 “명확한 실적 개선이 없을 경우 증시 반전은 더 미뤄질 것”이라고 전망했다.
",2024-12-27 19:12:55
매일경제,"[단독] “답 없는 한국 경제, 코인도 탈출”…달러가치에 연동된 이 코인 거래 폭증","
 1개=1달러 고정...올 거래 600억弗        사진 확대    코인 [로이터 = 연합뉴스]  원화값 급락과 국내 코인 시장 규제가 겹치며 국내 스테이블코인 거래대금이 올해 600억달러를 넘어섰다.비상계엄 사태 이후로 하루 평균 약 7억달러(1조1900억원)가 거래되며 국내 은행의 하루 평균 현물환거래 금액의 5% 수준으로 늘었다. 가파르게 오르는 달러에 투자하기 위한 수요도 급증한 것으로 보인다.27일 가상자산 분석 업체 크립토퀀트에 따르면 올해 들어 지난 26일까지 업비트, 빗썸, 코인원, 코빗, 고팍스 국내 5대 코인거래소의 스테이블코인 거래대금은 602억176만달러로 집계됐다. 이는 테더(USDT)와 서클(USDC) 등 스테이블코인 매수·매도 거래대금을 합산한 수치다. 원화로는 88조원이 넘는다.시세차익을 얻을 수 없는 스테이블코인 투자가 늘어난 것은 해외 코인거래소로 자금을 이체해 해외에서 투자하기 위한 것으로 보인다. 개인지갑으로 옮기기 위한 수요도 있는 것으로 추정된다.이같이 자금이 해외로 빠져나가는 것은 금융당국의 과도한 규제로 국내 거래소의 상장 자율성이 크게 제한됐기 때문이다. 국내 거래소에서는 파생거래가 불가능한 상황이 지속되는 데다 최근 불안한 국내 정치 상황이 겹치며 급속도로 자금이 유출되고 있는 것이다. 이 때문에 스테이블코인 수요가 달러 가수요를 야기시키는 등 외환시장의 새로운 위험으로 부상했다는 평가가 나온다.국내 스테이블코인 수요는 비상계엄 사태가 발생한 지난 3일 이후 급증했다. 지난달 하루 평균 4억3054만달러 수준이던 스테이블코인 거래량은 비상계엄 이후 6억7328만달러(약 9897억2160만원) 수준으로 크게 뛰었다.■ 용어설명 : 스테이블코인▶▶ 1개당 가격이 1달러로 사실상 고정돼 시세차익을 얻을 수 없는 코인이다.
",2024-12-27 18:10:40
매일경제,정부 안정화 조치도 힘 못써 … 달러당 1500원 전망 쏟아져,"


포스코 달러채 현금 상환하기로내년 '트럼프 리스크' 설상가상


◆ 위기의 대한민국 ◆
국내 정치가 사상 초유의 상황에 접어들면서 달러당 원화값에 대한 전망치는 날이 갈수록 낮아지고 있다. 향후 상황을 예상할 수 없어 언제든 더 악화될 공산이 높다는 점이 더 큰 문제다.
27일 금융투자업계에 따르면 비상계엄 사태 직후인 12월 초 전문가들은 달러당 원화값이 1450원으로 떨어질 수 있다고 우려했지만 최근에는 1500원까지 밀릴 수 있다는 관측이 일상이 됐다. 한 시장 전문가는 ""전망을 내놓는 것 자체가 매우 조심스럽다""고 토로했다.
문정희 KB국민은행 수석차장은 ""정부에서 시장안정 조치를 취할 수 있다고 밝혔음에도 원화값 하단이 계속해서 뚫렸다""고 말했다.
다음달 17일 4억4000만달러 규모 달러채 만기를 앞둔 포스코는 차환 대신 현금 상환을 택했다. 포스코 관계자는 ""약 6조원에 이르는 사내 자금으로 해당 달러채를 우선 상환할 예정""이라며 ""투자 수요 등을 고려해 추후 발행 계획을 수립할 것""이라고 말했다. 포스코가 이번에 상환할 달러채는 2020년 1월 발행된 것으로 당시 원화값은 달러당 1159.60원으로 적용됐다. 같은 시기 발행된 3년물 달러채는 지난해 초 만기 시 새롭게 달러채를 발행해 차환했지만 이번에는 달랐다.
한국수출입은행은 지난 23일 환율 1436.60원을 기준으로 5000만달러 규모 달러채를 발행했다. 지난 10월 같은 규모로 발행했을 때만 해도 1363.70원을 적용받은 바 있다. 이에 따라 수출입은행의 달러채 원화 발행액은 6819억원에서 7183억원으로 불어났다.
원화 약세가 지속되면 내년 초 기업들의 외화채 조달 전략이 더욱 신중해질 것으로 보인다. 내년 1~2월 달러채 만기를 앞둔 곳은 포스코, 기아, KB국민은행, KDB산업은행 등이 있다.
증시에서도 다른 모든 변수를 국내 정치가 압도하는 현상이 이어지고 있다. 불안한 전망과 추락하는 원화값이 외국인들의 주식시장 이탈을 가속화시키는 악순환이 계속될 수 있다는 얘기다.
이경민 대신증권 연구원은 ""국내 정치 리스크가 투자심리를 위축시키고 원화 약세를 부추겨 외국인 매도세가 나타나고, 외국인 매도세가 다시 투자심리를 불안하게 하는 악순환으로 연결되고 있다""고 진단했다.
한지영 키움증권 연구원은 ""12월 연방공개시장위원회(FOMC) 여진, 내년 도널드 트럼프 대통령 취임 이후 추가 리스크 우려 등 외생 불안도 가시지 않아 시장 심리가 악화되고 있다""고 평가했다.
[명지예 기자 / 이희조 기자 / 김대은 기자]

",2024-12-27 18:01:27
매일경제,"""알리바바와 시너지 글쎄"" 이마트 주가 9%대 급락","


지마켓·알리 합작법인 설립재무부담 덜어 실적엔 긍정적


지마켓과 알리익스프레스코리아의 전격 동맹 선언 이후 이마트 주가가 곤두박질쳤다. 공식 발표 내용만으론 양사 협력 청사진이 뚜렷하지 않아 실망 매물이 쏟아진 것으로 보인다.
27일 한국거래소에 따르면 이마트 주가는 전 거래일 대비 9.80%(7400원) 급락한 6만8100원에 거래를 마쳤다. 이날 코스피가 1.02% 하락한 점을 감안하더라도 주가 낙폭이 컸다.
주가 급락에는 자회사인 지마켓과 알리익스프레스코리아의 사업 시너지에 대한 의문이 반영된 것으로 보인다. 전날 이마트는 알리익스프레스 측과 50%씩 출자해 합작법인(JV)을 세우고 이커머스 경쟁력 강화에 나선다고 발표했다.
이마트는 특수목적법인(SPC)을 통해 보유한 지마켓 지분 100%를 현물 출자하고, 알리 측은 알리익스프레스코리아 지분과 현금 3000억원을 출자할 방침인 것으로 전해진다.
이마트는 JV 설립을 통해 지마켓 셀러들의 판로 확장을 기대한다고 밝혔다. 하지만 이미 알리익스프레스는 지난 9월 한국 셀러가 해외로 상품을 판매할 수 있는 글로벌 셀링 프로그램을 선보였다. 경쟁사인 쿠팡도 셀러들이 대만에 제품을 팔 수 있도록 중개하고 있다.
증권가에서는 사업적인 면보다는 재무적인 차원에서 일부 낙관론이 제기된다. 이마트가 일시적으로 수익성 개선을 꾀할 수 있다는 것이다. JV에 대한 이마트 유효지분율이 40%이기 때문에 지마켓은 이마트의 연결 종속회사에서 지분법 회사로 변경될 것으로 예상된다. 인수 이후 수년간 영업적자를 기록해온 지마켓 실적이 연결 실적에서 빠지면 영업이익 개선 효과를 누릴 수 있다는 관측이다.
하지만 한 울타리에 들어오는 알리익스프레스코리아의 수익성에 의문부호가 붙는다. 박상준 키움증권 연구원은 ""알리익스프레스는 저렴한 상품 가격을 강점으로 한국 이커머스 시장에 후발주자로 진입한 업체이고 1등 업체 대비 거래액(GMV) 규모가 현저히 작기 때문에 수익성이 부진할 가능성이 높다""며 ""이번 JV 설립으로 당장 이마트 지배주주순이익이 증가한다고 추산하기에는 한계가 있을 것""이라고 말했다.
[우수민 기자]

",2024-12-27 17:58:23
매일경제,"""트럼프 규제완화땐 사모시장 투자 더 활발""","


제프리 디엘 애덤스 스트리트 파트너스 투자부문 대표관세는 사모시장 협상의 도구글로벌 펀드 韓·日·中 등 관심


      사진 확대     
글로벌 사모펀드 운용사인 애덤스 스트리트 파트너스가 도널드 트럼프 재집권 시기에 기업 규제가 완화되면 사모 시장에서 투자가 활발하게 진행될 것이라고 예측했다.
최근 매일경제와 진행한 인터뷰에서 제프리 디엘 애덤스 스트리트 파트너스 투자 부문 대표(사진)는 ""금융 서비스, 반독점 규제가 완화되면 기업들의 기업공개(IPO), 인수·합병(M&A) 활동에 긍정적인 영향을 줄 것""이라며 ""세금 감면으로 투자도 늘어날 것""이라고 말했다. 그러면서 그는 ""초국가 공급망에 의존하는 기업들은 관세에 영향을 받을 것""이라며 ""이에 따라 관세는 사모 시장에서 협상 도구가 되고 투자자들은 이를 고려하면서 성장 가능성이 큰 기업을 노릴 것""이라고 설명했다.
그간 고금리와 인플레이션으로 자본 시장에선 혁신을 추구하는 미국 빅테크 등에 자금이 쏠렸다.
디엘 대표는 미국뿐 아니라 여러 투자지표가 합리적으로 움직이는 한국, 일본, 호주, 중국 등도 글로벌 사모 시장에서 중요한 투자처가 될 것이라고 짚었다. 그는 ""사모펀드의 세계화가 진행되는 가운데 자산과 관련된 보호체계가 마련돼 있고 마켓 셰어(시장 점유율)를 나눌 수 있는 곳에 자금이 몰릴 것""이라고 강조했다.
한국은 대내외 환경이 안 좋아지면서 원·달러 환율 상승이 투자 리스크로 작용하고 있다.
디엘 대표는 장기 관점에서 투자한다면 환율 위험을 어느 정도 감수할 필요가 있다면서도 정보기술(IT), 자동차, 금융, 보험산업 등 시장에서 우위를 점하고 있는 산업을 선별해야 한다고 조언했다.
1972년 설립된 애덤스 스트리트 파트너스의 현재 운용액은 610억달러(약 89조6700억원)다.
[홍순빈 기자]

",2024-12-27 17:58:23
매일경제,‘알리·지마켓 맞손’ 이마트 주가 급락… 시너지 ‘물음표’,"
 지마켓 적자 부담 덜지만알리 수익성도 의문부호        사진 확대    신세계-알리바바 합작법인 설립… G마켓-알리익스프레스 편입 예정
(서울=연합뉴스) 서대연 기자 = 신세계그룹이 중국 알리바바그룹 자회사인 알리바바인터내셔널과 출자비율 5대5의 합작법인을 설립한다고 26일 밝혔다.
내년 설립 예정인 합작법인에는 G마켓과 알리바바그룹의 전자상거래(이커머스) 플랫폼 알리익스프레스코리아가 편입된다. 사진은 이날 오후 서울 명동 신세계백화점 모습. 2024.12.26
dwise@yna.co.kr
(끝)
<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지>  지마켓과 알리익스프레스코리아의 전격적인 동맹 선언 이후 이마트 주가가 곤두박질쳤다. 공식 발표 내용만으론 양사 협력 청사진이 뚜렷하지 않아 실망 매물이 쏟아진 것으로 보인다.27일 한국거래소에 따르면 이마트 주가는 전거래일 대비 9.80%(7400원) 급락한 6만8100원에 거래를 마쳤다. 이날 코스피가 1.02% 하락한 점을 감안하더라도 주가 낙폭이 컸다.주가 급락에는 자회사인 지마켓과 알리익스프레스코리아의 사업 시너지에 대한 의문이 반영된 것으로 보인다.전날 이마트는 알리익스프레스 측과 50%씩 출자해 합작법인(JV)을 세우고 이커머스 경쟁력 강화에 나선다고 발표했다.이마트는 특수목적법인(SPC)을 통해 보유한 지마켓 지분 100%를 현물 출자하고, 알리 측은 알리익스프레스코리아 지분과 현금 3000억원을 출자할 방침으로 전해진다.이마트는 JV 설립을 통해 지마켓 셀러들의 판로 확장을 기대한다고 밝혔다.하지만 이미 알리익스프레스는 지난 9월 한국 셀러가 해외로 상품을 판매할 수 있는 글로벌 셀링 프로그램을 선보인 바 있다.경쟁사인 쿠팡 역시 셀러들이 대만에 제품을 팔 수 있도록 중개하고 있다.증권가에서는 사업적인 면보다는 재무적인 차원에서 일부 낙관론이 제기된다. 이마트가 일시적으로 수익성 개선을 꾀할 수 있다는 차원에서다.JV에 대한 이마트 유효지분율이 40%이기 때문에 지마켓은 이마트의 연결 종속회사에서 지분법 회사로 변경될 것으로 예상된다.인수 이후 수년간 영업적자를 기록하던 지마켓 실적이 연결 실적에서 빠질 경우 영업이익 개선 효과를 누릴 수 있을 것이란 관측이다.하지만 한 울타리에 들어오는 알리익스프레스코리아의 수익성에도 의문부호가 붙는다.박상준 키움증권 연구원은 “알리익스프레스는 저렴한 상품 가격을 강점으로 한국 이커머스 시장에 후발주자로 진입한 업체이고 1등 업체 대비 거래액(GMV) 규모가 현저히 작기 때문에 수익성이 부진할 가능성이 높다”며 “이번 JV 설립으로 당장 이마트 지배주주순이익이 증가한다고 추산하기에는 한계가 있을 듯하다”고 말했다.
",2024-12-27 16:27:02
매일경제,90조 굴리는 큰손의 예언···“트럼프 2기 글로벌 사모시장 더욱 활발해진다”,"
      사진 확대    제프리 디엘(Jeffrey Diehl) 아담스 스트리트 파트너스 투자부문 대표  도널드 트럼프 2기 정부가 출범을 앞두고 있다. 관세 인상을 예고하고 기업들에 대한 규제를 완화하겠다는 등 미국 최우선 주의를 내세우고 있어 글로벌 금융 및 자본시장은 이를 예의주시하며 긴장의 끈을 놓지 않고 있다.글로벌 사모펀드 운용사인 아담스 스트리트 파트너스(Adams Street Partners)는 트럼프 재집권 시기에 기업 규제가 완화되면 사모시장에서의 투자가 활발하게 진행될 것이라고 예측했다.최근 매일경제와 인터뷰를 진행한 제프리 디엘(Jeffrey Diehl) 아담스 스트리트 파트너스 투자부문 대표는 “금융서비스, 반독점 규제가 완화되면 기업들의 IPO(기업공개), M&A 활동에 긍정적인 영향을 줄 것”이라며 “세금 감면으로 투자도 늘어날 것”이라고 했다.그러면서 “초국가 공급망에 의존하는 기업들은 관세에 영향을 받을 것”이라며 “이에 따라 관세는 사모시장에서 협상의 도구가 되고 투자자들은 이를 고려하면서 성장 가능성이 높은 기업을 노릴 것”이라고 말했다.고금리와 인플레이션으로 자본시장에선 그간 혁신을 추구하는 미국 빅테크(대형 정보기술기업) 등으로 자금이 쏠렸다.디엘 대표는 미국뿐 아니라 여러 투자지표들이 합리적으로 움직이는 한국, 일본, 호주, 중국 등도 글로벌 사모시장에서 앞으로 중요한 투자처가 될 것이라고 짚었다.그는 “사모펀드의 글로벌화가 진행되고 있는 가운데 자산과 관련된 보호체계가 마련돼 있고 마켓 쉐어(시장 점유율)를 나눌 수 있는 곳들에 자금이 몰릴 것”이라고 했다.      사진 확대    제프리 디엘 아담스 스트리트 파트너스 투자부문 대표  한국의 경우 대내외적인 환경이 안 좋아지면서 원/달러 환율 상승이 투자 리스크로 작용하고 있다.디엘 대표는 장기적인 관점에서 투자하는 것이라면 환율 리스크를 어느 정도 감수할 필요가 있다고 하면서도 IT(정보기술), 자동차, 금융, 보험 산업 등 시장에서 우위를 점하고 있는 산업을 선별해야 한다고 조언했다.이와 함께 그는 풍부한 자본력을 갖춘 개인 투자자들도 사모시장에 새로운 플레이어로 등장하고 있다고 분석했다.고금리 시대에 새로운 대체투자 자산을 찾고자 하는 움직임이 활발해지면서 개인 투자자들이 사모시장으로 눈을 돌리기 시작했다는 것이다.1972년 설립된 아담스 스트리트 파트너스는 지난 50년간 사모시장에서 축적한 풍부한 투자 경험을 바탕으로 개방형 펀드 등을 활용해 개인 투자자들에게 사모 투자 기회를 열어줬다. 현재 운용액은 610억달러(약 89조6700억원)다.디엘 대표는 “아담스 스트리트 파트너스의 약 10% 정도는 개인, 패밀리 오피스 투자자들로 자본 유출 없이 유동성을 쉽게 얻을 수 있도록 양질의 상품을 제공했다”며 “사모펀드에 접근하지 못했던 또다른 개인 투자자들도 차별화된 상품을 선택하게 될 것”이라고 했다.아담스 스트리트 파트너스는 사모펀드, 사모대출 등 다양한 투자전략을 구사하고 있다.특히 사모대출 분야에선 기업 바이아웃(경영권 인수) 등에 주목해 안정적인 포트폴리오를 구성하고 있다. 수익률도 두자릿수 초반대를 유지하고 있다.디엘 대표는 “실질적으로 성장해 가치를 창출할 수 있는 기업들을 선별해 포트폴리오를 구성하고 적극적으로 투자군을 다양화하는 게 필요하다”고 말했다.디엘 대표는 2001년 아담스 스트리트 파트너스에 합류해 성장 기업 투자에 전문성을 키워왔으며 현재 아담스 스트리트 파트너스 투자팀을 총괄 지휘하고 있다.
",2024-12-27 16:19:13
매일경제,“한숨 돌렸네”…2390까지 밀려났던 코스피 2400 탈환,"
      사진 확대    27일 서울 중구 하나은행 본점 딜링룸 현황판에 원/달러 환율 등 지수들이 표시되고 있다.  [사진 출처 = 연합뉴스]  국내 증시가 아슬아슬하게 2400선 방어에 성공했다.27일 코스피는 전일대비 24.90포인트(1.02%) 하락한 2404.77에 거래를 마쳤다. 이날 코스피는 전일대비 10.29포인트(0.42%) 내린 2419.38로 출발한 뒤 하락폭을 키우면서 2390대까지 밀려난 바 있다.이후 코스피는 오후 1시 40분경 낙폭을 줄이면서 2400선으로 복귀했다.유가증권시장에서 외국인과 기관은 각각 1755억원, 1140억원 어치를 팔아치웠다. 개인은 홀로 2146억원 순매수 기조를 보였다.외국인과 기관의 매도세에 현재 추세로는 7월 이후 6개월 연속 지수 하락이 확실시된다는 평가가 나온다. 2000년 이후 코스피가 5개월 이상 연속 하락한 것은 이번을 포함해 5차례뿐이었다.6개월 연속 하락은 2000년 닷컴버블 붕괴와 2008년 글로벌 금융위기 등 2차례뿐이다.앞서 증권가에서는 연말 산타랠리와 함께 증시가 12월에는 반등할 수 있을 것으로 기대했지만 결국 2008년 이후 16년 만에 다시 최장 하락 기록을 세우게 된 셈이다.업종별로는 금속(-6.86%), 비금속(-4.81%), 전기 및 가스(-2.55%), 유통(-2.44%), 건설(-2.06%) 등 대부분이 하락했다. 의료 및 정밀, 전기 및 전자만 각각 0.57%, 0.53% 소폭 강세를 기록했다.시가총액 상위 10개 종목 중 대다수 종목이 일제히 파란불을 켰다. 삼성바이오로직스(0.32%), 현대차(-1.15%), 기아(-1.94%), 셀트리온(-1.37%), KB금융(-0.58%), NAVER(-1.10%), HD현대중공업(-2.85%) 등이 하락했다.반면 삼성전자(0.19%)를 비록한 코스피 시총 2, 3위인 SK하이닉스(2.59%)와 LG에너지솔루션(1.02%)은 상승세를 보였다.코스닥지수는 전일대비 9.67포인트(1.43%) 내린 665.97로 장을 마쳤다.코스닥시장에서도 마찬가지로 외국인과 기관은 각각 287억원, 1253억원을 순매도했다. 개인은 1599억원 어치를 사들였다.코스닥 시총 상위 10개 종목도 대부분 마이너스 수익률을 기록했다. 알테오젠(-0.17%), 에코프로비엠(-1.73%), 에코프로(-2.90%), 리가켐바이오(-4.42%), 삼천당제약(-4.42%), 휴젤(-3.79%), 신성델타테크(3.78%), 리노공업(-1.49%) 등은 하락한 반면 HLB(6.52%), 클래시스(0.10%)는 상승했다.
",2024-12-27 15:50:05
매일경제,"하나증권, 조직개편 실시…“고객·현장 중심의 WM 사업 강화”","
      사진 확대     하나증권은 27일 자산관리(WM) 사업 역량을 강화하고 기업금융(IB)과 세일즈앤트레이딩(S&T) 사업 수익 기반을 확고하게 하기 위한 조직개편을 실시했다고 밝혔다.이번 조직개편은 WM, IB, S&T, 경영관리 등 4개 그룹 체제를 통해 조직의 효율성과 책임 경영 강화에 방점을 뒀다.적극적인 여성 임원 발탁을 통해 조직의 유연성은 물론 적극적인 소통과 능력을 펼칠 수 있도록 조직도 정비했다.또한, 그룹별 성장전략을 손님과 현장 중심으로 고도화하고, 긴밀한 협업 체계 구축을 통해 불확실한 외부 환경에 신속하게 대응해 나간다는 방침이다.WM부문은 손님과 현장 중심의 전략 고도화를 통해 조직중심 영업문화 구축과 손님중심 자산관리 강화에 나서며 시장지배력을 확대해 나갈 예정이다.이를 위해 WM혁신본부를 신설, 조직 협업과 영업의 컨트롤타워를 담당하게 하고, PWM 영업본부를 통해 고액 자산가들을 대상으로 맞춤형 자산관리 서비스를 제공하도록 조직을 재편했다.디지털사업단을 통해서는 AI, 디지털자산 등의 디지털 경쟁력을 강화할 계획이며, 연금 영업 확대를 위한 연금영업실도 신설했다.IB부문은 투자금융 조직 확대를 통해 인프라∙인수금융 부문의 시장경쟁력을 강화할 예정이며, S&T 부문은 장외파생상품의 평가 정밀화와 안정적인 상품 개발을 위해 Quant실을 신설했다.관리부문은 외부환경 변화에 기민하게 대응하기 위해 컨트롤타워 역할을 담당하는 경영관리그룹을 신설, 각 사업부별 긴밀한 협업체계를 구축하여 영업 지원을 강화할 예정이다.책무구조도 도입에 따른 내부통제 강화를 위해 감사 조직은 본부로 격상했다.하나증권 관계자는 “급변하는 시장상황에 맞춰 증권업계 역시 변화에 기민한 대응이 필요한 상황”이라며 “이번 조직개편으로 손님 중심의 안정적 수익기반 강화와 변화하는 외부 환경에 긴밀하게 대응할 수 있는 강력한 실행력을 갖춘 조직문화를 공고히 하는 등 지속성장을 위한 발판을 마련하겠다”고 설명했다.
",2024-12-27 15:41:02
매일경제,"한국거래소, 쪽방촌 취약계층에 3천만원 후원","
      사진 확대    한국거래소(KRX)는 2024.12.27(금) 서울특별시립 서울역쪽방상담소에서 겨울철 한파와 난방비 부담으로 어려움을 겪고 있는 쪽방촌 주민들의 겨울나기를 돕기 위해 서울,부산 쪽방촌에 총3천만원을 지원하였다. 한국거래소  한국거래소가 겨울철 한파와 난방비 부담으로 어려움을 겪고 있는 쪽방촌 주민들의 겨울나기를 돕기 위해 총 3000만 원을 후원한다고 27일 밝혔다.이번 후원은 서울 4개, 부산 2개 쪽방촌에 위치한 쪽방상담소와 협력해 진행하며 각 지역의 필요에 맞춰 전기장판, 겨울 이불, 방한내의 등을 지원할 계획이다.쪽방촌은 단열이 부족하고 난방비를 감당하기 어려운 환경으로, 겨울철 한파에 특히 취약하다.한국거래소는 동절기 위기 극복을 위한 이번 지원을 통해 쪽방촌 취약계층 주민들이 겨울을 보다 안전하고 따뜻하게 보낼 수 있도록 도울 예정이다.정은보 이사장은 “겨울철 한파로 어려움을 겪고 있는 쪽방촌 주민들이 따뜻한 겨울을 보낼 수 있도록 온기를 전할 수 있어 기쁘다”며 “한국거래소는 앞으로도 지역사회의 취약계층을 위한 다양한 사회공헌 활동을 추진해 나갈 계획”이라고 밝혔다.
",2024-12-27 15:30:39
매일경제,"“꼼꼼한 김과장은 벌써 정리했대”...미국주식 세금 아끼려면 28일까지 거래해야 안심, 왜","
      사진 확대    뉴욕증권거래소. AFP연합뉴스  연말을 맞아 해외주식 투자자가 투자 수익에 따른 세금 발생에도 대응해야 할 필요가 생겼다.국내 세법상 2024년 한 해 동안 해외주식을 판매해 발생한 수익이 250만원 이상이면 초과분의 22%만큼 양도소득세가 발생하기 때문이다.이를 피하기 위해서는 최종 매매일인 27일(미국시간) 애프터마켓, 한국시간으로는 28일 오전 8시까지까지 판매수익을 250만원 이하로 만들면 된다.올해 5월부터 미국주식의 결제일이 T+1로 변경돼 국내 증권사에서 결제되는 날이 T+2로 앞당겨졌기 때문이다.즉 미국시간으로 27일에 매도한 주식은 미국 현지에서 월요일인 30일에 결제되고, 국내 증권사에서는 올해 마지막 날인 31일에 결제되는 것이다.현재 판매수익이 250만원을 초과하는 투자자의 경우 손실이 있는 종목을 매도해 수익을 250만원 이하로 만드는 방법도 있다.가령 올해 테슬라를 팔아 400만원 수익을 낸 적이 있다면, 다른 손실을 보고 있는 종목을 매도해 150만원만큼의 손실을 실현하면 되는 것이다.물론 절세를 위해 일부러 투자 손실을 실현하는 것은 장기적 관점에서 손해이지만, 내년 초 매도할 계획이 있는 종목이라면 올해 안으로 팔아 절세 도움을 주는 것이 이득일 수 있다.다만 현재 환율이 요동치는 상황에서 국내 결제일인 31일에 환율이 어떻게 변할지 모르기 때문에 약간의 오차가 있음을 감안해야 한다.지금까지 해외 주식을 통해 낸 손익이 얼마인지 모른다면, 현재 토스증권·키움증권·삼성증권을 비롯해 여러 증권사가 해외주식 양도소득세 계산기를 제공하므로 이를 이용하는 것이 가장 좋다.
",2024-12-27 14:33:23
매일경제,바이오·조선주 ‘줍줍’… 삼양은 차익실현 [주식 초고수는 지금],"
 [오후 1시30분 주식 초고수 거래동향]알테오젠·리가켐바이오 ‘사자’삼양, 80만원 찍고 숨고르기        사진 확대    알테오젠 회사 전경        사진 확대    12월 27일 주식 초고수 오후 순매수 상위 10종목. [미래에셋증권]  미래에셋증권에서 거래하는 고수익 투자자들이 27일 오후 가장 많이 순매수한 종목은 알테오젠, 미래에셋증권, 리가켐바이오 순으로 집계됐다.이날 미래에셋증권에 따르면 미래에셋증권 주식 거래 고객 중 최근 1개월간 투자수익률 상위 1%에 해당하는 ‘주식 초고수’들이 오후 1시30분까지 가장 많이 사들인 종목은 알테오젠이다.전날 알테오젠은 고용량 아일리아에 대한 제형 특허 우선권을 출원했다고 밝혔다. 아일리아는 글로벌 제약사 리제네론이 개발한 황반변성 치료제로, 지난해 약 12조원의 매출을 달성한 블록버스터 치료제다.
",2024-12-27 14:32:07
