언론사,제목,내용,작성일시
매일경제,"“韓증시, 오랜만에 웃긴 했는데”…돌아오다가 멈춘 외국인 왜?","
 美中 부진 속 나홀로 상승정치 불확실성 완화 기대감외국인, 선물 7000억 순매수하루만에 코스피 1조 사들여        사진 확대     지난해 글로벌 증시 상승에서 소외됐던 한국 증시가 모처럼 주요국 증시를 훌쩍 뛰어넘는 상승세를 보였다. 정치적 불확실성 완화에 대한 기대와 엔비디아발 훈풍, 연구개발(R&D) 투자 지원 확대 등 호재가 증시에 반영되며 외국인들은 코스피를 집중 매수했다.3일 코스피는 전 거래일 대비 1.79% 오른 2441.92, 코스닥지수는 2.79% 오른 705.77로 마감했다. 특히 코스닥지수는 지난해 11월 12일 이후로 두 달 만에 가장 높은 수치를 나타냈다.반면 전날 미국 3대 지수는 약보합을 보였으며 3일 상하이종합지수는 1.57% 하락하고, 대만 자취엔지수는 0.33% 상승하는 데 그쳤다.전날까지 코스피를 팔아치우던 외국인은 이날 현물 2807억원, 선물 7239억원을 순매수했다. 코스닥시장에서는 1430억원을 순매수했다.외국인들은 지난달 비상계엄령이 발표된 이후 한 달간 코스피에서 4조2369억원을 순매도했는데, 이날 순매수 규모는 지난해 12월 18일(3300억원) 이후 최대다.이날 아침 고위공직자범죄수사처가 윤석열 대통령 체포에 나서자 정치적 불확실성이 조기에 일단락될 수 있다는 기대감에 외국인들이 코스피 매수에 나선 것이다. 이날 외국인들은 SK하이닉스를 1170억원 순매수한 것을 비롯해 삼성전자를 351억원, 삼성SDI를 222억원 순매수했다.이경민 대신증권 연구원은 “현·선물을 합쳐 1조원 이상의 매수세는 계엄 사태 이후 처음”이라며 “정치적 불확실성이 안정되는 분위기에서 국내 증시의 가격 매력이 부각됐을 수 있다”고 말했다.이날 외국인의 매수세에 반도체·2차전지·바이오 등 업종을 가리지 않고 양대 시장을 이끌어가는 주도주가 대부분 상승세를 보였다. 코스피시장에서는 삼성전자(1.87%), SK하이닉스(6.25%), LG에너지솔루션(2.89%)이 큰 폭으로 올랐다.특히 그동안 업황 부진에 대한 우려가 컸던 반도체 업종에서 오랜만에 강한 매수세가 나왔다.2일(현지시간) 미국 뉴욕증시에서 엔비디아가 2.99% 상승한 데다 과학기술부가 인공지능(AI) 반도체에 대한 R&D 집중 투자 계획을 발표한 효과가 컸다. 이에 3일 한미반도체는 7.12%, 피에스케이홀딩스는 16.51%, 주성엔지니어링은 5.12% 오르는 등 AI 반도체 밸류체인에 있는 후공정주들은 주가가 큰 상승폭을 보였다.배터리·2차전지 업종들도 큰 폭의 상승세를 보였다. 중국 상무부가 리튬 추출 기술에 대한 규제를 강화하면 한국 2차전지 밸류체인이 수혜를 입을 수 있다는 기대감 때문이다.이날 에코프로비엠은 7.11%, 포스코퓨처엠은 6.09% 상승했다. 현대차가 생산한 전기차가 미국에서 인플레이션감축법(IRA) 보조금 수혜 대상이 됐다는 뉴스도 주가에 호재였다.중국의 경기 부양책에 따른 기대감으로 석유화학과 미디어엔터 업종도 반등했다.다만 정치적 불확실성 해소에 대한 기대가 앞서 나간 가운데 향후 정치 상황에 따라 외국인들이 다시 매도로 돌아설 가능성은 남아 있다.이날 1시 30분께 공수처가 윤 대통령에 대한 체포영장 집행을 중지한다고 밝히면서 외국인 매도세에 일시적으로 양대 지수의 상승폭이 축소되기도 했다.코스피는 이날 오후 1시 35분께 2454.67까지 올랐다가 5분 뒤 2439.58까지 떨어졌다. 코스닥지수도 같은 날 오후 1시 35분께 705.55였으나 5분 뒤 699.95로 하락했다.이는 탄핵 정국이 장기화될 것을 우려한 외국인투자자의 차익 실현 매물 때문인 것으로 풀이된다.외국인투자자는 이날 코스피시장이 개장한 뒤 1시 30분까지 2710억원을 순매수했으나, 이후 10분 만에 273억원가량을 순매도하면서 오후 1시 40분까지는 2437억원 순매수한 것으로 집계됐다.코스닥시장에서도 외국인투자자는 이날 오후 1시 30분까지 500억원을 순매수했으나, 이후 10분 만에 457억원을 순매도하면서 오후 1시 40분까지는 43억원 순매수한 것으로 집계됐다.
",2025-01-03 21:04:11
매일경제,“서학개미들 안목 좀 볼까”…월가도 올해 잘 나갈 ‘옥석’ 가렸다는데,"
 서학개미 선호주 톱 10 중 월가가 뽑은 유망주월가 “MSTR·엔비디아·MS·구글 올해도 달린다”MSTR, 트럼프 훈풍 탄 비트코인 호재 기대엔비디아 로봇 사업 진출에 GPU 수요 탄탄MS, 고강도 비용 감축·클라우드 서비스 순항구글, 작년 주가 덜 올라 10% 추가 상승 여력        사진 확대     “2025년 엔비디아 오르고 테슬라 떨어진다”서학개미들이 선호하는 주식들이 새해에는 희비가 엇갈릴 것이라는 전망이 나왔다.국내 주식투자자들이 선호하는 미국주식 ‘톱10’을 놓고 월스트리트가 상반된 전망치를 내놓고 있어 주목된다.월가 투자은행들은 마이크로스트래티지·엔비디아·마이크로소프트(MS)·알파벳(구글)·아마존·브로드컴에 대해선 현재 주가보다 목표 주가까지 상승 여력이 남아 있다고 본다. 반면 애플·아이온큐·테슬라·팰런티어에 대해선 현 주가가 이미 월가 목표 주가를 뛰어넘어 잠재 수익률이 떨어진다고 추정한다.아이온큐를 제외한 9개 종목의 2025년 예상 실적이 전년 대비 모두 크게 개선되지만 2024년에 이미 주가가 너무 많이 올랐고, 최근 미국 채권금리 상승 여파로 성장주에 대해 높은 수익률을 기대하기 어렵다는 논리다.그동안 서학개미들은 공격적인 투자로 급격한 매출 성장을 이루는 성장주를 선호했다. 이들의 선호 주식 톱10이 모두 이런 주식으로 채워져 있다. 하지만 최근 미국 시장 금리 상승은 성장주의 자금조달 비용 증가와 이런 성장주들이 제공하는 상품을 사려는 소비자들의 부담을 키운다. 최근 이런 성장주에 대한 월가 목표 주가 상향 속도가 둔화한 것도 이 때문이다.역설적으로 기업 주가 전망은 본업보다 부업에서 나왔다. 여러 악재 속에서도 비트코인을 단일 기업 중 가장 많이 가진 마이크로스트래티지와 로봇 관련 하드웨어와 소프트웨어를 이미 장악한 엔비디아는 그 독특한 투자 매력 덕분에 투자자들이 2025년에도 포트폴리오에 공격적으로 담을 주식으로 평가받고 있다. MS와 구글의 경우 2024년에 빅테크 중 주가가 덜 올랐지만 새해 실적은 탄탄하다는 점 때문에 저평가 매력을 뽐내고 있다.◆월가가 84% 더 오른다고 점찍은 마이크로스트래티지블룸버그와 한국예탁결제원에 따르면 서학개미 보관 금액(2024년 12월27일 기준) 기준 선호 주식 10곳 중 현재 주가 대비 월가 목표 주가까지 상승 여력이 가장 높은 곳은 마이크로스트래티지(83.9%)다. 월가 투자은행 8곳은 이 주식의 향후 12개월 내 도달할 수 있는 평균 목표 주가로 557달러를 제시했다. 마이크로스트래티지의 지난달 30일 주가는 302.96달러다.국내 주식시장에서 증권사들이 제시하는 목표주가가 해당 주식의 현재 주가와의 차이는 괴리율로 표시된다. 그러나 월가에선 이 격차를 ‘잠재 수익률’로 표현할 만큼 시장에서 실적 추정치에 대한 신뢰도가 높다. 다만 마이크로스트래티지에 대해선 월가도 평가가 극과 극으로 갈릴 정도로 ‘초고위험도 주식’으로 분류된다.긍정적으로 보는 입장에선 마이크로스트래티지의 막대한 비트코인 보유량과 우량 기업 지수(나스닥100) 편입 효과를 거론한다. 1989년 설립된 이 상장사는 마이클 세일러 최고경영자(CEO)의 진두지휘하에 인공지능(AI) 데이터 분석 사업이란 본업과 2020년부터 시작된 비트코인 사 모으기 부업으로 요약된다. 본업보다는 다소 위험한 부업에 집중하면서 2024년 주가 수익률이 300%가 넘었다.월가에선 코인 등 디지털 자산을 시가로 회계 장부에 반영할 경우 이 ‘투잡 기업’의 가치는 무궁무진하다는 의견도 내놓는다. 이런 움직임에 편승하듯 마이클 세일러 CEO는 공격적인 전환사채 발행과 유상증자를 통해 비트코인을 꾸준히 매입하고 있다. 이제 코인 보유량은 43만9000개에 달한다.주식 수가 늘어나는 것은 기존 주주의 주식 가치를 떨어뜨리는 악재이지만 공격적인 투자자들은 무한한 성장성에 더 주목하고 있는 셈이다. 홍성욱 NH투자증권 연구원은 “마이크로스트래티지에 투자한다는 것은 코인에 간접투자를 한다는 의미”라며 “이 회사가 나스닥100 지수에도 편입된 만큼 이 지수를 산다면 코인 익스포저(노출)를 낮추면서 코인 투자 위험도 줄일 수 있다”고 말했다.최근 한 달 새 이 기업 주가가 무너지고 있는데 그 두 가지 리스크로는 CEO가 코인 매입량을 과거보다 줄이겠다고 발표한 것과 여전히 적자기업이란 점이다. 코인 매입 속도가 줄어드는 것은 최근 금리 상승으로 인한 조달 비용 증가와 연관이 깊다고 분석한다. 실적도 기대에 미치지 못하는데 2025년 예상 주당 순이익(EPS)은 -0.02달러다. 이는 지난해 -3.07달러보다는 개선된 수치다.◆브로드컴·AMD의 추격? 로봇으로 더 달아난 엔비디아최근 한 달(2024년 12월2일~30일) 기준 엔비디아 주가는 0.8% 떨어졌지만 경쟁자로 부상한 브로드컴은 41.5%나 올랐다. 엔비디아는 AI 사업의 성패를 좌우하는 그래픽처리장치(GPU) 1등 주인 반면 브로드컴은 구글이나 아마존 등 빅테크 맞춤형(커스텀) AI 칩 설계 1등 주로 대조된다. 최근 비용 절감이 최대 화두로 떠오르면서 값비싼 GPU 대신 저렴한 커스텀 칩이 인기를 끌고 있다.하지만 이를 ‘찻잔 속의 태풍’으로 보는 시각도 있다. 커스텀 칩은 빅테크들의 자체 수요를 충족시키는 수준이지만 GPU는 전 세계 수요가 여전히 급증하고 있다는 것이다. 이에 따라 엔비디아의 2026 회계년도(2025년 2월~2026년 1월) 예상 매출은 1976억6390만 달러로 전년 대비 52.8% 급증할 것으로 추정된다. 브로드컴은 같은 기간 매출이 18.7% 증가하는 수준에 그칠 것으로 보인다.같은 기간 엔비디아의 주당순이익(EPS)은 2.94달러에서 4.41달러로 역시 50%대의 성장률을 보일 것으로 예상된다. 월가 투자은행들이 엔비디아의 EPS 추정치를 계속 올리는 이유는 기존 GPU가 잘 팔릴 것이란 기본 전제에다 최근 신사업으로 내세운 로봇 사업에 높은 점수를 주고 있기 때문이다.향후 1년 내 엔비디아 목표주가는 173.07달러다. 이는 현 주가 대비 25.9%의 잠재 수익률을 뜻한다. 여기엔 엔비디아가 기존 사업과 신사업의 비전이 모두 좋은데다 배당과 자사주 소각도 꾸준히 하면서 EPS가 계속 상승하고 있기 때문이다. 자사주 소각은 EPS 계산 시 분모인 주식 수를 줄여준다. 엔비디아는 2023년에 2000만주의 주식을 소각해 EPS를 올렸다.최근 엔비디아는 휴머노이드 로봇을 위한 소형 컴퓨터의 최신 버전 ‘젯슨 토르’를 올 상반기에 출시한다고 밝혔다. 월가에선 AI의 종착지가 결국 로봇이 될 것으로 보고 있다. AI로 ‘인간의 뇌’를 대체한 데 이어 물리적인 움직임을 로봇이 대행하며 대량 생산과 자동화를 통한 비용 절감이 최종 목표라는 것이다. 엔비디아는 지난 2013년 이후 10년 넘게 로봇 사업을 진행해왔고 2025년 눈에 보이는 하드웨어 까지 내놓게 됐다.미국 시장조사기관 BCC는 글로벌 로봇 시장 규모가 현재 780억 달러이지만 향후 5년 이내에 2배 이상 성장할 것으로 추산했다. 기존 AI 칩에선 AMD의 도전을 받고 있고, 빅테크 물량을 브로드컴에 뺏기고 있는 상황에서 엔비디아는 로봇 등 신사업에 주력할 수밖에 없다는 평가를 받는다. 최근 엔비디아의 분기 매출 중 88%가 GPU 등 데이터센터 분야에서 나오고 있어 특정 사업 의존도가 높다.◆몸집 줄이고 ‘똑똑한 구름’에 탄 MS새해에는 MS가 메타플랫폼(메타)의 길을 걸을 것이란 월가 전망도 나온다. 메타는 가상현실 분야 사업에 대한 과감한 인력 구조조정과 함께 인스타그램과 같은 사회관계망(SNS) 본업에 집중하면서 지난해 주가가 70% 올랐다. MS 주가 상승률은 10%대에 그쳤다.챗GPT와 코파일럿처럼 실제 돈을 버는 AI 사업을 하는 MS의 주가수익률 치곤 실망스럽다는 평가다. 이에 따라 MS는 신사업에 속하는 AI 서비스에 대해 차근차근 유료화를 밟으면서 기존 주력 사업의 역량을 키우는 전략으로 선회 중이다. MS 사업 중 마진율이 높은 부문은 클라우드다.클라우드는 자본력이 부족한 일반 기업들이 데이터 센터를 직접 운영하지 않고도 유연하게 컴퓨팅 자원을 사용할 수 있도록 돕는 인프라스트럭처다. AI 사업을 구동하려면 클라우드가 필수적이기 때문에 아마존(AWS)과 MS(애저), 구글(구글클라우드)이 ‘클라우드 삼국지’를 펼치고 있다.최근 판도는 MS가 단연 눈에 띈다. 시너지리서치그룹에 따르면 3분기 기준 2022년과 2024년 점유율 변화에서 1등 사업자 AWS는 2%포인트 하락했지만 애저와 구글클라우드는 각각 3%포인트, 1%포인트 올랐다. 이는 MS의 EPS 추정치를 상향시키는 근거가 되고 있다.2025년 예상 EPS는 13.07달러로 전년 대비 10.7% 상승할 것으로 예상된다. EPS 상승의 또 다른 근거는 구조조정이다. 상대적으로 돈이 되지 않는 게임 사업부 몸집을 줄이고 있다. MS는 2024년 초에 게임 사업부에서 1900명을 정리해고 한 데 이어 지난 9월에도 650명을 추가로 감원했다. 회사 측은 직원들에게 보낸 이메일을 통해 “장기적인 성공을 위한 조치”라고 설명했다 .월가는 2025년 MS 목표 주가를 503.51달러(투자은행 51곳 평균)로 제시하고 있다. 현 주가 대비 18.5% 상승 여력이 남아 있는 셈이다. 구글 역시 구조조정과 클라우드 사업 성장에 따라 현 주가와 목표 주가 비교 시 잠재수익률이 10.5%로 계산됐다. MS와 구글 모두 2024년에 다른 빅테크보다 덜 올랐다는 공통점을 갖고 있다.
",2025-01-03 21:03:47
매일경제,돈벌어 이자도 못내는 한계기업 4000개 육박,"


국회 예산정책처 보고서8년만에 47% 크게 늘어작년 기업부채 2743조원""재무개선·구조조정 필요""


      사진 확대     
기업들 빚이 늘어나 영업이익으로 대출이자를 못 내는 한계기업이 급증하고 있다. 경기 부진으로 버는 돈은 줄어들고 고금리로 이자 부담은 커지는 상황 탓이다.
3일 국회예산정책처가 발표한 '기업부채 부담 현황과 시사점'에 따르면 국내 비금융기업 부채는 2015년 말 1621조원에서 작년 1분기 2743조원으로 10년도 안 돼 1000조원 이상 불어났다. 이는 주요 43개국 중 중국·미국·일본 등에 이어 9위로 상당히 높은 편이다. 국내총생산(GDP) 대비 기업부채 비중은 93.1%에서 112.2%까지 늘어났다.
반면 기업들 영업이익 증가율은 곤두박질치고 있다. 기업체의 평균 영업이익 증가율은 2021년에 전년 대비 60.1% 늘었지만 2022년에는 11.2%, 2023년에는 31.4% 감소했다.
고금리가 이어지면서 이자 부담은 급증하고 있다. 2021년 0.5% 줄었던 이자 부담은 2022년 29%, 2023년 38.4% 증가했다.
이에 따라 영업이익보다 이자비용이 많아 이자보상배율이 1 미만인 한계기업이 증가하는 추세다. 예정처에 따르면 3년 연속 이자보상배율이 1 미만이고 업력이 10년 이상인 기업은 2015년 2688개에서 2023년 3950개로 8년간 47% 늘었다. 같은 기간 GDP는 1740조원에서 2400조원으로 38% 증가했다. 우리 경제가 성장하는 속도보다 기업부채가 늘어나는 속도가 더 빨랐다는 뜻이다.
기업의 과도한 부채와 이자 부담 문제를 해소하기 위해 예정처는 한계기업 재무건전성 개선 지원과 기업 대출의 효율화 방안을 마련해야 한다고 제안했다. 예정처는 ""한정된 자원의 기업 대출이 기업 경쟁력 강화와 산업 체질 개선에 사용될 수 있는 정책 개발 및 경제의 구조 개선을 모색해야 한다""고 밝혔다. 좀비기업 퇴출 등 보다 적극적인 구조조정이 필요하다는 뜻이다. 매일경제가 최근 경제학자 131명을 대상으로 실시한 설문조사 결과 가장 많은 28.2%가 한국 경제가 도약하기 위해 기업 구조조정이 시급하다고 답했다.
[문지웅 기자]

",2025-01-03 18:01:42
매일경제,바람잘 날 없는 밸류업ETF…두달간 수익률 -4%,"


12개종목 상장뒤 모두 하락밸류업지수도 1000 못넘어


      사진 확대     
한국 증시 저평가를 해소하기 위해 출범한 밸류업 상장지수펀드(ETF)가 상장된 지 두 달이 지난 가운데 12개 종목이 모두 마이너스 수익률을 냈다. 3일 코스콤 ETF 체크에 따르면 밸류업지수를 그대로 추종하는 패시브 ETF는 상장 후 -3~4%대 수익률을 보였다.
순자산이 1885억원으로 가장 많은 KODEX 코리아밸류업은 3.80% 내렸다. 같은 기간 TIGER 코리아밸류업은 4.14%, KOSEF 코리아밸류업은 3.40% 하락했다.
RISE 코리아밸류업과 SOL 코리아밸류업TR 가격도 각각 4.05%, 3.60% 떨어졌다. PLUS 코리아밸류업과 ACE 코리아밸류업은 각각 3.90%, 3.62% 내렸으며 1Q 코리아밸류업과 HANARO 코리아밸류업도 각각 3.64%, 3.40% 떨어졌다.
코리아 밸류업지수는 지지부진한 흐름을 보이고 있다. 이날 968.18로 마감하며 지난해 9월 30일 출범 이후 2.38% 내렸다. 밸류업지수는 작년 10월 말 1020.82를 기록했으나 11월 중순부터 1000을 넘지 못하고 있다.
윤석열 대통령의 비상계엄과 이에 따른 탄핵 정국으로 증시 변동성이 커졌기 때문으로 풀이된다. 정부의 밸류업 프로그램 추진 동력이 사라졌다는 지적도 제기됐다.
한편 밸류업지수가 코스피 대비 양호한 성과를 냈으며 앞으로도 기관이나 외국인투자자의 매수 수요가 있다는 분석도 나온다.
[정유정 기자]

",2025-01-03 17:54:43
매일경제,"케이엘앤파트너스, 마녀공장 품었다","


K뷰티 브랜드 1900억에 인수


국내 사모펀드(PEF) 운용사인 케이엘앤파트너스가 국내 코스메틱 브랜드 마녀공장의 경영권을 인수한다. 3일 투자은행(IB)업계에 따르면 케이엘앤파트너스는 이날 마녀공장의 최대주주인 엘앤피코스메틱이 보유한 지분 51.87%를 약 1900억원에 인수했다. 이에 따라 마녀공장의 기업가치는 약 3700억원으로 평가됐다.
케이엘앤파트너스는 마녀공장의 해외 확장 가능성을 염두에 둔 것으로 알려졌다. 최근 K뷰티가 전 세계적으로 주목받으면서 특히 미국과 일본을 중심으로 국내 화장품 브랜드의 해외 매출이 빠르게 증가하고 있다.
2012년 설립된 마녀공장은 자연 유래 발효 추출물을 기반으로 한 미백 기능성 제품을 시작으로 클린 뷰티와 비건 화장품을 제조하며 시장에서 입지를 다졌다. 대표 브랜드인 '마녀공장'을 비롯해 다양한 브랜드로 국내뿐만 아니라 일본·중국·미국 등 전 세계 65개국 이상에 제품을 수출하고 있다.
[나현준 기자]

",2025-01-03 17:54:25
매일경제,무신사 몸값 3조 등극,"


中 안타스포츠 500억원 투자


글로벌 스포츠 의류 업체인 중국 안타스포츠가 국내 기관들이 보유한 무신사 지분을 500억원에 사들이며 무신사 지분 약 1.7%를 확보했다.
3일 투자은행(IB)업계에 따르면 안타스포츠는 무신사 재무적투자자(FI)가 보유했던 지분 1.7%를 약 500억원(주당 1만5000원)에 사들였다. 이번에 안타스포츠에 지분을 판 FI는 IMM인베스트먼트, 에이티넘인베스트먼트, 대신프라이빗에쿼티 등이다.
무신사는 이번 구주 매입 과정에서 약 3조원의 기업가치를 인정받았다. 이는 2023년 11월 마무리한 시리즈C 당시 기업가치와 비슷하다.
안타스포츠는 매출 기준으로 나이키, 아디다스에 이어 세계 3위권 스포츠 의류 업체다. 2023년 기준 86억3000만달러(약 12조6541억원)의 매출을 올렸다. 안타스포츠는 2019년 글로벌 스포츠용품 제조 업체인 핀란드 아머스포츠를 56억달러(약 7조8000억원)에 인수하면서 몸집을 불렀다.
안타스포츠는 아크테릭스, 살로몬, 윌슨 등 인지도 있는 브랜드를 보유 중이다. 업계에선 이번 안타스포츠의 구주 매입을 무신사와의 사업 협력을 위한 것으로 보고 있다.
안타스포츠는 중국 진출을 도모하는 무신사와 중국에 합작법인을 준비하고 있는 것으로 알려졌다. 조인트벤처(JV) 형식이 거론된다. 안타스포츠는 2017년 코오롱인더스트리FnC부문과 손잡고 합작회사 코오롱스포츠 차이나를 설립하기도 했다.
[나현준 기자]

",2025-01-03 17:54:24
매일경제,태양광株 '모처럼 맑음' 한화솔루션 11% 반등,"
도널드 트럼프가 미국 대통령으로 당선된 후 내리막길을 걷던 태양광·신재생에너지 기업들이 테슬라의 에너지저장장치(ESS) 판매 뉴스에 반등했다. 3일 유가증권시장에서 한화솔루션은 10.71% 오른 1만7880원에 거래를 마쳤다. 한화솔루션우선주는 13.73% 올랐으며, HD현대에너지솔루션은 6.62% 상승했다.
2일(현지시간) 테슬라는 작년 4분기 역대 최대 규모의 에너지저장시설을 판매했다고 발표했다.  이 소식에 퍼스트솔라가 5.8%, 솔라에지가 8.82% 상승했다.
[김제림 기자]

",2025-01-03 17:54:24
매일경제,돌아온 외국인에 기지개 켠 K증시…한파 이겨낼까,"


美中 부진 속 나홀로 상승정치 불확실성 완화 기대에외국인, 선물 7000억원 포함하루만에 코스피 1조 사들여R&D 발표에 반도체株도 급등코스닥지수 두달만에 최고치


      사진 확대     
지난해 글로벌 증시 상승에서 소외됐던 한국 증시가 모처럼 주요국 증시를 훌쩍 뛰어넘는 상승세를 보였다. 정치적 불확실성 완화에 대한 기대와 엔비디아발 훈풍, 연구개발(R&D) 투자 지원 확대 등 호재가 증시에 반영되며 외국인들은 코스피를 집중 매수했다.
3일 코스피는 전 거래일 대비 1.79% 오른 2441.92, 코스닥지수는 2.79% 오른 705.76으로 마감했다. 특히 코스닥지수는 지난해 11월 12일 이후 두 달 만에 가장 높은 수치를 나타냈다. 반면 전날 미국 3대 지수는 약보합을 보였으며 3일 상하이종합지수는 1.57% 하락하고, 대만 자취엔지수는 0.33% 상승하는 데 그쳤다.
전날까지 코스피를 팔아치우던 외국인은 이날 현물 2807억원, 선물 7239억원을 순매수했다. 코스닥시장에서는 1430억원을 순매수했다.
외국인들은 지난달 비상계엄령이 발표된 이후 한 달간 코스피에서 4조2369억원을 순매도했는데, 이날 순매수 규모는 지난해 12월 18일(3300억원) 이후 최대다.
이날 아침 고위공직자범죄수사처가 윤석열 대통령 체포에 나서자 정치적 불확실성이 조기에 일단락될 수 있다는 기대감에 외국인들이 코스피 매수에 나선 것이다. 이날 외국인들은 SK하이닉스를 1170억원 순매수한 것을 비롯해 삼성전자를 351억원, 삼성SDI를 222억원 순매수했다.
이경민 대신증권 연구원은 ""현·선물을 합쳐 1조원 이상의 매수세는 계엄 사태 이후 처음""이라며 ""정치적 불확실성이 안정되는 분위기에서 국내 증시의 가격 매력이 부각됐을 수 있다""고 말했다.
이날 외국인의 매수세에 반도체·2차전지·바이오 등 업종을 가리지 않고 양대 시장을 이끌어가는 주도주가 대부분 상승세를 보였다. 코스피시장에서는 삼성전자(1.87%), SK하이닉스(6.25%), LG에너지솔루션(2.89%)이 큰 폭으로 올랐다.
그동안 업황 부진에 대한 우려가 컸던 반도체 업종에서 오랜만에 강한 매수세가 나왔다. 2일(현지시간) 미국 뉴욕증시에서 엔비디아가 2.99% 상승한 데다 과학기술정보통신부가 인공지능(AI) 반도체 R&D에 집중 투자하겠다는 계획을 발표한 효과가 컸다.  이에 3일 한미반도체는 7.12%, 피에스케이홀딩스는 16.51%, 주성엔지니어링은 5.12% 오르는 등 AI 반도체 밸류체인에 있는 후공정주 주가가 큰 상승폭을 보였다.
 배터리·2차전지 업종들도 큰 폭의 상승세를 보였다. 중국 상무부가 리튬 추출 기술에 대한 규제를 강화하면 한국 2차전지 밸류체인이 수혜를 입을 수 있다는 기대감 때문이다. 이날 에코프로비엠은 7.11%, 포스코퓨처엠은 6.09% 상승했다. 현대차가 생산한 전기차가 미국에서 인플레이션감축법(IRA) 보조금 수혜 대상이 됐다는 뉴스도 주가에 호재였다. 중국의 경기 부양책에 따른 기대감으로 석유화학과 미디어엔터 업종도 반등했다.
다만 정치적 불확실성 해소에 대한 기대가 앞서 나간 가운데 향후 정치 상황에 따라 외국인들이 다시 매도로 돌아설 가능성은 남아 있다.
이날 1시 30분께 공수처가 윤 대통령에 대한 체포영장 집행을 중지한다고 밝히면서 외국인 매도세에 일시적으로 양대 지수의 상승폭이 축소되기도 했다. 코스피는 이날 오후 1시 35분께 2454.67까지 올랐다가 5분 뒤 2439.58로 떨어졌다. 코스닥지수도 같은 날 오후 1시 35분께 705.55였으나 5분 뒤 699.95로 하락했다. 이는 탄핵 정국이 장기화될 것을 우려한 외국인투자자의 차익 실현 매물 때문인 것으로 풀이된다.
외국인투자자는 이날 1시 30분까지 2710억원을 순매수했으나, 이후 10분 만에 273억원가량을 순매도하면서 오후 1시 40분까지는 2437억원을 순매수한 것으로 집계됐다. 코스닥시장에서도 외국인투자자는 이날 오후 1시 30분까지 500억원을 순매수했으나, 10분 만에 457억원을 순매도하면서 오후 1시 40분까지 43억원을 순매수한 것으로 집계됐다.
[김제림 기자 / 김대은 기자]

",2025-01-03 17:54:02
매일경제,"‘아크테릭스’ 보유한 中 안타스포츠, 무신사 지분 사들였다","
      사진 확대    무신사, 솔드아웃 운영 자회사 SLDT 합병 추진  글로벌 스포츠 의류업체인 중국 안타스포츠가 국내 기관들이 보유한 무신사 지분을 500억원에 사들이며 무신사 지분 약 1.7%를 확보했다.3일 IB(투자은행) 업계에 따르면 중국 안타스포츠는 무신사 FI(재무적투자자)가 보유했던 지분 약 1.7%를 약 500억원(주당 1만5000원)에 사들였다.이번에 안타스포츠에 지분을 판 FI는 IMM인베스트먼트, 에이티넘인베스트먼트, 대신프라이빗에쿼티 등이다.무신사는 이번 구주매입 과정에서 약 3조원의 기업가치를 인정받았다. 이는 지난 2023년 11월 마무리한 시리즈C 당시 기업가치와 비슷하다.안타스포츠는 안타스포츠는 매출 기준으로 나이키, 아디다스에 이어 세계 3위권 스포츠 의류업체다. 2023년 기준 86억3000만 달러(12조6541억원)의 매출을 올렸다.안타스포츠는 지난 2019년 글로벌 스포츠용품 제조업체인 핀란드 아머스포츠를 56억달러(약 7조8000억원)에 인수하면서 몸집을 불렀다.안타스포츠는 아크테릭스, 살로몬, 윌슨 등 인지도 있는 브랜드를 가지고 있다.업계선 안타스포츠가 이번에 구주매입한 것은 무신사와의 사업협력을 위한 것으로 보고 있다.안타스포츠는 중국 진출을 도모하는 무신사와 중국에 합작 법인을 준비하고 있는 것으로 알려졌다. 합작법인조인트벤처(JV) 형식이 거론된다.안타스포츠가 국내 의류업체와 협력하는 건 이번이 처음은 아니다. 2017년에는 코오롱인더스트리 FnC부문과 손잡고 합작회사 코오롱스포츠 차이나를 설립하기도 했다.
",2025-01-03 17:10:34
매일경제,"도규상 전 금융위 부위원장, 삼정KPMG 싱크탱크 수장됐다","
 경제관료 출신 인사 첫 영입“금융과 산업 폭넓은 경험”        사진 확대    도규상 삼정KPMG 경제연구원장. <자료 = 연합뉴스>  도규상 전 금융위원회 부위원장이 삼정KPMG경제연구원 원장으로 선임됐다.삼정KPMG는 도 전 위원장이 지난 2일부터 삼정KPMG경제연구원장을 맡게 됐다고 3일 밝혔다.도 신임 원장은 경제관료 출신으로 금융위 금융정책과장, 기획재정부 경제정책국장, 대통령비서실 경제정책비서관, 금융위 부위원장 등을 거쳤다.삼정KPMG경제연구원장에 관료 출신이 선임된 것은 이번이 처음이다.삼정KPMG 관계자는 “삼정KPMG경제연구원의 연구 수준과 위상을 높이기 위해 무게감 있는 인사 선임을 고려해 왔다”며 “도 원장은 국내 주요 경제 정책과 관련한 주요 보직을 거쳐 금융과 산업정책에 대한 폭넓은 경험을 보유하고 있다”고 선임 배경을 설명했다.삼정KPMG경제연구원은 국내 경제와 경영, 산업 전반에 관한 연구를 수행하고 있다.삼성KPMG 관계자는 “급변하는 경제 산업구조와 기술, 복잡한 시장과 제도에서 기업이 지속할 수 있는 성장을 하도록 지원하겠다”고 밝혔다.
",2025-01-03 17:05:45
