Code,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
02826K,삼성물산우B,KOSPI,,90100,1,1000,1.12,88700,90700,88700,598,53947800,132229859000,1467590,STK,,,,,,,
122450,KX,KOSDAQ,우량기업부,2915,2,-40,-1.35,2960,3035,2895,354390,1042260875,132154335060,45335964,KSQ,텔레비전 방송업,방송채널사업 및 방송송출서비스,2011-05-25,12월,"한찬수, 이강봉(각자 대표이사)",http://www.kxgroup.co.kr,서울특별시
269620,시스웍,KOSDAQ,관리종목(소속부없음),889,0,0,0.0,0,0,0,0,0,132090012299,148582691,KSQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","클린룸 제어시스템, BLDC모터, 공조장치 제어기 등",2017-12-26,12월,이종원,http://www.syswork.co.kr,대전광역시
047820,초록뱀미디어,KOSDAQ,관리종목(소속부없음),5400,0,0,0.0,0,0,0,0,0,132051222000,24453930,KSQ,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송프로그램 제작 및 공급,2002-12-24,12월,"김동준,윤동현 (각자대표이사)",http://www.chorokbaem.com,서울특별시
194700,노바렉스,KOSDAQ,우량기업부,7040,1,360,5.39,6680,7100,6680,69403,483526660,132034129920,18754848,KSQ,기타 식품 제조업,건강기능식품 제조,2018-11-14,12월,권석형,http://www.novarex.co.kr,충청북도
214260,라파스,KOSDAQ,기술성장기업부,14750,1,400,2.79,14210,14980,14210,29322,432744450,131606329250,8922463,KSQ,기타 화학제품 제조업,"마이크로니들 패치 제품(의약품패치, 의료기기패치, 미용패치 등)",2019-11-11,12월,정도현,http://www.raphas.com,서울특별시
140610,엔솔바이오사이언스,KONEX,일반기업부,12030,2,-190,-1.55,12220,12220,11940,5013,60360880,131384694630,10921421,KNX,자연과학 및 공학 연구개발업,"퇴행성디스크 치료제, 골관절염 치료제, 동물용 골관절염 치료제",2018-09-10,12월,김해진,http://www.ensolbio.co.kr,대전광역시
448900,한국피아이엠,KONEX,일반기업부,25850,0,0,0.0,0,0,0,0,0,131355999500,5081470,KNX,자동차 신품 부품 제조업,정밀 금속가공 부품,2023-08-30,12월,송준호,http://www.pimkorea.com,대구광역시
123410,코리아에프티,KOSDAQ,우량기업부,4715,1,180,3.97,4535,4745,4535,203258,951863185,131270616760,27841064,KSQ,자동차 신품 부품 제조업,"캐니스터,플라스틱필러넥,의장부품",2010-08-27,12월,"오원석, 김재산(각자 대표이사)",http://www.kftec.com,경기도
006620,동구바이오제약,KOSDAQ,우량기업부,4610,1,250,5.73,4315,4610,4300,99094,447460260,131223613120,28464992,KSQ,의약품 제조업,"피부, 비뇨기과 완제의약품",2018-02-13,12월,조용준,http://www.dongkoo.com,서울특별시
065650,하이퍼코퍼레이션,KOSDAQ,중견기업부,1229,1,82,7.15,1110,1229,1110,454726,532788749,131111843712,106681728,KSQ,기계장비 및 관련 물품 도매업,음반재킷 제작,2003-01-21,12월,이상석,http://medifon.com,서울특별시
086820,바이오솔루션,KOSDAQ,기술성장기업부,16070,1,340,2.16,15750,16170,15750,6253,100426710,130864855820,8143426,KSQ,기초 의약물질 제조업,"세포치료제, 인체조직모델 등",2018-08-20,12월,이정선,http://www.biosolutions.co.kr/,서울특별시
009270,신원,KOSPI,,1275,1,62,5.11,1214,1295,1213,1455343,1844198336,130797603900,102586356,STK,봉제의복 제조업,"여성,남성의류,스웨터,의복관련 악세사리,사카린,망초 제조,판매,수출입/섬유의류 도매/신용카드업/의류전문 물류대행 및 임대사업",1988-08-24,12월,박정주,http://www.sw.co.kr,서울특별시
315640,딥노이드,KOSDAQ,기술성장기업부,5830,1,460,8.57,5450,6010,5430,479310,2758991280,130715992440,22421268,KSQ,소프트웨어 개발 및 공급업,"의료 인공지능플랫폼, 인공지능 임상의사결정 시스템",2021-08-17,12월,최우식,http://www.deepnoid.com,서울특별시
023600,삼보판지,KOSDAQ,우량기업부,8060,2,-10,-0.12,8070,8130,8000,20232,162669710,130330200000,16170000,KSQ,"펄프, 종이 및 판지 제조업","골판지,골판지상자",1996-05-29,12월,류진호,http://www.isambo.com,경기도
025820,이구산업,KOSPI,,3895,1,335,9.41,3560,3915,3560,276615,1052105440,130256590000,33442000,STK,1차 비철금속 제조업,"동판.조,황동판.조,인청동판.조 제조,임가공/부동산 임대",1995-08-18,12월,"안월환, 김영길(각자 대표이사)",http://www.leeku.net,경기도
001080,만호제강,KOSPI,,31350,1,1100,3.64,30250,31600,30250,2280,70737650,130102500000,4150000,STK,1차 철강 제조업,"와이어로프,합성섬유로프,특수강선 제조,수출,임대",1977-06-18,06월,김상환,http://www.manhorope.com,부산광역시
082850,우리바이오,KOSDAQ,우량기업부,2680,1,200,8.06,2480,2680,2480,1372874,3597152110,129863629040,48456578,KSQ,기타 식품 제조업,건강기능식품 개발 제조 및 스마트팜 연구개발,2005-07-29,12월,"엄태욱, 윤지용",http://www.wooreebio.co.kr/,경기도
099440,스맥,KOSDAQ,우량기업부,3225,1,310,10.63,2915,3235,2915,614839,1915270870,129784945650,40243394,KSQ,특수 목적용 기계 제조업,공작기계 및 산업용로봇제조,2009-05-26,12월,최영섭,http://www.esmec.com,경상남도
093640,케이알엠,KOSDAQ,벤처기업부,3970,1,195,5.17,3760,3985,3725,34472,135280255,129448694280,32606724,KSQ,반도체 제조업,멀티미디어반도체,2007-10-19,12월,박광식,http://www.tamulm.com,서울특별시
033160,엠케이전자,KOSDAQ,중견기업부,5860,1,420,7.72,5340,5870,5340,87878,499822380,129308699660,22066331,KSQ,전자부품 제조업,반도체용세금선,1997-11-10,12월,현기진,http://www.mke.co.kr,경기도
011810,STX,KOSPI,,4145,1,200,5.07,4135,4150,3975,78998,324780560,128569307415,31017927,STK,상품 종합 도매업,"에너지 원료(석탄,석유),산업기자재(기계부품) 도매",1990-09-12,12월,박상준,http://www.stx.co.kr,경상남도
042600,새로닉스,KOSDAQ,우량기업부,10310,1,380,3.83,10020,10500,10010,11399,116469810,128087047940,12423574,KSQ,전자부품 제조업,"광학시트, FFC",2002-10-01,12월,박시환,http://www.seronics.co.kr,경상북도
051160,지어소프트,KOSDAQ,우량기업부,8270,1,310,3.89,7900,8400,7600,29596,240163800,127973536100,15474430,KSQ,소프트웨어 개발 및 공급업,"Mobile Solution & Platform, Internet GIS, Mobile Service",2002-05-28,12월,김영준,http://gaeasoft.co.kr,서울특별시
405100,큐알티,KOSDAQ,벤처기업부,10410,1,490,4.94,9910,10420,9880,31169,319103080,127931623410,12289301,KSQ,"그외 기타 전문, 과학 및 기술 서비스업",반도체 신뢰성 검사 및 종합분석,2022-11-02,12월,김영부,http://qrtkr.com,경기도
007330,푸른저축은행,KOSDAQ,우량기업부,8480,1,190,2.29,8300,8520,8300,11894,100307590,127902144000,15082800,KSQ,은행 및 저축기관,대출이자,1993-12-07,12월,송명구 (단독대표),http://www.prsb.co.kr,서울특별시
457550,우진엔텍,KOSDAQ,중견기업부,13790,1,510,3.84,13280,13890,13280,165531,2258395190,127851764810,9271339,KSQ,"그외 기타 전문, 과학 및 기술 서비스업",발전소 계측제어설비 정비 서비스,2024-01-24,12월,신상연,http://www.woojinntec.com/,경기도
092460,한라IMS,KOSDAQ,우량기업부,7470,1,420,5.96,7050,7510,7050,43967,323071300,127809309600,17109680,KSQ,선박 및 보트 건조업,"선용원격자동측정시스템,선용원격자동경보시스템",2007-05-22,12월,"지석준, 김영구",http://www.hanlalevel.co.kr,부산광역시
003460,유화증권,KOSPI,,2250,1,5,0.22,2260,2285,2140,33166,73795920,127580433750,56702415,STK,금융 지원 서비스업,증권업,1987-08-24,12월,고승일,http://www.yhs.co.kr,서울특별시
066620,국보디자인,KOSDAQ,우량기업부,17000,1,340,2.04,16660,17000,16660,19666,333817540,127500000000,7500000,KSQ,실내건축 및 건축마무리 공사업,인테리어디자인,2002-09-05,12월,"황창연,김민기(각자 대표이사)",http://www.ikukbo.com,서울특별시
289860,지슨,KONEX,일반기업부,7350,0,0,0.0,0,0,0,0,0,127372405650,17329579,KNX,소프트웨어 개발 및 공급업,무선 도청·해킹·불법촬영 탐지시스템,2023-01-26,12월,한동진,http://www.gitsn.com,서울특별시
093520,매커스,KOSDAQ,우량기업부,7840,1,670,9.34,7150,7940,6810,81329,620382310,126718641280,16163092,KSQ,기계장비 및 관련 물품 도매업,자일링스(Xilinx)비메모리반도체(PLDchip)유통,2007-02-12,12월,"신동철, 성종률",http://www.makus.co.kr,서울특별시
049960,쎌바이오텍,KOSDAQ,우량기업부,13420,1,300,2.29,13010,13430,13010,9395,124979620,126148000000,9400000,KSQ,기초 의약물질 제조업,유산균 원말 및 완제품,2002-12-13,12월,정명준,http://www.cellbiotech.com,경기도
090850,현대이지웰,KOSDAQ,우량기업부,5300,1,230,4.54,5020,5460,5020,286697,1515528860,125855713300,23746361,KSQ,소프트웨어 개발 및 공급업,선택적복리후생서비스,2013-12-27,12월,장영순,http://www.hyundaiezwel.com,서울특별시
020120,키다리스튜디오,KOSPI,,3395,1,185,5.76,3160,3395,3160,57378,191847335,125831485570,37063766,STK,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","만화, 소설 등 콘텐츠 제작 및 유통, 판매, 컴퓨터 프로그래밍, 시스템 통합 및 관리업",1996-07-03,12월,"김영훈, 허흥범 (각자대표)",http://www.kidaristudio.com,서울특별시
475580,에이럭스,KOSDAQ,중견기업부,9410,1,650,7.42,8850,9780,8850,2092019,19807635400,125634603800,13351180,KSQ,그외 기타 제품 제조업,교육용 드론/로봇 및 코딩 콘텐츠,2024-11-01,12월,이치헌,http://www.aluxonline.com,서울특별시
376930,노을,KOSDAQ,기술성장기업부,3400,1,380,12.58,2885,3585,2855,16526010,55440544720,125620004000,36947060,KSQ,의료용 기기 제조업,융복합 체외진단 플랫폼,2022-03-03,12월,임찬양(단독 대표이사),http://noul.com,경기도
001045,CJ우,KOSPI,,55500,1,1100,2.02,54500,55500,54500,763,41967800,125442376500,2260223,STK,,,,,,,
033180,KH 필룩스,KOSPI,,6630,0,0,0.0,0,0,0,0,0,125330728770,18903579,STK,전자부품 제조업,"전자부품(페라이트코아,트랜스포머,데코램프) 제조/온라인정보 제공/부동산 임대",2001-12-26,12월,배보성,http://www.feelux.com,경기도
234340,헥토파이낸셜,KOSDAQ,우량기업부,13240,1,630,5.0,12580,13390,12580,26525,345447910,125157720000,9453000,KSQ,기타 정보 서비스업,"가상계좌중계, 간편현금결제",2019-07-12,12월,최종원,http://hectofinancial.co.kr,서울특별시
102120,어보브반도체,KOSDAQ,우량기업부,7030,1,520,7.99,6520,7050,6520,134243,922519220,124998693590,17780753,KSQ,반도체 제조업,"반도체,전자제품,마이크로컨트롤라",2009-06-05,12월,"최원, 김경호(각자대표이사)",http://abov.co.kr,충청북도
205100,엑셈,KOSDAQ,우량기업부,1735,1,55,3.27,1680,1750,1680,556177,961836939,124856552785,71963431,KSQ,소프트웨어 개발 및 공급업,"DB, E2E 성능관리 SW",2014-11-07,12월,"조종암, 고평석(각자대표)",http://www.ex-em.com,서울특별시
100130,동국S&C,KOSDAQ,중견기업부,2180,1,150,7.39,2030,2180,2030,64089,136723775,124571740000,57143000,KSQ,"구조용 금속제품, 탱크 및 증기발생기 제조업",Wind-Tower,2009-08-31,12월,이원휘,http://www.dongkuksnc.co.kr,경상북도
289220,자이언트스텝,KOSDAQ,기술성장기업부,5630,1,610,12.15,5020,5680,5020,80487,439847820,124545424350,22121745,KSQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","광고VFX, 영상VFX 및 리얼타임 콘텐츠 제작",2021-03-24,12월,"하승봉, 이지철",http://www.giantstep.co.kr,서울특별시
317400,자이에스앤디,KOSPI,,3210,1,225,7.54,2985,3280,2985,37467,117647095,124491889200,38782520,STK,부동산 임대 및 공급업,"부동산 관리, 정보통신 공사, 아파트 AS 및 옵션 제품 공급, 건축물 시공 및 분양",2019-11-06,12월,엄관석,http://www.xisnd.com/,서울특별시
004100,태양금속,KOSPI,,3390,1,265,8.48,2900,3680,2900,12306678,40789391850,124413000000,36700000,STK,자동차 신품 부품 제조업,"자동차용 강력볼트,너트,전기전자제품용 나사,자전거부품,전해동박,도금도장설비 제조",1976-05-25,12월,한우삼. 한하워드성(각자 대표이사),http://www.taeyangmetal.com,경기도
049950,미래컴퍼니,KOSDAQ,우량기업부,14100,1,640,4.75,13420,14350,13420,28593,402214950,124332164400,8817884,KSQ,특수 목적용 기계 제조업,EdgeGrinder,2005-01-04,12월,김준구,http://www.meerecompany.com,경기도
178780,일월지엠엘,KOSDAQ,관리종목(소속부없음),8650,0,0,0.0,0,0,0,0,0,124120536750,14349195,KSQ,상품 종합 도매업,전기 및 온수매트,2015-06-30,12월,김영동,http://www.ilwoulgml.co.kr,서울특별시
214330,금호에이치티,KOSPI,,580,1,90,18.37,501,595,501,2005488,1127976043,124070195980,213914131,STK,자동차 신품 부품 제조업,자동차용 전구 및 LED모듈,2015-11-11,12월,"김진곤, 김두인(각자대표)",http://www.kumhoht.co.kr,광주광역시
105840,우진,KOSPI,,6100,1,280,4.81,5710,6130,5710,196320,1176793610,123974045400,20323614,STK,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",원전용계측기,2010-07-26,12월,"이재상, 백승한 각자대표",http://www.woojininc.com,경기도
007210,벽산,KOSPI,,1834,1,102,5.89,1716,1834,1716,145179,260236471,123905040000,67560000,STK,기타 비금속 광물제품 제조업,"단열재, 천장재, 외장재, 내장재, 외단열, 바닥재 등",1972-01-04,12월,김 성 식,http://www.byucksan.com,서울특별시
156100,엘앤케이바이오,KOSDAQ,벤처기업부,6210,1,200,3.33,6010,6350,6010,25931,160219090,123807174030,19936743,KSQ,의료용 기기 제조업,척추 임플란트,2016-11-30,12월,강국진(단독대표),http://www.lnkbiomed.com,경기도
000105,유한양행우,KOSPI,,104800,1,9600,10.08,95200,105100,95200,29676,2983950600,123762512000,1180940,STK,,,,,,,
002780,진흥기업,KOSPI,,850,1,62,7.87,783,874,781,2049607,1726905199,123650983250,145471745,STK,토목 건설업,"아파트건설,토목공사,건축공사,국내도급공사",1977-06-25,12월,김태균,http://www.chinhung.co.kr,인천광역시
210540,디와이파워,KOSPI,,11190,1,570,5.37,10610,11460,10610,59379,663548570,123556712520,11041708,STK,특수 목적용 기계 제조업,유공압기기 등,2015-01-15,12월,박치웅,http://power.dy.co.kr,경상남도
024090,디씨엠,KOSPI,,10830,1,40,0.37,10660,11050,10660,2488,26854290,123462000000,11400000,STK,1차 철강 제조업,"PCM(칼라강판),라미네이트강판,산업용필름 제조,판매",1999-08-18,12월,"정연택, 정동우(각자 대표)",http://www.dcmcorp.co.kr,경상남도
00279K,아모레G3우(전환),KOSPI,,17380,1,530,3.15,17320,17400,17200,1893,32847170,123262436000,7092200,STK,,,,,,,
104460,디와이피엔에프,KOSDAQ,중견기업부,11470,1,630,5.81,10830,11510,10830,40217,455195160,122885278750,10713625,KSQ,일반 목적용 기계 제조업,뉴메틱 컨베잉 시스템(분체이송시스템),2009-12-22,12월,유병욱,http://www.dypnf.com,서울특별시
019550,SBI인베스트먼트,KOSDAQ,중견기업부,757,1,33,4.56,712,758,712,1348333,992922892,122684397275,162066575,KSQ,신탁업 및 집합투자업,벤처캐피탈,1989-09-06,12월,공동대표이사 안재광 공동대표이사 소우 에이이치로,http://www.sbik.co.kr,서울특별시
044990,에이치엔에스하이텍,KOSDAQ,기술성장기업부,15240,1,280,1.87,14950,15380,14930,9415,143082090,122469615360,8036064,KSQ,전자부품 제조업,"ACF(이방성전도필름), 수정진동자/수정발진기",2024-10-25,12월,김정희,http://www.hnshightech.com/,대전광역시
052260,현대바이오랜드,KOSDAQ,중견기업부,4080,1,190,4.88,3890,4085,3890,128619,516768615,122400000000,30000000,KSQ,기타 화학제품 제조업,"천연물질 추출물, 미생물 배양제품",2001-05-17,12월,이희준,http://www.hyundaibioland.co.kr,충청북도
368770,파이버프로,KOSDAQ,벤처기업부,3725,1,225,6.43,3500,3750,3500,240095,878274800,122381988125,32854225,KSQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",광섬유 관성센서 및 관성 측정장치,2021-01-21,12월,고연완,http://www.fiberpro.com,대전광역시
039240,경남스틸,KOSDAQ,우량기업부,4535,1,200,4.61,4540,5120,4205,11606914,54690233795,122352504140,26979604,KSQ,1차 철강 제조업,"냉연강판,아연도강판, 산세코일, 열연아연도금강판, 전기아연도금강판 등",2000-03-07,12월,최석우,http://www.ksteel.co.kr,경상남도
317870,엔바이오니아,KOSDAQ,기술성장기업부,14380,1,190,1.34,14190,14820,14120,5954,84986810,122327065000,8506750,KSQ,그외 기타 제품 제조업,양전하필터(정수기),2019-10-24,12월,한정철,http://envioneer.com,충청북도
117730,티로보틱스,KOSDAQ,벤처기업부,6730,1,460,7.34,6270,6800,6250,92581,607581850,122299996260,18172362,KSQ,특수 목적용 기계 제조업,"중대형 시스템, 중대형 로봇",2018-11-29,12월,안승욱,http://www.t-robotics.net/,경기도
015590,KIB플러그에너지,KOSPI,,515,0,0,0.0,0,0,0,0,0,122045495160,236981544,STK,일반 목적용 기계 제조업,"열교환기,압력용기,저장탱크,산업용보일러 제조",1989-05-27,12월,허성호,http://www.kibplugenergy.com,울산광역시
285490,노바텍,KOSDAQ,우량기업부,11530,1,820,7.66,10710,11670,10710,24284,274781300,121939331430,10575831,KSQ,그외 기타 제품 제조업,"Magnet, Shield Magnet, 심재",2018-11-02,12월,오춘택,http://www.mynovatech.com,경기도
264850,이랜시스,KOSDAQ,우량기업부,4020,1,300,8.06,3755,4045,3755,290222,1141400380,121784340240,30294612,KSQ,전자부품 제조업,비데도어락부품,2017-06-01,12월,심재귀,http://www.elensys.co.kr,인천광역시
151910,퓨처코어,KOSDAQ,관리종목(소속부없음),640,0,0,0.0,0,0,0,0,0,121645902080,190071722,KSQ,전자부품 제조업,"Blue Filter, IR Filter, Camera Module",2012-08-02,12월,김배성,http://www.nanosm.com,경기도
217950,파마리서치바이오,KONEX,일반기업부,29900,1,950,3.28,28950,30500,28950,1459,42747600,121525290900,4064391,KNX,의약품 제조업,"메디컬 에스테틱, 생물학적 제재",2015-11-05,12월,"백승걸, 원치엽 (각자대표)",http://www.pr-bio.co.kr,강원특별자치도
109740,디에스케이,KOSDAQ,벤처기업부,4720,1,70,1.51,4650,4850,4455,9525,43716160,121353040800,25710390,KSQ,특수 목적용 기계 제조업,"FPD(Flat Panel Display 평판디스플레이)용 Bonding System 및 In-line System, 카메라모듈장비, 이차전지장비, 메카트로닉스 사업군",2009-09-23,12월,"김태구, 김종원(각자대표)",http://www.dsk.co.kr,경기도
018000,유니슨,KOSDAQ,중견기업부,720,1,65,9.92,645,737,645,759567,535109957,121241926080,168391564,KSQ,일반 목적용 기계 제조업,"풍력발전기, 풍력타워",1996-01-10,12월,박원서,http://www.unison.co.kr,경상남도
061040,알에프텍,KOSDAQ,우량기업부,3770,1,280,8.02,3500,3790,3500,147822,546382085,120976506430,32089259,KSQ,통신 및 방송 장비 제조업,"핸드폰 충전기, 핸즈프리",2002-05-16,12월,이진형,http://www.rftech.co.kr,경기도
078350,한양디지텍,KOSDAQ,우량기업부,7930,1,520,7.02,7500,8160,7500,93832,744218660,120887949260,15244382,KSQ,반도체 제조업,메모리 모듈,2004-05-14,12월,김형육/김윤상 각자대표,http://www.hanyangdgt.com,경기도
389470,인벤티지랩,KOSDAQ,기술성장기업부,12050,1,940,8.46,11190,12180,11190,106149,1269732180,120886491700,10032074,KSQ,자연과학 및 공학 연구개발업,마이크로/나노 입자 기반 약물전달 플랫폼 및 관련 제품,2022-11-22,12월,김주희,http://www.inventagelab.com,경기도
027710,팜스토리,KOSDAQ,우량기업부,1083,1,65,6.39,1004,1084,1002,390306,411336856,120664177800,111416600,KSQ,동물용 사료 및 조제식품 제조업,사료,1996-07-06,12월,"편명식, 배수한(각자대표)",http://www.dodrambnf.co.kr,서울특별시
192440,슈피겐코리아,KOSDAQ,우량기업부,19410,1,720,3.85,18750,19700,18730,13717,266054550,120659605830,6216363,KSQ,그외 기타 제품 제조업,"핸드폰 케이스, 액정보호필름",2014-11-05,12월,김대영,http://www.spigenkorea.co.kr/,서울특별시
282720,금양그린파워,KOSDAQ,중견기업부,9950,1,350,3.65,9300,10370,9280,608967,6062855320,120589025000,12119500,KSQ,전기 및 통신 공사업,"플랜트, 발전소 및 신재생에너지 발전소 공사 및 용역",2023-03-13,12월,"이윤철, 이기보",http://www.kygp.co.kr,울산광역시
084990,헬릭스미스,KOSDAQ,기술성장기업부,2610,1,110,4.4,2575,2655,2525,135776,351121505,120302200170,46092797,KSQ,자연과학 및 공학 연구개발업,"바이오신약, 천연물신약 연구개발",2005-12-29,12월,정지욱,http://helixmith.com,서울특별시
065680,우주일렉트로,KOSDAQ,우량기업부,12610,1,600,5.0,12010,12650,12010,19073,237664000,120173300000,9530000,KSQ,전자부품 제조업,정보통신용 초정밀커넥터,2004-01-02,12월,"노영백, 노중산(각자대표이사)",http://www.uju.com,경기도
002620,제일파마홀딩스,KOSPI,,7510,1,310,4.31,7230,7700,7230,5366,39837610,119959896050,15973355,STK,회사 본부 및 경영 컨설팅 서비스업,"의약품(타리비드,제일파프,노엘,푸라솔) 제조,도매",1988-01-20,12월,한상철,http://www.jeilpharm.co.kr,서울특별시
206400,베노티앤알,KOSDAQ,중견기업부,3260,2,-80,-2.4,3330,3450,3140,165462,540891390,119895712760,36777826,KSQ,실내건축 및 건축마무리 공사업,"웹게임, 모바일게임",2014-12-10,12월,정집훈,http://www.benotnr.com,서울특별시
031440,신세계푸드,KOSPI,,30950,1,1750,5.99,29250,31500,29250,5934,180906100,119853256000,3872480,STK,음식점업,"단체급식, 식자재유통, 외식",2010-04-29,12월,송현석,http://www.shinsegaefood.com,서울특별시
063170,서울옥션,KOSDAQ,우량기업부,6740,1,470,7.5,6240,7090,6240,378236,2540272520,119798559580,17774267,KSQ,상품 중개업,미술품경매,2008-07-01,12월,이옥경,,서울특별시
014530,극동유화,KOSPI,,3435,1,135,4.09,3250,3445,3250,236567,798325435,119776457700,34869420,STK,석유 정제품 제조업,"윤활유,유동파라핀,왁스,방수용시트,아스팔트 제조/수입자동차,부품 도매/가스충전,산업설비 청소",1991-01-31,12월,"장홍선, 장선우 (각자대표)",http://www.kdoc.co.kr,경상남도
006890,태경케미컬,KOSPI,,10310,1,210,2.08,9850,10360,9850,21206,215038020,119596000000,11600000,STK,기초 화학물질 제조업,"드라이아이스,액체탄산,고체탄산 제조",2003-01-28,12월,박기환,http://www.taekyungchem.co.kr,서울특별시
274090,켄코아에어로스페이스,KOSDAQ,기술성장기업부,9260,1,480,5.47,8860,9380,8800,129473,1185683530,119576472760,12913226,KSQ,"항공기,우주선 및 부품 제조업",항공가공품 및 조립품,2020-03-03,12월,케네스민규리,http://www.kencoa.com,경상남도
226400,오스테오닉,KOSDAQ,기술성장기업부,5780,1,240,4.33,5610,5910,5590,677530,3875183800,119424053780,20661601,KSQ,의료용 기기 제조업,골접합 및 재건용 금속소재 및 생체복합재료 기반 임플란트,2018-02-22,12월,이동원,http://www.osteonic.com,서울특별시
014280,금강공업,KOSPI,,4070,1,260,6.82,3885,4085,3860,61987,247844150,119370482990,29329357,STK,1차 철강 제조업,"건설가설재,강관,거푸집 제조,판매",1988-09-10,12월,"전장열, 전재범 (각자 대표이사)",http://www.kumkangkind.com,부산광역시
950110,SBI핀테크솔루션즈,KOSDAQ,외국기업(소속부없음),4955,3,0,0.0,4960,4960,4955,48807,241860625,119180335700,24052540,KSQ,소프트웨어 개발 및 공급업,전자결제대행 및 핀테크 비스,2012-12-17,03월,카네코 유이치,http://https://www.sbi-finsol.co.jp/kr/,일본
273640,와이엠텍,KOSDAQ,벤처기업부,10860,1,760,7.52,10100,10880,10100,16408,173793980,119090760000,10966000,KSQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",계전기(EV Relay),2021-09-10,12월,김홍기,http://www.goodymt.com,충청북도
418470,밀리의서재,KOSDAQ,벤처기업부,14000,1,750,5.66,13130,14250,13130,91929,1286916420,118990046000,8499289,KSQ,"서적, 잡지 및 기타 인쇄물 출판업",전자책 정기구독 서비스,2023-09-27,12월,박현진,http://www.millie.co.kr/v3/brand/update,서울특별시
112290,와이씨켐,KOSDAQ,기술성장기업부,11760,1,710,6.43,11000,11860,11000,46723,540994700,118900009200,10110545,KSQ,기타 화학제품 제조업,반도체 및 디스플레이용 화학소재,2022-07-14,12월,"이성일, 이승훈",http://www.ycchem.co.kr/,경상북도
310200,애니플러스,KOSDAQ,우량기업부,2610,1,195,8.07,2390,2625,2390,256624,651113970,118809755190,45520979,KSQ,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송통신사업,2018-12-21,12월,전승택,http://www.aniplustv.com,서울특별시
052330,코텍,KOSDAQ,우량기업부,7610,1,220,2.98,7370,7630,7300,9255,69937520,118522340720,15574552,KSQ,영상 및 음향기기 제조업,산업용 모니터,2001-07-10,12월,김영달,http://www.kortek.co.kr,인천광역시
158430,아톤,KOSDAQ,벤처기업부,5090,1,210,4.3,4915,5160,4910,780507,3947704535,118203166340,23222626,KSQ,소프트웨어 개발 및 공급업,"모바일금융솔루션, mOTP 개발",2019-10-17,12월,"김종서, 우길수(각자 대표이사)",http://www.atoncorp.com,서울특별시
006910,보성파워텍,KOSDAQ,중견기업부,2405,1,115,5.02,2275,2410,2275,564777,1333102665,118157226720,49129824,KSQ,"구조용 금속제품, 탱크 및 증기발생기 제조업",송배전용자재,1994-09-07,12월,임재황,http://www.bosungpower.co.kr,충청북도
453450,그리드위즈,KOSDAQ,벤처기업부,14850,1,1210,8.87,13650,15010,13650,76269,1112861370,117949837500,7942750,KSQ,"그외 기타 전문, 과학 및 기술 서비스업","수요관리 서비스, 전기차 충전기 모뎀 등",2024-06-14,12월,김구환,http://www.gridwiz.com,경기도
092870,엑시콘,KOSDAQ,우량기업부,9030,1,610,7.24,8420,9070,8420,109597,974279810,117848696910,13050797,KSQ,특수 목적용 기계 제조업,반도체 검사장비,2015-10-22,12월,"최명배, 박영우",http://www.exicon.co.kr,경기도
260970,에스앤디,KOSDAQ,벤처기업부,40700,1,4300,11.81,36800,40750,36800,82581,3293128100,117735087800,2892754,KSQ,기타 식품 제조업,"일반기능식품소재, 건강기능식품소재",2021-09-29,12월,여경목,http://www.isnd.co.kr,충청북도
005990,매일홀딩스,KOSDAQ,우량기업부,8560,1,210,2.51,8350,8570,8310,5400,45673960,117428682240,13718304,KSQ,동·식물성 유지 및 낙농제품 제조업,유제품,1999-05-14,12월,"김정완, 권태훈(각자대표이사)",http://www.maeil.com,서울특별시
046210,HLB파나진,KOSDAQ,벤처기업부,2760,1,50,1.85,2695,2780,2675,70974,194093535,117320194920,42507317,KSQ,의료용품 및 기타 의약 관련제품 제조업,의료용품및 기타 의약관련 제품 제조업,2000-08-16,12월,장인근,http://www.hlbpanagene.com,대전광역시
066590,우수AMS,KOSDAQ,중견기업부,3000,1,105,3.63,2895,3010,2895,80693,240584665,117219312000,39073104,KSQ,자동차 신품 부품 제조업,"엔진, 조향 및 기아변속기 부품",2003-02-12,12월,김선우,http://woosu.co.kr,경상남도
052420,오성첨단소재,KOSDAQ,중견기업부,1358,1,117,9.43,1241,1365,1241,1851787,2457024831,117216030736,86315192,KSQ,플라스틱제품 제조업,"보호, 기능성 필름",2001-08-07,12월,김유신,http://www.osungam.com,전북특별자치도
