Symbol,Category,Name,Price,RiseFall,Change,ChangeRate,NAV,EarningRate,Volume,Amount,MarCap
439860,6,KODEX ESG종합채권(A-이상)액티브,113205,2,310,0.27,113207.0,1.1603,1,0,2921
489250,4,KODEX 미국배당다우존스,10820,5,-190,-1.73,10803.0,11.1111,775743,8394,2900
394660,4,TIGER 글로벌자율주행&전기차SOLACTIVE,11085,5,-265,-2.33,11173.0,19.348,33676,373,2878
456600,4,TIMEFOLIO 글로벌AI인공지능액티브,25750,5,-1050,-3.92,25739.0,39.9477,265625,6844,2827
467940,6,KODEX 25-11 회사채(A+이상)액티브,10700,5,-5,-0.05,10704.0,0.8478,14284,152,2736
143860,2,TIGER 헬스케어,35840,5,-1040,-2.82,35898.0,-2.8067,59659,2146,2602
451000,6,PLUS 종합채권(AA-이상)액티브,113135,5,-870,-0.76,113329.0,2.2466,25,2,2595
394670,4,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),6690,5,-170,-2.48,6803.0,25.526,221373,1479,2537
463290,6,1Q 단기금융채액티브,105860,2,15,0.01,105857.0,0.8864,9055,958,2528
480260,6,TIGER 27-04회사채(A+이상)액티브,52005,5,-65,-0.12,52011.0,1.3922,37003,1924,2439
241180,4,TIGER 일본니케이225,21885,5,-230,-1.04,21860.0,7.3804,18074,394,2429
251340,3,KODEX 코스닥150선물인버스,4175,2,105,2.58,4193.0,4.8969,29731918,123978,2417
487340,6,ACE CD금리&초단기채권액티브,101780,2,25,0.02,101781.0,0.9574,24376,2480,2351
475720,3,RISE 200위클리커버드콜,8420,5,-175,-2.04,8408.0,-4.0202,577478,4865,2332
200250,4,KOSEF 인도Nifty50(합성),25690,5,-240,-0.93,25836.0,1.289,47162,1207,2312
479520,6,RISE KOFR금리액티브(합성),102255,2,10,0.01,102236.0,0.8233,1159,118,2296
245710,4,ACE 베트남VN30(합성),21235,5,-105,-0.49,21434.0,7.0479,32312,685,2293
466940,2,TIGER 은행고배당플러스TOP10,13890,5,-145,-1.03,13895.0,2.1767,331471,4588,2292
438330,6,TIGER 투자등급회사채액티브,114430,5,-290,-0.25,114512.0,1.5086,2641,302,2287
449450,2,PLUS K방산,17655,2,35,0.2,17708.0,-0.3676,226708,3980,2269
487230,4,KODEX 미국AI전력핵심인프라,12435,5,-395,-3.08,12403.0,33.7154,402615,5022,2251
482730,4,TIGER 미국S&P500타겟데일리커버드콜,11230,5,-245,-2.14,11236.0,17.1516,547590,6154,2246
448300,4,TIGER 미국나스닥100TR(H),17125,5,-695,-3.9,17162.0,13.1787,199408,3417,2243
475080,7,KODEX 테슬라커버드콜채권혼합액티브,9965,5,-100,-0.99,9990.0,11.7836,435754,4336,2207
455850,2,SOL AI반도체소부장,9765,5,-290,-2.88,9772.0,-8.0896,93741,913,2178
423920,4,TIGER 미국필라델피아반도체레버리지(합성),23975,5,-2030,-7.81,24390.0,25.277,248409,5980,2155
452360,4,SOL 미국배당다우존스(H),11130,5,-300,-2.62,11105.0,2.2818,650934,7267,2148
426030,4,TIMEFOLIO 미국나스닥100액티브,26885,5,-1275,-4.53,26843.0,44.8932,301887,8127,2135
361580,1,RISE 200TR,17860,5,-400,-2.19,17877.0,-3.692,19448,347,2107
488980,6,SOL 26-12 회사채(AA-이상)액티브,50635,5,-30,-0.06,50650.0,,21283,1078,2096
388420,2,RISE 비메모리반도체액티브,9365,5,-235,-2.45,9377.0,-3.4206,23707,221,2087
488500,4,TIGER 미국S&P500동일가중,10740,5,-230,-2.1,10743.0,12.5012,120017,1287,2078
091230,2,TIGER 반도체,29825,5,-1015,-3.29,29868.0,-4.7443,30744,919,2046
365780,6,ACE 국고채10년,92800,5,-775,-0.83,92883.0,1.5463,8924,828,2043
290130,2,RISE ESG사회책임투자,12070,5,-255,-2.07,12083.0,-1.5576,3084,37,2034
143850,4,TIGER 미국S&P500선물(H),63655,5,-2050,-3.12,63621.0,7.4752,372557,23727,1989
473330,6,SOL 미국30년국채커버드콜(합성),9970,5,-100,-0.99,10025.0,0.9625,310355,3100,1979
495850,1,KODEX 코리아밸류업,9410,5,-180,-1.88,9423.0,,50150,470,1976
466950,4,TIGER 글로벌AI액티브,17995,5,-795,-4.23,17966.0,35.0826,175541,3168,1967
372330,4,KODEX 차이나항셍테크,7125,2,15,0.21,7126.0,38.5964,283693,2005,1959
367770,2,RISE 수소경제테마,8330,5,-70,-0.83,8342.0,-6.9253,10751,89,1949
228790,2,TIGER 화장품,2690,2,25,0.94,2691.0,-11.6087,2280854,6100,1915
438080,7,ACE 미국S&P500채권혼합액티브,12930,5,-35,-0.27,12935.0,11.5268,268138,3472,1914
472160,4,TIGER 미국테크TOP10 INDXX(H),15200,5,-545,-3.46,15156.0,19.7793,564789,8589,1877
409820,4,KODEX 미국나스닥100레버리지(합성 H),12325,5,-1040,-7.78,12376.0,26.3829,422193,5220,1849
462330,2,KODEX 2차전지산업레버리지,1351,5,-58,-4.12,1364.0,-42.4898,5773134,7765,1836
329650,7,KODEX TRF3070,13480,5,-80,-0.59,13475.0,5.3613,36021,485,1833
456880,7,ACE 미국달러SOFR금리(합성),11905,2,90,0.76,11909.0,9.3981,28365,338,1819
273140,6,KODEX 단기변동금리부채권액티브,112760,5,-20,-0.02,112788.0,0.8134,49,5,1788
395270,2,HANARO Fn K-반도체,9050,5,-250,-2.69,9067.0,-3.577,24246,218,1769
192090,4,TIGER 차이나CSI300,10375,2,95,0.92,10412.0,30.2915,145618,1499,1769
476690,4,TIGER 글로벌비만치료제TOP2Plus,10005,5,-150,-1.48,10097.0,-10.5523,50766,508,1756
132030,5,KODEX 골드선물(H),15840,5,-250,-1.55,15846.0,2.1587,76483,1209,1727
480020,4,ACE 미국빅테크7+데일리타겟커버드콜(합성),12300,5,-315,-2.5,12257.0,26.0239,246389,3024,1697
458210,7,히어로즈 CD금리액티브(합성),105650,2,30,0.03,105613.0,0.8161,1404,148,1685
295040,1,SOL 200TR,11800,5,-285,-2.36,11808.0,-3.2426,5274,62,1664
272560,6,RISE 단기국공채액티브,111480,2,10,0.01,111472.0,0.8869,306,34,1642
490490,7,SOL 미국배당미국채혼합50,10370,5,-85,-0.81,10355.0,,376475,3909,1628
305080,6,TIGER 미국채10년선물,12595,2,5,0.04,12590.0,3.4936,72734,916,1612
483230,6,RISE 25-06 은행채(AA+이상)액티브,50940,2,15,0.03,50938.0,0.8116,5297,269,1606
487240,2,KODEX AI전력핵심설비,9185,5,-110,-1.18,9217.0,17.882,4281852,39409,1598
261260,7,KODEX 미국달러선물인버스2X,5235,5,-105,-1.97,5238.0,-14.9004,918154,4802,1586
479730,4,TIGER 인도빌리언컨슈머,10435,5,-55,-0.52,10543.0,-5.8602,100437,1045,1581
494890,1,KODEX 200액티브,9295,5,-210,-2.21,9326.0,,734,6,1580
464930,4,TIGER 글로벌혁신블루칩TOP10,16105,5,-250,-1.53,16095.0,20.7011,24065,387,1570
448600,6,RISE 25-11 회사채(AA-이상)액티브,52630,5,-15,-0.03,52638.0,0.9646,3305,173,1555
481180,4,SOL 미국AI소프트웨어,13200,5,-460,-3.37,13219.0,27.4848,679339,8954,1505
451530,6,TIGER 국고채30년스트립액티브,60580,5,-615,-1.0,60671.0,6.3428,108980,6588,1504
458260,6,TIGER 미국투자등급회사채액티브(H),48695,5,-585,-1.19,48651.0,-3.1866,64829,3161,1500
461270,6,ACE 26-06 회사채(AA-이상)액티브,10870,5,-5,-0.05,10877.0,1.1157,20325,220,1488
363570,6,KODEX 장기종합채권(AA-이상)액티브,100730,5,-185,-0.18,100483.0,2.4829,691,69,1478
414780,4,TIGER 차이나과창판STAR50(합성),8040,2,170,2.16,8122.0,60.2851,49915,393,1471
448540,7,ACE 엔비디아채권혼합블룸버그,21840,2,115,0.53,21760.0,6.2347,103908,2265,1463
435420,7,TIGER 미국나스닥100TR채권혼합Fn,12975,5,-180,-1.37,12989.0,7.2564,144540,1877,1460
461490,7,RISE 글로벌자산배분액티브,12795,5,-140,-1.08,12767.0,8.1974,165514,2117,1459
462540,6,SOL 25-09 회사채(AA-이상)액티브,53435,2,20,0.04,53438.0,0.8591,11,0,1452
182480,7,TIGER 미국MSCI리츠(합성 H),12710,5,-490,-3.71,12745.0,-4.3479,33077,420,1443
483320,4,ACE 엔비디아밸류체인액티브,9680,5,-250,-2.52,9668.0,17.654,517979,5017,1433
472170,7,TIGER 미국테크TOP10채권혼합,13070,5,-220,-1.66,13027.0,12.294,211049,2758,1431
497570,4,TIGER 미국필라델피아AI반도체나스닥,10640,5,-305,-2.79,10669.0,,2120611,22583,1431
364960,2,TIGER BBIG,6045,5,-195,-3.12,6047.0,0.3215,61509,373,1427
480310,4,TIGER 글로벌온디바이스AI,10710,5,-290,-2.64,10725.0,16.5254,45008,482,1424
219480,4,KODEX 미국S&P500선물(H),26555,5,-850,-3.1,26530.0,7.7664,33674,895,1421
434060,7,KODEX TDF2050액티브,14210,5,-265,-1.83,14203.0,10.4624,178521,2537,1414
277630,1,TIGER 코스피,25250,5,-485,-1.88,25260.0,-3.0003,18216,460,1401
244580,2,KODEX 바이오,7765,5,-225,-2.82,7810.0,-5.6671,204764,1590,1391
464540,6,RISE 25-03 회사채(AA-이상)액티브,51045,2,25,0.05,51038.0,0.826,1430,72,1375
328370,1,PLUS 코스피TR,13260,5,-215,-1.6,13220.0,-3.3011,531,7,1366
422420,2,RISE 2차전지액티브,6700,5,-160,-2.33,6732.0,-18.624,158880,1068,1359
461460,6,PLUS 국고채10년액티브,55245,5,-470,-0.84,55230.0,1.5585,241,13,1304
309230,4,ACE 미국WideMoat동일가중,27590,5,-575,-2.04,27530.0,11.6728,23865,658,1302
461260,6,ACE 25-06 회사채(AA-이상)액티브,10720,5,-5,-0.05,10727.0,0.7988,1791,19,1285
476800,7,KODEX 한국부동산리츠인프라,4510,5,-20,-0.44,4509.0,-11.7819,650718,2931,1281
492500,7,1Q 현대차그룹채권(A+이상)&국고통안,50330,2,20,0.04,50349.0,,36,1,1244
455860,2,SOL 2차전지소부장Fn,4105,5,-80,-1.91,4114.0,-23.2111,175487,718,1236
364970,2,TIGER 바이오TOP10,7015,5,-210,-2.91,7024.0,-4.4313,426006,2999,1235
480030,4,ACE 미국500데일리타겟커버드콜(합성),10910,5,-230,-2.06,10922.0,16.5028,271159,2959,1233
499660,7,TIGER CD금리플러스액티브(합성),1001025,2,275,0.03,1001022.0,,84464,84550,1231
461950,2,KODEX 2차전지핵심소재10,4375,5,-65,-1.46,4385.0,-23.9075,304591,1329,1229
433330,4,SOL 미국S&P500,17700,5,-395,-2.18,17709.0,17.1349,69977,1240,1221
438570,6,SOL 국고채10년,110645,5,-730,-0.66,110687.0,1.4667,450,49,1213
282000,3,RISE 국고채3년선물인버스,109250,2,290,0.27,109263.0,0.3869,4,0,1212
496080,1,TIGER 코리아밸류업,9415,5,-210,-2.18,9440.0,,300005,2820,1205
475260,6,ACE 2월만기자동연장회사채AA-이상액티브,10365,5,-10,-0.1,10374.0,0.875,3173,32,1202
326240,2,RISE IT플러스,14585,5,-425,-2.83,14578.0,-4.7589,5601,81,1187
441640,4,KODEX 미국배당커버드콜액티브,11855,5,-190,-1.58,11843.0,13.6642,252429,2995,1186
481190,4,SOL 미국테크TOP10,13480,5,-360,-2.6,13458.0,29.1044,732419,9879,1180
304940,4,KODEX 미국나스닥100선물(H),24690,5,-1010,-3.93,24744.0,12.9173,40740,1007,1173
490090,4,TIGER 미국AI빅테크10,11825,5,-290,-2.39,11832.0,24.704,215222,2545,1159
493810,4,TIGER 미국AI빅테크10타겟데일리커버드콜,11105,5,-270,-2.37,11120.0,,317601,3526,1149
168580,4,ACE 중국본토CSI300,28160,2,100,0.36,28476.0,31.4285,753,21,1149
483290,4,KODEX 미국배당다우존스타겟커버드콜,10555,5,-85,-0.8,10530.0,9.375,147475,1556,1140
462900,2,KoAct 바이오헬스케어액티브,12580,5,-440,-3.38,12616.0,-4.8594,223061,2819,1138
494300,4,KODEX 미국나스닥100데일리커버드콜OTM,10715,5,-280,-2.55,10697.0,,1615800,17281,1136
418660,4,TIGER 미국나스닥100레버리지(합성),26370,5,-1655,-5.91,26446.0,49.1881,227404,6018,1134
437080,6,KODEX 미국종합채권ESG액티브(H),100910,5,-880,-0.86,101036.0,-2.4393,3493,352,1132
466400,6,1Q 25-08 회사채(A+이상)액티브,106935,2,15,0.01,106939.0,0.8774,60,6,1120
453010,7,PLUS KOFR금리,106265,2,5,0.0,106270.0,0.8494,1271,135,1107
412770,4,TIGER 글로벌메타버스액티브,11640,5,-230,-1.94,11720.0,29.2324,36437,422,1101
270810,1,RISE 코스닥150,11160,5,-300,-2.62,11190.0,-5.4846,43884,490,1100
190620,6,ACE 단기통안채,103805,2,30,0.03,103805.0,0.816,3054,316,1094
275980,4,TIGER 글로벌4차산업혁신기술(합성 H),16820,5,-630,-3.61,16959.0,6.0467,2779,46,1090
465780,6,마이티 26-09 특수채(AAA)액티브,107565,2,125,0.12,107552.0,1.1723,50,5,1086
232080,1,TIGER 코스닥150,11540,5,-290,-2.45,11563.0,-5.8496,192817,2225,1080
468820,6,WON 25-09 회사채(AA-이상)액티브,53830,3,0,0.0,53837.0,0.9848,1169,62,1059
495710,6,BNK 26-06 특수채(AAA이상)액티브,50080,2,25,0.05,50097.0,,2,0,1059
245340,4,TIGER 미국다우존스30,30175,5,-530,-1.73,30135.0,14.5922,40964,1236,1056
130730,6,KOSEF 단기자금,104925,2,20,0.02,104935.0,0.8168,4860,509,1054
401470,2,KODEX K-메타버스액티브,6625,5,-150,-2.21,6651.0,6.8611,23965,159,1050
489870,6,히어로즈 25-09 회사채(AA-이상)액티브,50440,2,10,0.02,50454.0,,1,0,1049
476750,6,ACE 미국30년국채엔화노출액티브(H),9255,5,-205,-2.17,9283.0,-11.4481,258354,2402,1046
465350,3,RISE 2차전지TOP10인버스(합성),34285,2,670,1.99,34279.0,19.9678,235722,8071,1029
498180,6,파워 종합채권(AA-이상)액티브,101400,3,0,0.0,100908.0,,0,0,1026
157490,2,TIGER 소프트웨어,8070,5,-235,-2.83,8061.0,10.4388,67357,546,1025
325020,2,KODEX 배당가치,13290,5,-190,-1.41,13290.0,-2.8189,4114,54,1023
401170,2,RISE 메타버스,5845,5,-85,-1.43,5851.0,6.7506,12457,72,1023
472920,6,HK 종합채권(AA-이상)액티브,109230,5,-155,-0.14,109268.0,1.7534,2,0,1016
204480,4,TIGER 차이나CSI300레버리지(합성),19515,2,335,1.75,19888.0,69.3598,21463,414,1007
283580,4,KODEX 차이나CSI300,12795,2,105,0.83,12810.0,31.1627,27731,352,1004
302450,1,RISE 코스피,25210,5,-505,-1.96,25214.0,-3.0611,1221,30,996
441800,1,TIMEFOLIO Korea플러스배당액티브,13110,5,-60,-0.46,13130.0,0.1292,110908,1454,994
471760,2,TIGER AI반도체핵심공정,8255,5,-170,-2.02,8251.0,-7.7218,111773,916,986
471990,2,KODEX AI반도체핵심장비,8395,5,-210,-2.44,8408.0,-9.7062,312802,2610,986
451060,1,1Q K200액티브,10275,5,-285,-2.7,10308.0,-3.2525,9364,96,986
486450,4,SOL 미국AI전력인프라,12545,5,-405,-3.13,12664.0,36.244,261164,3278,985
228800,2,TIGER 여행레저,2975,5,-55,-1.82,2979.0,-1.7829,71196,212,981
485540,4,KODEX 미국AI테크TOP10,11545,5,-335,-2.82,11527.0,28.7665,289117,3336,976
463050,2,TIMEFOLIO K바이오액티브,10995,5,-370,-3.26,11031.0,-3.0291,238652,2632,973
292560,7,TIGER 일본엔선물,8845,5,-15,-0.17,8852.0,-1.2264,147113,1303,973
385550,6,RISE 단기종합채권(AA-이상)액티브,110740,2,20,0.02,110743.0,0.87,4311,477,958
461500,6,HANARO 종합채권(AA-이상)액티브,112820,5,-395,-0.35,112709.0,1.9449,23,2,957
114820,6,TIGER 국채3년,107290,5,-305,-0.28,107384.0,1.2944,848,91,952
473440,6,ACE 11월만기자동연장회사채AA-이상액티브,10460,2,5,0.05,10458.0,0.9169,874,9,938
332930,1,HANARO 200TR,41480,5,-805,-1.9,41343.0,-3.1716,168,6,933
429000,4,TIGER 미국S&P500배당귀족,12435,5,-185,-1.47,12385.0,7.1944,65538,814,933
400970,2,TIGER Fn메타버스,6620,5,-105,-1.56,6631.0,7.3423,34577,229,923
