언론사,제목,내용,작성일시
매일경제,"한국거래소, ‘파생상품시장에 대한 오해와 진실’ 책자 발간","
      사진 확대    한국거래소 <파생상품시장에 대한 올해와 진실> 책자 표지 및 목차 [사진=한국거래소]  한국거래소는 6일 파생상품시장에 대한 이해를 돕기 위해 ‘파생상품시장에 대한 오해와 진실’ 책자를 발간했다고 밝혔다.해당 책자에서는 투자자들이 파생상품시장에 대해 오해할 수 있는 8가지 사항에 대해 학계·업계 내 시장 전문가들이 알기 쉽게 설명하고 있다.대표적으로 파생상품시장의 알고리즘거래가 시장에 미치는 영향, 파생상품시장과 실물경제와의 관련성, 쉽게 배울 수 있는 생활 속 파생상품 등에 대해 소개한다.해당 책자는 거래소 홈페이지(www.krx.co.kr)에서 볼 수 있다.거래소는 “앞으로도 다양한 경로와 콘텐츠를 통해 파생상품시장의 효용과 순기능을 알릴 계획”이라고 밝혔다.
",2025-01-06 15:26:25
매일경제,"LG전자, 삼전보다 먼저 ‘10만전자’ 찍으려면…3가지가 열쇠라는데","
      사진 확대    [사진출처 = LG전자]  LG전자가 최근 외부 환경 변화에 따른 시나리오별 대응안 ‘플레이북(Playbook)’과 인도법인 기업공개(IPO) 등으로 주가 상승 모멘텀을 기대해볼 수 있다는 증권업계 분석이 나왔다. 속도가 붙은 주주 환원 정책도 주가부양에 긍정적이란 평가다.6일 김록호 하나증권 연구원은 기업분석 보고서를 통해 LG전자의 주가 상승을 기대하려면 “트럼프 취임 이후에 관세 정책에 대한 구체적인 사안 또는 LG전자 자체의 대응 방안 마련을 확인할 필요가 있다”고 밝혔다.미국 트럼프 대통령 취임과 중국 기업의 추격, 해상 운임 급등 등 글로벌 경영환경의 변화에 대비하기 위한 LG전자의 대응을 확인하며 주가 상승 모멘텀을 노려볼 만하다는 분석이다.LG전자는 현재 내외부 전문가들과 협력해 대내외 변수에 따른 다양한 시나리오를 구성하고 이에 대응하는 ‘플레이북’을 준비하고 있다. 이에 LG전자는 수십 개의 테스크포스(TF)를 통해 시나리오별 대응안을 실행해 나갈 것으로 알려졌다.조주완 LG전자 최고경영자(CEO)는 지난달 17일 구성원을 대상으로 “앞으로는 ‘질서와 규칙이 없는 세상에서 생존을 위한 치열한 경쟁을 펼쳐야 하는 상황’이 표준(Normal)”이라며 질적 성장과 건전한 수익구조를 위해 과거와는 차원이 다른 고민과 치열한 실행이 필요하다고 강조한 바 있다.구체적으로 LG전자는 QCD(Quality·Cost·Delivery, 품질·비용·납기) 경쟁력을 강화해 브랜드 가치를 더욱 높이는 한편, 원가 경쟁력에 대해선 도전적인 목표를 수립해 한계돌파를 추진한다는 방침이다. 또 현지화 전략에 맞춰 연구개발(R&D)에 속도를 내고, 필요에 따라 외부 업체와 협력하는 사업방식을 검토하는 등 유연한 대응전략을 모색한다.증권가에선 LG전자 인도법인의 IPO도 기업가치 상승 모멘텀으로 보고 있다. 인도법인 IPO 이후 유입되는 자금이 주주가치 제고 재원으로 활용될 가능성이 높은 만큼, 투자심리 개선에 기여할 수 있다는 전망이다.김 연구원은 “주주환원정책의 강화와 인도법인 IPO 등도 주가 상승을 기대할 수 있는 이벤트”라고 분석했다.LG전자 인도법인은 지난달 인도증권거래위원회에 IPO 관련 상장예비심사서류(DRHP)를 제출한 바 있다. DRHP는 수요 예측 등을 위해 상장심사기관에 법인 재무현황 등을 공개하는 자료이다. 시장에서는 LG전자 인도법인의 기업가치를 130억 달러(약 18조원) 수준으로 추정하고 있다.김동원 KB증권 리서치센터장은 “LG전자의 주가의 경우 밸류에이션 매력도 증가, 밸류업 정책과 인도법인 IPO 추진 등으로 주가의 하방 경직성이 예상된다”며 인도 IPO가 주가 상승의 기초공사가 될 것으로 봤다.최근 주주환원 정책이 속도를 내고 있다는 점 역시 긍정적이다.LG전자는 2024사업연도부터 2026사업연도까지 적용되는 신규 배당 정책에 따라 연결 재무제표 기준 당기순이익의 25% 이상(일회성 비경상 이익은 제외, 지배기업소유주지분)을 주주환원에 활용할 예정이며, 기본(최소) 배당액 1000원 설정과 반기배당을 시작했다.또 주주가치 제고를 위해 올해 중 기보유 자사주 약 76만1000주(전체 발행주식수의 0.5% 수준)를 소각할 계획이다. 이밖에 기업가치 제고 차원에서 추진 중인 인도법인 IPO(기업공개) 진행 상황을 2차 밸류업 프로그램 공시를 통해 설명하기도 했다.증권업계 관계자는 “LG전자는 꾸준히 가전 디스카운트를 극복하기 위해 체질 개선에 힘써오고 있다”며 “중국 기업들의 가격 공세 등으로 실적 부진을 다소 겪고 있지만, 계획대로 인도 IPO나 밸류업 정책 등이 추진되면 주가 상승을 기대해 볼 만하다”고 분석했다.
",2025-01-06 15:24:06
매일경제,“TC본더 공장 증설한다” 기대 커진 반도체株 담았다 [주식 초고수는 지금],"
 수익률 상위 1% 투자자 오후 1시30분 거래동향  주식 투자 수익률 상위 1% 고수익 투자자들이 6일 오후 1시 30분까지 가장 많이 순매수한 종목은 한미반도체, 이수페타시스, 경남스틸, 현대차 순으로 집계됐다.반대로 순매도가 몰린 종목은 삼성전자, SK하이닉스, NAVER, 보로노이 등으로 파악됐다.      사진 확대     이날 미래에셋증권에 따르면 미래에셋증권 주식 거래 고객 중 최근 1개월간 투자수익률 상위 1%에 해당하는 ‘주식 초고수’들이 오후 1시 30분까지 가장 많이 사들인 종목은 한미반도체다.한미반도체는 오는 7일(현지시간) 미국 라스베이거에서 열리는 세계 최대 가전·정보기술(IT) 전시회 ‘CES 2025’ 개막을 앞두고 이날 장 초반부터 강세를 보였다.
",2025-01-06 15:04:04
매일경제,MBK “최윤범 회장은 이그니오로 100배 수익 챙긴 매도자 정체 밝혀야”,"
 신생회사를 초기자본 100배에 인수설립 5개월만에 인수협상 착수도 이례적1대주주 MCC 외에 PCT 등 펀드들도 100배 대박        사진 확대     고려아연 최대주주인 MBK파트너스와 영풍이 6일 입장문을 통해 “최윤범 회장은 고려아연이 이그니오를 인수할 당시 최대 100배에 달하는 수익을 챙긴 매도자와 관계를 밝혀야 한다”고 요구했다.MBK는 “지난 2022년 고려아연이 이그니오를 인수할 당시 설립된 지 얼마 되지 않은 기업을 제대로 된 실사도 없이 터무니없는 밸류에이션을 책정함으로써 매도자들에게 최대 100배라는 엄청난 수익을 안겨줬다”며 “이례적이고 비상식적인 투자이기에 매도자와 최 회장의 관계를 주주들에게 낱낱이 밝혀야 한다”고 압박했다.앞서 고려아연은 2022년 설립한 페달포인트를 통해 같은 해 7월과 11월 두 차례에 걸쳐 이그니오 구주 지분 100%와 신주를 인수했다.인수대금은 당시 환율로 5800억원에 이른다. 고려아연이 2022년 7월 공시한 자료에 따르면, 이그니오 매출(2021년)의 9배 수준, 2022년 11월 자료로는 50배에 이르는 금액이다.MBK는 “2021년 말 기준 자본총계 -19억원으로 완전자본잠식 상태인 기업을 매출의 50배나 주고 인수한 셈”이라고 지적했다.이그니오는 2021년 2월에 설립된 신생회사다. 2022년 7월 고려아연이 1차로 지분을 인수한 시점을 기준으로 보면 1년 6개월도 안 된다.특히 고려아연은 이그니오 설립 후 5개월 만인 2021년 7월 비밀유지계약을 체결하고, 설립 초기자본의 100배를 넘는 가격에 인수 협상을 벌였다.MBK에 따르면, 이그니오의 설립 초기 출자 자본금 총액은 약 275만달러(주당 27.5달러)였다.고려아연이 이그니오 구주 인수대금으로 치른 금액은 약 3억 달러(7월 거래분 주당 2466달러 및 2621달러, 11월 거래분 주당 2708.7달러, 신주 제외)로 이그니오 초기 자본금의 100배가 넘는다.이그니오 설립 초기 주주들은 회사 설립 후 1년 반 만에 100배로 돌려받게 됐다.MBK는 “일반적인 인수합병 거래에 비춰 볼 때 매우 이례적”이라고 꼬집었다.거래 당시 매도자 측은 이그니오 지분 47.5%를 보유한 1대주주 MCC NFT 외에 Windchime Limited(5%), PCT Igneo Investor LLC(38.2%), 타르사디아 그룹(The Tarsadia Group LLC, 5.7%) 등 투자펀드 위주로 구성됐다.MBK는 “이그니오 인수 가치 산정의 핵심이라고 고려아연이 주장하는 소성품 관련 사업을 양도한 MCC NFT는 물론 애초에 단순 임가공 사업으로 마진율이 낮은 이그니오에 처음부터 투자한 PCT Igneo Investor LLC 등 투자펀드들도 동일하게 100배 수익을 거뒀다는 점도 특이하다”고 지적했다.38.2% 지분으로 이그니오 2대주주 지위에 올라있던 PCT Igneo Investor LLC의 투자 원금은 약 105만 달러였다. 이 투자 원금은 고려아연의 인수로 1년 반 뒤 1억100만달러로 불어났다.MBK와 영풍은 이들 펀드의 운용회사가 이그니오 대주주인 MCC NFT와 모종의 연관성을 가진다는 사실에 주목하고 있다고 했다.MCC NFT의 대주주는 미국에서 호텔업으로 시작해 현재는 투자업을 영위하는 타르사디아그룹(The Tarsadia Group)으로 알려졌다. 타르사디아가 MCC NFT를 지배하고, MCC NFT가 다시 이그니오를 지배하는 구조다.MBK는 “이그니오의 2대 주주를 비롯한 투자펀드의 상당수가 타르사디아 소속 운용역들에 의해 운용돼 온 것으로 확인됐다”고 강조했다.MBK에 따르면, 이그니오에는 타르사디아그룹도 직접 5%대 지분을 가진 주주로 참여하고 있다. 이그니오 설립 후 3개월 만에 발행한 전환사채(CB)를 인수해 1년 2개월 여만에 9배가 넘는 수익을 올린 펀드의 운용 주체도 타르사디아 소속이다.MBK는 “최윤범 회장 측이 이그니오 매도인 내의 관계에 대해서는 모른다고 주장하지만, 수천억원이 오가는 인수합병(M&A) 거래를 실행하면서 거래 당사자에 대한 신원을 불문으로 하는 경우는 없다”며 “MCC NFT와 타르사디아와 관계, 타르사디아가 운영한 투자펀드의 실제 출자자(LP) 신원에 대한 의혹 등에 대해 소상히 밝혀야 한다”고 말했다.
",2025-01-06 15:03:23
매일경제,"AI기반 2차전지 검사전문 기업 피아이이, 2월 코스닥 입성 도전","
 오는 8~14일 수요예측하고20~21일 일반투자자 청약예정공모자금은 R&D투자에 사용‘재수도전’ 성공여부 관심        사진 확대    6일 서울 여의도 63빌딩에서 열린 피아이이 IPO(기업공개) 간담회에서 최정일 대표(사진)가 코스닥 상장추진 계획을 발표하고 있다. <정재원 기자>  인공지능(AI) 기반 2차전지 비전검사 업체이자 스마트팩토리 솔루션 기업인 피아이이(PIE)가 오는 2월 중 코스닥 상장을 준비 중이다.6일 서울 여의도 63빌딩에서 열린 피아이이 IPO(기업공개) 간담회에서 최정일 대표(사진)는 “피아이이는 시장에서 인정받은 독자적인 소프트웨어 기술을 기반으로 고도화, 정교화하고 있는 첨단 제조 공정에 최적화된 AI 비전 솔루션을 제공하고 있다”며 상장추진에 대한 포부를 밝혔다.피아이이는 AI 기반의 품질검사 및 생산성 향상 소프트웨어를 납품하는 회사다. 특히 2차전지에 특화된 비전 검사 솔루션 기술을 보유하고 있다. 덕분에 피아이이는 LG에너지솔루션, 삼성SDI, SK온 등 2차전지 배터리 셀 제조사를 주요 고객사로 확보했다.피아이이의 주요 기술은 두 가지로 나뉜다.첫째, AI 비전 솔루션은 원통형, 각형, 파우치형 등의 이차전지를 제조하는 단계별 공정에서 불량을 정확히 판별해 내는 비전 제어 기술이다.둘째, 데이터 기반 스마트팩토리 솔루션은 이차전지 제조 공정에서 생성되는 여러 검사 데이터를 통합해 수집, 분석, 모니터링 등을 수행한다.이를 기반으로 피아이이는 2021년부터 2023년까지 매출 규모가 연평균 34% 성장했다. 또 지난해 11월까지 누적 기준 매출액 1086억원, 영업이익 77억원을 기록했다.피아이이는 이번 상장을 통해 공모가 하단 기준 총 144억원가량(360만주)을 조달할 예정이다. 오는 8일부터 14일까지 5영업일 동안 기관투자자 대상 수요예측을 진행, 20일과 21일은 일반투자자 청약을 진행한다. 상장 주관은 삼성증권이 맡았다.공모자금은 주로 시설운용 및 연구개발에 쓰일 예정이다.최 대표는 “3~4년 후부터 비(非)배터리산업을 배터리산업보다 키울 생각이다”라며 “아직 비배터리산업은 의미있는 매출액을 기록하고 있지 않지만, 소프트웨어 투자를 늘려 비즈니스를 확장해 나가겠다”고 밝혔다.이번 피아이이의 도전이 성공할지 관심이 주목된다.앞서 피아이이는 지난해 4월 하나금융스팩25호(SPAC·기업인수목적회사)와 합병 상장에 시도했으나 ‘고평가 논란’에 스팩주주들과 의견 차이를 좁히지 못해 실패한 바 있다.
",2025-01-06 14:23:46
매일경제,비트코인 9만9000달러 회복···올들어 6% 상승[매일코인],"
      사진 확대    챗GPT  비트코인이 연초 상승세를 이어가며 다시 9만9000달러선을 회복했다.도쿄증권거래소에 상장된 투자회사인 메타플래닛이 올해 비트코인 보유량은 5배 늘리겠다고 발표했고, 나스닥 상장사인 마이크로스트레티지 또한 비트코인 추가 매입을 시사했다.미국 시장에 상장된 비트코인 현물 상장지수펀드(ETF)도 지난 3일(현지시간) 9억810만달러가 순유입됐다. 이는 새해 첫날 순유출된 2억4230만달러보다 훨씬 큰 규모다.      사진 확대     6일 비트코인은 세계최대 가상자산 거래소인 바이낸스에서 이날 오후 12시 50분 기준으로 24시간 전보다 0.98% 상승한 9만9074달러에 거래되고 있다.비트코인은 지난달 26일 이후 처음으로 9만9000달러선을 회복했다.올해 들어서만 5.87% 상승했다.      사진 확대     도쿄증권거래소 상장사인 메타플래닛이 올해 비트코인 보유량은 1만개로 늘리겠다고 발표하면서 시장에 긍정적인 영향을 미쳤다.사이먼 게로비치 메타플래닛 최고경영자(CEO)는 “올해 목표는 우리가 이용할 수 있는 가장 많은 자본 시장 도구를 활용해 보유량을 1만 BTC로 늘리는 것”이라고 말했다.그는 또 “전 세계적으로 비트코인 채택을 확대하고 일본과 비트코인 생태계에서 메타플래닛의 영향력을 키울 목표”라고 했다.이 회사는 비트코인과 부동산에 투자하는 회사로 마이크로스트래티지의 전략을 추종한다. 현재 1762개의 비트코인을 보유하고 있다.      사진 확대     비트코인 매수 전략으로 유명한 마이크로스트래티지는 새해 또 비트코인 매수를 암시했다.마이클 세일러 마이크로스트래티지 회장은 5일(현지시간) 본인 X(구 트위터) 계정에 “세일러트래커에 뭔가 틀린게 있다”라는 내용의 게시글을 올렸다.세일러트래커는 마이크로스트래지의 비트코인 매수 동향을 추적하는 플랫폼이다.마이클 세일러는 과거에도 이와 같은 X 게시글을 올린 후 실제 비트코인 매수를 발표한 바 있다.가상자산 투자자들은 이같은 게시글이 마이크로스트래티지의 올해 첫 비트코인 매수 발표로 이어질 것이라고 기대하고 있다.      사진 확대     연초부터 비트코인 ETF에서 대량 순유입이 나타나며 시장의 상승세를 이끌고 있다.6일 파사이드인베스터스에 따르면 지난 3일(현지시간) 미국 증시에 상장된 11개의 비트코인 현물 ETF에는 9억810만달러가 순유입됐다.이는 지난달 27일과 30일, 이달 2일에 순유출된 9억4530만달러 수준에 달하는 규모다.      사진 확대     국내 웹3 컨설팅 기업 디스프레드는 올해 ‘디스프레드가 주목하는 2025 키워드’ 보고서를 내고 웹3 산업을 주도할 섹터로 인공지능(AI)와 블록체인의 융합을 꼽았다.디스프레드는 먼저 AI와 블록체인의 융합 트렌드가 올해도 지속될 것으로 전망했다.올해 AI가 단순히 챗봇에 그치지 않고 자동화된 스마트 계약, 트레이딩 최적화, 시장 예측 등 활용 영역을 확장하며 온체인 트랜잭션 증가를 이끌 것이라는 예상이다.다음으로 비트코인이 일반 대중과 웹3 투자자 모두가 갈구하는 자산이 될 것으로 전망했다.도널드 트럼프 미국 대통령 당선인이 취임 이후 비트코인을 미국의 전략적 준비자산으로 채택한다면 다른 국가에서도 이와 유사한 전략을 취히면서 비트코인이 글로벌 전략 준비자산이 될 가능성이 높기 때문이다.디스프레드는 트럼프 당선인의 취임 이후 디파이의 증권성 이슈가 해소된다면 디파이 생태계에서 펼쳐질 미래도 내다봤다.기존 디파이 프로토콜들은 증권성 이슈로 채택되지 못했던 프로토콜의 매출을 해당 프로토콜이 발행한 토큰 보유자들에게 제공하는 전략과 실제 수익 모델을 기반으로 활성화될 것으로 전망했다.이승화 디스프레드 리서치팀장은 “2024년은 비트코인의 양적 성장, AI와 블록체인 결합 등 그동안 산업에서 목격하지 못한 사례가 발견되고 산업이 진화하는 시기였다”며 “올해는 이런 사용 사례들이 한층 더 발전하게 될 것으로 전망한다”고 말했다.
",2025-01-06 14:02:08
매일경제,"한투운용, TDF알아서ETF포커스 지난해 수익률 1위","
      사진 확대     한국투자신탁운용은 한국투자TDF알아서ETF포커스펀드 시리즈가 2023년에 이어 지난해에도 전체 빈티지(은퇴시점)에서 1년 수익률, 샤프지수 모두 1위를 차지했다고 6일 밝혔다.펀드평가사 KG제로인에 따르면 한국투자TDF알아서ETF포커스펀드 시리즈는 전년 말 퇴직연금 온라인 클래스 기준 전체 빈티지에서 1년 수익률 1위에 올랐다.해당 펀드 시리즈의 1년 수익률은 19.34%~28.37%로 집계됐다. 2023년에도 1년 수익률 17.17%~22.93%로 가장 높은 수익률을 기록한 바 있다.한국투자TDF알아서ETF포커스펀드 시리즈는 2022년 10월 출시해 총 7개 빈티지 라인업(△2030 △2035 △2040 △2045 △2050 △2055 △2060)이 있으며, 같은 해 11월 퇴직연금 온라인 클래스(C-Re) 판매를 개시했다.꾸준한 자금 유입도 눈에 띈다. 한국투자TDF알아서ETF포커스펀드 시리즈의 설정액은 전년 말 기준 2655억원으로 2023년말 대비 2116억원 늘어나며 급속도로 성장했다.해당 펀드 시리즈는 투자 위험 대비 수익률인 샤프지수에서도 우수한 결과를 보였다.샤프 지수는 투자 위험 정도를 감수할 때 돈을 얼마나 잘 벌 수 있는지를 측정하는 지표다.각 빈티지별 샤프지수 1위는 물론이고, 시리즈 평균 샤프지수(1년 기준)도 2.62~2.75로 국내 TDF 시리즈 중 가장 높을 뿐만 아니라 2위와의 격차도 벌렸다.같은 기간 각 빈티지별 샤프지수 2위는 1.72~2.36, 국내 TDF 전체 시리즈 평균 샤프지수는 1.34를 기록했다.
",2025-01-06 13:47:18
매일경제,"CES ‘핵심 테마’ 알면 주가가 보인다...디지털헬스·모빌리티, 그리고 ‘이것’","
      사진 확대    CES 개막을 이틀 앞둔 5일(현지시간) 미국 라스베이거스 컨벤션 센터에서 CES 개막 준비가 한창이다. [사진 출처 = 연합뉴스]  오는 7일(현지시간) 세계 최대 가전·정보기술(IT) 전시회 ‘CES 2025’ 개막을 앞두고 증권가의 셈법도 빨라지고 있다. 특히 핵심 테마로 알려진 인공지능(AI), 디지털 헬스, 모빌리티 등의 기업에 주목해야 한다는 제언이 나온다.6일 증권가에 따르면 이번 ‘CES 2025’에서는 젠슨 황 엔비디아 최고경영자(CEO)가 기조연설자로 나서 AI 기술의 비전을 공유하고, 차세대 AI 가속기 블랙웰의 개발·공급 상황을 소개한다.이날 젠슨 황이 기조연설자로 나서는 건 이번 행사의 핵심 테마가 AI기 때문이다. 지난해 AI 하나만 메인 테마로 선정됐던 것과 달리 AI, 디지털 헬스, 차량 기술·첨단 모빌리티가 메인 테마로 AI의 확장성을 부각할 것이라는 관측이 나온다.이번 행사에서 새로운 테마로 양자 컴퓨터가 선정되면서 국내외로 관련 업체들의 단기 주가 움직임을 눈여겨볼 필요가 있다는 분석도 제기된다.대신증권에서는 이번 행사에서 LG전자와 삼성전자 등 글로벌 정보통신(IT) 업체가 스마트홈의 미래 모습을 AI에서 찾았다는 점에 주목했다. 최근 AI 기반의 구독가전으로 소비자 구입 형태가 변화하면서 생성형 AI 전환·대중화로 올해 주요 IT기기의 교체 수요를 자극할 것이라는 평가다.LG전자의 경우 이번 행사에서 MX(Mobility eXperience) 플랫폼을 소개한다. 대신증권은 이에 대해 모빌리티는 자율주행 기술 확보에 주력·다양한 산업의 새로운 성장에 기여한다는 점에 주목했다.그 밖에 AI와 모빌리티를 다양한 산업에 접목해 로보틱스, 디지털헬스의 성장을 가속화하며 성장세가 높을 것으로 내다봤다.박강호 대신증권 연구원은 “‘CES 2025’에서 주최협회가 정한 몰입(Dive In)이라는 주제에 맞게 AI는 우리의 생활, 산업, 비지니스 등에 다양하게 활용되고 있다”며 “멀지 않은 미래에 우리가 AI 생태계 환경에서 더 생산적, 더 효율적, 더 건강한 삶(Life)을 영위할 수 있는 모습으로 진화할 것”이라고 말했다.그로쓰리서치는 SK텔레콤, LG이노텍, HL만도, 대동, 슈프리마 등을 ‘CES 2025’ 관련주로 꼽기도 했다.김주형 그로쓰리서치 연구원은 “슈프리마의 ‘Q-비전 프로’는 AI를 활용한 범죄 예방 솔루션으로 공공장소와 산업 현장에서 실시간 위험 상황을 분석하고 경고하는 기능을 제공한다”고 설명했다.
",2025-01-06 13:45:37
매일경제,신한운용 “SOL CD금리&머니마켓액티브 ETF 첫 월배당 지급”,"
      사진 확대     신한자산운용은 파킹형 월배당 상장지수펀드(ETF)인 ‘SOL CD금리&머니마켓액티브’가 첫 월배당을 했다고 6일 밝혔다.신한운용에 따르면 이 상품은 1월 첫 영업일인 지난 2일 주당 180원의 분배금을 지급했다.연환산 분배율은 4.3% 수준이다.김정현 신한운용 ETF사업본부장은 “SOL CD금리&머니마켓액티브 ETF는 단기채 쿠폰과 이자를 통해 쌓이는 수익을 주요 분배 재원으로 활용한다”며 “매월 첫 영업일에 현금으로 지급하는 전략으로 운용하고 있다”고 했다.예컨대 ETF 주당 가격이 월초 5만원이고 월말 5만180원이면 수익이 난 180원을 투자자에게 분배하는 구조다.SOL CD금리&머니마켓액티브 ETF는 CD(양도성 예금증서)와 단기채권을 주요 구성 자산으로 담는다. 또 퇴직연금 계좌에서도 100% 투자할 수 있다.
",2025-01-06 13:45:17
매일경제,‘尹 체포영장’ 만료일되자…이재명·우원식·오세훈 테마주 일제히 하락,"
      사진 확대    윤석열 대통령의 체포영장 유효기간 만료일인 6일 오전 서울 용산구 한남동 대통령 관저 인근에서  ‘윤석열 즉각 퇴진·사회 대개혁 비상행동’(비상행동) 측 참가자들이 집회를 이어가고 있다. [사진 출처 = 연합뉴스]  윤석열 대통령의 체포영장 유효기간 만료일인 6일 정치 테마주가 일제히 큰 폭으로 하락하고 있다.이날 동원금속은 전일대비 315원(12.63%) 내린 2180원에 거래를 마쳤다.동신건설(-6.09%), 코오롱모빌리티그룹(-8.72%), 코오로모빌리티그룹우(-10.03%) 등도 급락 마감했다. 진양산업(-8.60%), 진양폴리(-3.56%) 등도 크게 내렸다.동원금속과 동신건설은 이재명 더불어민주당 당대표 관련주다. 코오롱모빌리티그룹과 코오롱모빌리티그룹우는 우원식 국회의장 관련주로, 진양산업과 진양폴리는 여권 대선주자로 부각됐던 오세훈 서울시장 테마주로 꼽힌다.한편 이날 고위공직자범죄수사처는 기한 만료 직전에 2차 영장 집행 시도, 체포영장 재청구를 통한 유효기간 연장, 윤 대통령 체포 없이 구속영장 청구 방안 등 모든 가능성을 열어놓고 검토한 뒤 이날 오후 중 후속 조치를 결정할 것으로 보인다.법조계에 따르면 공수처는 이날 오전엔 체포영장 재집행에 나서는 대신 향후 조치 방안을 두고 내부 검토를 이어갈 예정이다.시간적 제약으로 기한 내 영장 집행이 어렵다고 판단할 경우 법원에 체포영장을 재청구해 발부받아 영장 유효기간을 연장 가능하다.앞서 탄핵심판에서 윤 대통령을 대리하는 배보윤 변호사는 “법원에서 영장실질심사를 다 받을 것”이라며 구속영장 절차에는 응하겠다고 밝힌 바 있다.하지만 윤 대통령이 실제로 법원의 구속 전 피의자 심문(영장실질심사) 절차에 응할지 알 수 없는 데다, 구인영장을 집행해 심문에 출석하게 하는 등의 과정에서도 체포영장 때와 마찬가지로 경호처가 저지한다면 무산될 가능성이 남아 있다.
",2025-01-06 13:16:04
매일경제,"NH투자증권, ‘2025년 상품전략 세미나’ 개최","
      사진 확대    NH투자증권의 ‘2025년 상품전략 세미나’ 현장. [사진 출처 = NH투자증권]  NH투자증권은 ‘2025년 상품전략 세미나’를 지난 3일 NH투자증권 본사와 여의도 페어몬트 호텔에서 개최했다고 6일 밝혔다.페어몬트 호텔에서 열린 1부 오찬 세미나에서는 NH투자증권 리테일사업총괄부문장과 상품솔루션본부장이 20여 명의 운용사와 벤처캐피탈 대표급 인사를 대상으로 올해 NH투자증권의 상품 공급 전략을 발표했다. NH투자증권은 고객의 꾸준한 수요가 있는 베스트셀러 상품을 지속 공급하고, 온라인과 연금상품 라인업을 확충할 것이며 고객 관심이 증대되고 있는 해외 상품과 변동성 높은 시장에 대응할 수 있도록 안정성을 높인 상품 공급을 늘릴 예정이다.또한 초부유층 고객과 법인 고객의 니즈에 맞는 맞춤형 상품을 적극 제공하겠다는 전략을 발표했다.NH투자증권 본사에서 진행된 2부 ‘2025년 상품전략 세미나’에서는 초부유층 고객에게 자산 운용 전략을 수립하고 이에 맞는 상품을 제안할 NH투자증권의 전문 PB들을 대상으로 총 12개의 운용사와 벤처캐피탈의 자산운용 매니저가 글로벌 자산 시장 진단·투자 전략을 제시했다. 타임폴리오, 토러스, NH-Amundi 등의 10개 자산운용사와 캡스톤파트너스 등 2개 벤처캐피탈이 참여했으며 글로벌 및 국내 주식시장, 미국국채, 메자닌, 공모주, 고배당주, 벤처투자에 이르는 다양한 주제에 대해 심도있는 세미나를 진행했다.180여 명의 NH투자증권 PB들은 3개의 세미나룸에서 동시에 각 4개씩의 세션으로 열린 12개 주제의 세미나 중 본인 관심에 따라 참여했다.전동현 NH투자증권 상품솔루션본부장는 “국내의 정치, 사회적 혼란과 미국의 트럼프 2.0의 출범 등으로 자산 시장의 변동성이 높아지는 현시점에서 이번 상품전략 세미나를 통해 NH투자증권을 대표하는 PB들이 글로벌 자산 시장을 정확히 진단하고, 고객 자산을 보호·증식시킬 수 있는 투자 방법에 대한 인사이트를 얻을 수 있는 자리를 제공하고자 개최했다”며 “NH투자증권은 초부유층 고객의 니즈에 맞춰 자산운용사와 벤처캐피탈이 제공하는 다양한 투자 기회를 사모펀드, 랩, 신탁 등의 여러 투자 상품 형태로 발 빠르게 고객에게 제공하고 있다”고 말했다.
",2025-01-06 12:04:29
매일경제,"교보증권, 자립준비청년 지원 ‘Dream UP 4기’ 선발","
      사진 확대    교보증권 사옥. [사진 출처 = 교보증권]  교보증권은 자립준비청년 지원을 위한 ‘드림 업(Dream UP) 4기’를 선발한다고 6일 밝혔다.지난 2023년부터 시작된 ‘Dream UP’은 자립준비청년의 성공적 자립을 지원하고 지역사회 참여 강화를 위한 교보증권의 대표 사회공헌 프로그램이다.이번 ‘Dream UP 4기’는 동명아동복지센터, 상록보육원, 돈보스코아동센터 등 교보증권 지정복지단체·사회적 협동조합 ‘드림메이커스’의 추천을 받아 10여 명의 대상자를 선발할 예정이다. 선발된 청년들에게는 안정적인 자립생활을 이어 나갈 수 있도록 학업, 자격증 취득, 취업 교육 등 자기 계발·생활지원금으로 총 3000만원의 장학금을 전달한다.특히 4기 선발부터는 지원금을 확대해 실질적인 자립 기반을 마련하는 심리적 안정감 확대에 중점을 뒀다.이석기 교보증권 대표이사는 “이번 프로그램을 통해 청년들이 건강한 사회 구성원으로 성장하고 또 다른 자립준비청년의 든든한 멘토로 이어질 수 있기를 바란다”며 “앞으로도 사회적 관심과 도움이 필요한 곳에 지원을 아끼지 않을 것”이라고 말했다.
",2025-01-06 12:04:18
