언론사,제목,내용,작성일시
매일경제,코스피 8% 빠질때도 외국인은 11% 벌었다,"


올해 순매수 톱10 종목 분석외인 전력기기·바이오 투자1.35조 매수한 HD현대일렉가장 높은 51% 수익률 올려삼바·알테오젠 등도 호실적개인 순매수 종목은 -17%삼성전자·LG화학서 큰 손실


      사진 확대     
올 한 해 코스피가 10% 가까이 떨어졌지만 외국인투자자가 매집한 종목들은 선방한 것으로 나타났다. 반면 개인투자자가 주로 담은 종목들은 국내 증시 부진을 피하지 못하고 대부분 손실을 안겨줬다.
25일 한국거래소에 따르면 올해 외국인투자자가 가장 많이 순매수한 10개 종목의 평균 매수가(총 매수 대금을 총 매수 주식 수로 나눈 금액)와 전날 종가를 비교한 평균 수익률은 11.04%다. 2024년 2600 선에서 시작한 코스피가 8.09% 하락하는 상황에서도 양호한 수익을 거둔 셈이다.
가장 큰 수익을 낸 종목은 올해 증시에서 주목받은 전력기기 업종 대장주인 HD현대일렉트릭이었다. 외국인투자자가 1조3544억원어치를 순매수한 HD현대일렉트릭은 평균 매수 단가가 25만7963원으로 나타났다. 최근 HD현대일렉트릭 주가가 40만원을 향해 가면서 올 들어 이 종목을 매수해 보유 중인 외국인투자자들은 평균 50.99% 수익을 거뒀다.
외국인투자자들은 바이오 대형 종목에서도 좋은 성적을 기록했다. 외국인이 1조원가량 순매수한 삼성바이오로직스와 알테오젠은 수익률이 각각 5.8%, 36.7%로 파악됐다.
삼성바이오로직스는 금리 인하와 미국 생물보안법을 향한 기대감으로 '황제주 복귀'를 달성한 뒤 주가가 내렸지만 외국인투자자의 평단가는 88만원으로 여전히 수익을 내고 있다.
알테오젠 역시 특허 분쟁을 향한 우려로 지난달 주가가 급락했지만 외국인투자자는 평균 20만원 선에 매수해 높은 수익률을 유지하고 있다. 게임과 방산 업종에서 대장주로 꼽히는 크래프톤(10.72%)과 한화에어로스페이스(30.7%)에서도 외국인투자자들은 좋은 성적표를 받아 들었다.
반면 외국인투자자들은 가장 많이 사들인 현대차에서 마이너스 수익률을 기록했다. 외국인투자자들은 올해 현대차를 2조7000억원 넘게 순매수했지만 9.89% 손실을 냈다.
삼성전자 대신 SK하이닉스를 선택한 외국인투자자들은 개인투자자보다 더 큰 손실을 보기도 했다. 외국인투자자의 SK하이닉스 평단가는 17만9630원이었으나 개인투자자는 그보다 소폭 낮은 평균 17만8365원에 사면서 0.6%포인트가량 손실을 덜 봤다.
반면 개인투자자는 순매수 상위 10개 종목에서 평균 17.32% 손실을 본 것으로 추산됐다. 특히 순매수 1~5위 종목에서 모두 손실이 났다. 개인투자자들에게 가장 큰 사랑을 받은 삼성전자에서 22.02% 손실률을, 삼성SDI(-30.9%)와 LG화학(-30.51%)에서는 30% 넘는 손실률을 기록했다.
최근 하락장에서 상대적으로 강세를 나타낸 종목에선 수익을 거두기도 했다. 조선업이 슈퍼사이클에 진입하고 환율 효과까지 누리면서 계엄령 선포 사태 이후 오히려 주가가 오른 한화오션을 산 개인투자자들은 10% 수익을 냈다.
개인투자자가 선호하는 삼성전자와 2차전지 관련주의 전망이 어두워지고 있어 수익률 회복은 요원할 수 있다. 이달만 해도 증권사 9곳이 개인투자자 순매수 1위 종목인 삼성전자의 목표주가를 하향했다.
[김정석 기자]

",2024-12-25 17:06:00
매일경제,"올해 주식형 펀드는 미국이 압도···인도, 일본도 순유입","
      사진 확대    이미지=챗GPT  올해 주식형펀드는 전세계 주식 시장을 주도했던 미국에 압도적으로 많은 자금이 몰린 것으로 나타났다.미국을 제외하면 신흥시장으로 인기를 끈 인도와 밸류업 정책으로 주가가 오른 일본 주식형 펀드만 순유입을 기록했다.25일 펀드평가사 에프앤가이드에 따르면 올해들어 지난 23일까지 미국주식형 펀드에는 11조6185억원이 순유입된 것으로 나타났다.미국을 제외한 해외 주식형 펀드에서 총 7167억원 순유출이 발생한 것을 감안하면 압도적인 성과다.미국 주식에 돈이 몰린건 나스닥이 올해 30% 이상 상승하는 등 기술주를 중심으로 높은 성과를 거뒀기 때문이다.국내 상장지수펀드(ETF)만 봐도 올해 상승률 1위부터 10위까지 모두 미국 주식형 ETF다. KODEX 미국서학개미가 96.58% 올랐고, HANARO 글로벌생성형AI액티브가 86.40% 올랐다.미국을 제외하면 순유입이 발생한 국가별 펀드는 인도와 일본뿐이다. 인도주식형 펀드는 올해 1조1125억원이 순유입됐다.최근 한달간 868억원이 빠져나가며 다소 주춤하고 있지만 올해말까지 1조원 순유입은 지킬 것으로 보인다.인도 증시는 올해 9월까지 가파르게 오르다가 4분기들어 다소 주춤한 흐름을 보이고 있다.인도 대표지수인 센섹스 지수는 올해들어 지난 9월 26일까지 18.76% 오른 8만5836.12을 기록했지만 이후 8% 가량 하락한 상태다.인도증시는 높은 경제 성장률을 토대로 해외투자금이 몰리며 크게 상승했지만 글로벌 경기 둔화 속 펀더멘털에 대한 우려가 커지면서 지지부진한 상황이다.인도 다음으로는 일본이 올해 750억원 순유입됐다. 일본 주식형 펀드의 경우 닛케이 지수가 8월 이후 횡보하는 흐름을 보이는 등 부진하면서 최근 한달간 426억원이 빠져나갔다.다만 닛케이의 올해 수익률은 17%가 넘는다. 일본 증시는 올해 기업 실적 개선과 일본은행의 양적완화 정책, 정부의 기업가치 제고 방안 등을 바탕으로 연초부터 크게 올랐다.하지만 일본은행이 금리인상 기조를 보이면서 상승세가 멈춘 상황이다.반면 가장 많이 빠져나간건 1억6694억원이 빠져나간 중국 주식형 펀드로 나타났다. 베트남 주식형 펀드도 2047억원, 브라질 주식형 펀드도 136억원이 순유출된 것으로 나타났다.중국 주식은 경기침체 우려에 하락세를 지속하고 있다.지난 9월 중순 경기부양책 발표 이후 반짝 반등했지만 이후 상승을 이어가지 못했다.JP모건은 “내년 중국 시장의 상승 여력은 제한적일 것”이라며 “관세 우려와 달러 강세는 중국과 아시아 신흥국 증시를 위협하고 있다”고 말했다.
",2024-12-25 15:12:49
매일경제,애플 美기업 최초 시총 4조 달러 돌파할까...아이폰 16 판매 호조 기대감 커져,"
      사진 확대    올 들어 39% 상승한 애플 주가 흐름 [자료=구글]  미국 시가총액 1위 기업인 애플 주가가 사상 첫 4조 달러 돌파를 눈앞에 두고 있다. 애플 아이폰16 시리즈 판매 호조와 함께 실적 상승에 대한 기대감이 주가의 기폭제 역할을 하는 것이다.지난 24일(현지시간) 뉴욕증시에서 애플은 전일대비 1.15% 오른 258.20달러를 기록하며 종가 기준 사상 최고가를 새로 썼다. 이달 들어서만 12차례 신고가를 경신한 것으로, 이는 월간 기준으로 2020년 8월 이후 가장 많은 수치다.애플의 시가총액은 종가 기준 3조9029억달러를 넘어섰고, 한 때 시총 1위를 넘겨줬던 엔비디아(3조4339억달러)와의 시총 격차도 4000억달러 이상으로 벌렸다. 종가 기준 지난해 6월 3조 달러를 처음 돌파한 애플은 1년 반만에 4조 달러를 넘보게 된 것이다.애플이 시총 4조달러를 돌파하기 위해서는 주가가 264.623달러 이상으로 올라서야 한다. 웨드부시증권의 댄 아이브스 연구원은 “애플은 2025년 초까지 시총 4조달러를 넘어서는 최초의 기업이 될 것”이라고 예상했다.애플의 이같은 주가 상승세에는 자사의 AI 서비스인 ‘애플 인텔리전스’에 대한 기대감이 자리한다. 애플은 최근 몇년동안 마이크로소프트와 구글, 메타 등 여타 빅테크와 비교해 뚜렷한 AI 관련 움직임을 내놓지 못하면서 주가 상승이 제한됐다.지난 2년동안 AI의 최대 수혜자인 엔비디아의 주가가 800% 이상 급등한 데 반해, 애플의 주가는 같은 기간 두 배 상승에 그쳤다.특히 애플의 대표 투자자인 워런 버핏이 이끄는 버크셔해서웨이는 올해만 애플의 지분을 70% 가깝게 팔아치우는 등 주가를 견인할 이벤트가 없었다.그러나 이달 초 오픈AI의 챗GPT를 자사의 음성 비서 시리와 통합하는 형태의 소프트웨어 업데이트를 진행하면서 AI 행보를 본격화했고, 주가 상승에 시동을 걸었다.연말연초 시즌에 아이폰16 판매가 호조를 띠는 것도 긍정적이다. 아이브스는 “최근 아시아 공급망을 점검한 결과 크리스마스가 다가오는 가운데 아이폰 16 업그레이드 추세가 강하게 나타나고 있다”며 “다음주 연말연시를 앞두고 있는 가운데 아이폰16의 성공이 향후 12~18개월간 동안 애플의 성장 르네상스를 위한 강한 발판이 될 것”이라고 분석했다.전 세계적으로 3억대의 아이폰이 4년 이상 업그레이드되지 않은 상태인데, 애플의 AI 서비스로 휴대폰 교체 수요를 촉진할 것이라는 설명이다.모건스탠리는 최근 보고서에서 애플을 2025년 최선호주 가운데 하나로 꼽으며 “애플 인텔리전스 출시 지역이 확대되면 아이폰 수요 증가를 주도할 수 있을 것”이라고 내다봤다.
",2024-12-25 15:09:08
매일경제,"獨 전문가 경고···“유럽 진출 韓기업, 지속가능보고서 조기 대응 시급”","
 메쉬케 로잔나 KPMG독일 ESG 파트너내년부터 EU 진출 기업에 공시 의무미준수 시 기업 평판 떨어지고 벌금현지 법인과 한국 본사 간 소통 중요        사진 확대    메쉬케 로잔나 KPMG독일 ESG 파트너가 최근 서울 강남구 역삼동 삼정KPMG 본사에서 매일경제와 만나 인터뷰하고 있다. <자료 = 삼정KPMG>  “유럽 기업지속가능성보고지침(CSRD) 대비는 유럽에 진출한 한국기업의 필수과제다. ESG(환경·책임·투명경영) 분야에서 정리해야 할 데이터는 1600여개에 이른다. 당장 내년 1월부터 관련 데이터를 모으고 조기 대응에 나서야 한다”메쉬케 로잔나 KPMG독일 ESG 파트너는 최근 매일경제와 만나 “유럽에 진출한 한국기업들이 내년으로 다가온 CSRD 공시 대책 마련에 분주하다”면서도 “현지에서 대응할 수 있는 인력은 아직 부족한 형편”이라고 말했다.      사진 확대    메쉬케 로잔나 KPMG독일 ESG 파트너가 최근 서울 강남구 역삼동 삼정KPMG 본사에서 매일경제와 만나 인터뷰하고 있다. <자료 = 삼정KPMG>  유럽연합(EU)은 올해부터 기업이 친환경 이미지 등을 거짓으로 강조하는 ‘그린워싱’ 등을 방지하기 위해 지속 가능성 보고 요건을 강화하는 ‘CSRD’를 시행했다. 우선 임직원 수 500명 이상 상장사에 적용됐다. EU에 진출한 국내 기업에는 내년부터 공시 의무가 부여된다.매출 5000만 유로(약 750억원), 자산규모 2500만 유로(약 375억원), 종업원 수 250명이란 조건 중 두 가지 이상에 해당하는 기업에 적용된다. 메쉬케 파트너는 CSRD 적용대상 현지법인을 보유한 한국기업 130개사가 2025년부터 적용대상에 포함될 것으로 예상했다.CSRD의 규정에 따라 탄소 저감 같은 환경 기준과 지역사회 기여 등 사회 기준, 지배구조 기준을 준수해야 한다. 의무적으로 공시해야 하는 지표만 130여개다. 여기엔 위험관리와 재무 노력에 포함된다. 구체적으로 온실가스 배출량이나 성별 평균 급여 같은 것이다.메쉬케 파트너는 “CSRD에 따른 공시정보를 소홀히 할 경우 제재를 받아 회사 평판이 떨어지고 수출품 수주에 있어서도 차질을 빚을 우려가 있다”며 “국가별로 규제가 달라 한국 기업은 초기 단계부터 공시 준비에 힘을 쏟을 필요가 있다”고 말했다.      사진 확대    메쉬케 로잔나 KPMG독일 ESG 파트너가 최근 서울 강남구 역삼동 삼정KPMG 본사에서 매일경제와 만나 인터뷰하고 있다. <자료 = 삼정KPMG>  대부분의 EU국가가 CSRD 미준수 시 재무보고 미준수와 동일하거나 유사한 벌칙 규정을 적용하고, 한국 기업이 많이 진출한 국가 중 하나인 슬로바키아의 경우 CSRD 규정 미준수 시 총자산의 2%까지 벌금을 부여한다. 그는 모국어가 아니더라도 보고서를 영어로 제출하도록 허용하는 국가도 있지만 아닌 경우가 있다고 부연했다.무엇보다 메쉬케 파트너는 “CSRD 준비 시 유럽 현지 법인에서 본사가 있는 한국과 원활한 소통이 중요하다”고 강조했다. 그는 “최종 목표는 내부 자원이 활용될 수 있지만 첫 CSRD 시행인 만큼 초기에는 외부 컨설턴트의 도움을 받을 필요가 있다”고 말했다. 이어 “현지에 ESG 관련 업무를 전담하는 직원을 본사에서 파견하거나 현지에 인력을 추가로 채용하는 방법 역시 적극 고려해야 한다”고 조언했다.메쉬케 파트너는 기업 지배구조와 ESG 공시업무 컨설턴트 영역에서 15년간 일한 전문가다. 지난해부터 독일에 있는 한국 기업들의 ESG 공시업무를 지원하고 있다. 감사 대응의 준비수준과 지배구조에 미치는 영향, 규제 대응의 어려움을 알리고 현지 자회사와 본사의 입장을 조율하는 중책을 맡고 있다.한편 메슈케 파트너가 일하고 있는 독일 프랑크푸르트에는 유럽에 진출한 한국기업의 본부가 많다. 포브스가 선정한 올해 2000개 기업 중 한국기업은 61개인데, 이 중 42개가 유럽에 본부를 두고 있다. 유럽 본부는 70%가 넘는 31개가 독일에 둥지를 틀었다.
",2024-12-25 14:49:40
매일경제,"SK엔펄스, CMP패드 사업부 한앤코에 매각","
      사진 확대    [사진 제공=SKC]  SKC의 반도체 소재 사업 투자사인 SK엔펄스가 CMP 패드 사업을 한앤컴퍼니에 매각한다.25일 SK엔펄스는 반도체 웨이퍼 표면을 연마하는 CMP 패드 사업부문을 사모펀드 한앤컴퍼니(한앤코32호 주식회사)에 매각하기로 했다고 전날 공시했다.양도가액은 3410억원이다. SK엔펄스와 한앤코는 내년 4월 1일까지 거래를 마무리할 예정이다.SKC 측은 “양도 목적은 현금 유동성 확보에 따른 재무구조 개선 및 사업구조 재편을 통한 기업가치 제고”라고 설명했다.시장에서는 블랭크마스크 사업 매각하는 방안이 거론됐지만 CMP 패드 사업만 거래가 성사된 걸로 보인다.올해 초 한앤컴퍼니는 SK엔펄스의 파인세라믹스사업부를 약 3600억원에 인수한 바 있다.한편 SK엔펄스는 반도체 후공정 장비·부품의 제조 및 판매 사업인 테스터(Tester), 반도체이송장비(EFEM), 케미칼 등을 물적분할해 신설법인 아이세미(가칭)를 설립한다고도 지난 24일 밝혔다.SK엔펄스는 분할 신설회사 지분을 100% 보유한다. 다만 분할 대상을 제외한 사업들은 SK엔펄스에 남는다.최종 분할 확정은 내년 1월 31일 주주총회에서 확정된다. 분할기일은 내년 3월 1일이다.
",2024-12-25 13:52:17
매일경제,테슬라 주가 7.4% 급등…현대차가 머스크에게 준 성탄절 선물의 정체,"
      사진 확대    일론 머스크가 이끄는 미 전기차업체 테슬라의 주가가 24일(현지시간) 7% 넘게 급등했다.  [사진출처 = 연합뉴스]  일론 머스크가 이끄는 미 전기차업체 테슬라의 주가가 24일(현지시간) 7% 넘게 급등했다.이날 뉴욕증시에서 테슬라는 전날보다 7.35% 오른 462.25달러에 거래를 마쳤다.이날 435.90달러로 시작한 테슬라 주가는 크리스마스 이브여서 앞당겨진 오후 1시 장 마감 때까지 가파르게 올랐다.앞서 테슬라 주가는 지난 17일까지 사흘 연속으로 사상 최고치를 경신하며 479.86달러에 마감한 뒤 18일 장 중에는 488.54달러까지 올라 신고가를 기록했으나, 같은 날 미 연방준비제도(Fed·연준)의 기준금리 인하 ‘속도 조절’ 방침이 나온 뒤 급락했다. 20일에는 421.06달러로 마감했고, 23일에는 소폭 반등해 430.60달러에 거래를 마쳤다.이날 주가 상승에 다시 불이 붙은 것은 전날 발표된 현대차의 ‘테슬라 충전기 어댑터 배포’ 덕분이란 분석이 미 언론에서 나왔다.미 금융전문매체 모틀리풀은 이날 “테슬라 투자자들이 오늘 아침 현대차로부터 이른 크리스마스 선물을 받았다”며 “최소한 11만2000명이 테슬라의 슈퍼차저 충전 시스템의 잠재적인 고객으로 추가됐다”고 전했다.전날 현대차는 자사 전기차 고객의 충전 편의성을 높이기 위해 ‘NACS DC’ 전기차 어댑터를 내년(2025년) 1분기부터 무료로 배포한다고 밝혔다. ‘NACS DC’는 테슬라가 쓰는 충전구 방식으로, 이 충전구에 맞는 어댑터를 꽂으면 기존의 미국 표준인 ‘CCS DC’ 방식으로 제작된 전기차도 테슬라 충전기를 이용할 수 있게 된다.
",2024-12-25 11:36:19
매일경제,"“잘나갈 때 팔자”…호황 맞은 호텔 매물, 전국에 3조원어치 큰 장","
 파르나스 제주·신라스테이 동탄 등자산운용사 소유 매물 대거 쏟아져        사진 확대    파르나스 호텔 제주[ 사진 출처=블루코브자산운용 홈페이지]  국내 부동산 시장에 3조원 규모에 달하는 호텔 매물이 쏟아지고 있다.24일 투자은행(IB) 업계에 따르면 현재 시장에 나온 호텔 자산들의 평가가치를 합산하면 3조원에 육박한다. 코로나19 엔데믹 이후 국내외 관광객이 늘어나면서 호텔업이 호황기를 맞게 되자 우량 호텔 매물을 보유한 자산운용사·기업이 투자 차익을 실현할 시기라고 판단한 것이다. 우량 호텔을 선점하려는 투자사들의 발 빠른 움직임도 감지된다.블루코브자산운용은 최근 블루코브일반사모부동산투자신탁 3호로 보유하고 있는 파르나스호텔 제주 매각을 위해 부동산 컨설팅 펌, 회계법인 등에 입찰제안요청서(RFP)를 발송했다.파르나스호텔 제주는 제주 대표 관광명소인 중문관광단지 내에 위치한 5성급 호텔이다. 블루코브자산운용이 옛 하얏트 리젠시 제주 호텔 용지를 인수해 307개의 객실로 이뤄진 휴양 호텔로 탈바꿈시켰다. 호텔 운영은 인터콘티넨탈, 나인트리호텔을 운영한 경험이 있는 GS파르나스가 맡고 있다. 지하 4층~지상 8층, 연면적 4만3447㎡ 규모로 블루코브자산운용의 투자자산 가액은 3300억원에 달한다.미래에셋자산운용이 매각을 추진 중인 신라스테이 동탄은 80% 이상의 객실점유율(OCC)을 기록하고 있는 우량 비즈니스 호텔로 꼽힌다. 이 자산은 호텔신라의 비즈니스 호텔 브랜드인 ‘신라스테이’의 1호점으로 객실 286개를 보유하고 있다.호텔신라와 2013년부터 15년간 임대차 계약을 맺고 있으며 향후 10년 연장이 가능한 상태다. IB 업계는 안정적인 운영 실적 등을 고려했을 때 신라스테이 동탄의 예상 매각가를 1100억원 이상으로 보고 있다.젠스타메이트 관계자는 “안정적인 임차인과 우수한 입지, 향후 성장 가능성을 갖춘 우량 자산인 만큼 국내외 투자자의 높은 관심이 예상된다”고 말했다.글로벌 큰손, 소피텔·안다즈 눈독싱가포르투자청·블랙스톤 등우량 매물 인수 적극적 검토      사진 확대    서울시장 호텔 실적[사진 출처=스카이로프트 보고서 갈무리]  지방뿐 아니라 서울 및 수도권에 위치한 호텔들도 높은 수익성이 예상되는 상황이다. 호텔 컨설팅 업체 스카이로프트에 따르면 지난 10월 서울·부산·제주 지역 호텔의 OCC는 모두 지난해보다 올랐다.서울의 OCC는 85.5%로 전년 동기 대비 1.5%포인트 상승했다. 부산과 제주는 76.4%, 79.3%로 각각 2.7%포인트, 3.3%포인 올랐다. OCC가 상승했다는 건 그만큼 호텔 수요객이 늘어나 수익성이 개선됐다는 뜻이다.또 다른 호텔 투자의 수익지표인 일평균객실단가(ADR)는 서울 지역 호텔의 경우 21만9884원으로 1년 전(19만4457원)보다 2만5427원 상승했다.이 같은 모습에 큰손 투자자들은 우량 호텔 인수에 앞다퉈 나서고 있다.특히 외국계 투자사들 중심으로 이 같은 움직임이 두드러졌다. 장기 투자와 안정적인 수익을 중시하는 외국계 투자사는 그간 국내 상업용 오피스 매물에 관심을 가져왔다. 하지만 오피스 시장의 가격이 천정부지로 뛰자 고점이라고 판단해 보유한 오피스를 팔고 오히려 호텔 자산 인수를 추진하고 있다.가장 적극적인 곳은 싱가포르투자청(GIC)으로 꼽힌다. GIC는 최근 블루코브자산운용과 함께 진행된 포포인츠 바이 쉐라톤 조선 서울역 매각 입찰에 참여했다.      사진 확대     아울러 DL그룹의 자회사 글래드호텔앤리조트의 호텔인 글래드 여의도, 글래드 강남 코엑스센터, 메종 글래드 제주 등 3곳에 인수 제안을 하기도 했다.GIC 외에 콜버그크래비스로버츠(KKR), SG캐피탈파트너스, 블랙스톤 등 외국계 투자사도 DL그룹 호텔에 인수 도전장을 내밀었다. DL그룹 호텔 자산의 합산 매각가는 6000억~7000억원이다.IB 업계는 우량 호텔을 선점하려는 큰손 투자자들의 움직임이 더욱더 활발해질 것으로 예상한다.우량 호텔 매물로 꼽히는 곳은 KT 소유의 소피텔 앰배서더 서울, 안다즈 강남, 신라스테이 역삼, 르메르디앙&목시 명동, 노보텔 앰배서더 서울 동대문 호텔&레지던스 등 5곳, 한화그룹 건설부문(한화건설)이 보유한 코트야드 바이 메리어트 수원 등이다.IB 업계 관계자는 “투자자들이 평가가치가 높은 서울 및 수도권 호텔 자산들을 우선적으로 검토할 것으로 예상된다”며 “지방 물건의 경우 수익이 꾸준히 나오는 비즈니스 호텔이 매력적으로 보일 것”이라고 말했다.
",2024-12-25 06:34:17
매일경제,뉴욕증시 ‘산타 랠리’...3대지수 상승 [월가월부],"
 나스닥 1.35% 상승...테슬라 7.36%↑        사진 확대    뉴욕증권거래소 트레이더들  미국 뉴욕 증시가 ‘산타 랠리’를 보이며 3대 주요지수가 모두 상승 마감했다.24일(현지시간) 뉴욕증권거래소에서 S&P500 지수는 1.10% 오른 6040.04에 거래를 마쳤다. 다우지수는 0.91% 오른 4만3297.03, 나스닥 지수는 1.35% 오른 2만031.13에 각각 마감했다.이날 뉴욕증시는 크리스마스 이브를 맞아 미 동부 기준 오후 1시에 조기 폐장했다.이날 증시는 테슬라(7.36%)를 비롯한 대형주가 상승세를 이끌었다.투자 전문업체 ‘밀러 타박’의 시장 전략가 매트 말리는 “지난 몇 주 동안 움직임을 보면 대형 기술주들이 시장 핵심 주도 그룹이라는 것을 알 수 있다”며 “수많은 기관 투자자들의 포트폴리오에서 매우 높은 비중을 차지하고 있고, 이런 흐름은 당분간 이어질 것”이라고 전망했다.브로드컴(3.15%)과 엔비디아(0.39%) 등 반도체 주가는 조 바이든 미국 행정부의 중국산 레거시 반도체(범용 반도체) 불공정 무역행위 조사 착수를 호재 삼아 상승 곡선을 그렸다.뉴욕증시에서 24일은 연말 마지막 5거래일과 내년 1월 첫 이틀 간 일어나는 계절적 ‘산타 랠리’의 시작을 알리는 날로 인식된다.
",2024-12-25 03:56:55
매일경제,"오름테라퓨틱, 몸값 낮춰 코스닥 ‘상장 재수생’ 된다","
      사진 확대    오름테라퓨틱 CI. [사진 출처 = 오름테라퓨틱]  신약 개발사인 오름테라퓨틱이 코스닥 시장 진출을 중단한 지 약 한 달 만에 상장 재도전에 나선다.24일 금융투자업계에 따르면 오름테라퓨틱은 23일 금융위원회에 코스닥 상장을 위한 증권신고서를 제출했다.공모가는 종전 3만∼3만6000원에서 2만4000∼3만원으로 내렸다. 공모 물량도 예전 300만주에서 250만주로 줄였다.공모가 최하단인 2만4000원 기준으로 예상 공모액은 600억원, 시가총액은 5023억원 수준이다.오름테라퓨틱의 새 수요예측은 내년 1월 17일부터 23일까지 진행하며 일반 투자자 청약은 내년 2월 4∼5일 받는다. 한국투자증권이 상장 주관사를 맡는다.앞서 지난 11월 오름테라퓨틱은 기관 투자자를 대상으로 수요 예측까지 진행했으나 기업공개(IPO) 시장 한파와 수요 부진 등 악재가 겹치자 29일 상장 계획을 철회한 바 있다.올해 들어 이달 19일까지 상장을 완료한 새내기주 74개 중 주가가 공모가를 상회하는 종목은 22개에 불과한 것으로 집계됐다. 공모가 아래로 떨어진 종목 52개로 전체의 70.2%에 달한다.IPO 부진 탓에 상장 계획을 중단한 기업도 잇따른다. 올해 들어 오름테라퓨틱을 비롯해 아이에스티이, 씨케이솔루션, 케이뱅크, 동방메디컬, 미트박스글로벌 등 6곳이 상장 추진 철회를 선언했다.
",2024-12-24 20:41:45
매일경제,"“한국 개미는 먼 산만 쳐다봤네”…올해 두 배 뛴 이 펀드, 투자 못하는 이유가","
 국내 투자 길 막힌 현물ETF올들어 100% 오른 종목 줄이어투자가능 선물은 60%대 그쳐고수익 노리는 국내 투자자들레버리지 상품에 몰려가기도        사진 확대     올해 비트코인 현물 상장지수펀드(ETF)의 수익률이 선물 ETF를 앞지른 것으로 나타났다.현물 ETF는 별도의 배당금을 지급하지 않지만, 선물 ETF의 주가 상승률과 배당 수익률을 합한 것보다 현물 ETF의 주가 상승률이 더 높았기 때문이다.24일 매일경제가 대표적 비트코인 현물 ETF인 그레이스케일 비트코인 ETF(GBTC), 아이셰어스 비트코인 ETF(IBIT), 피델리티 와이즈 오리진 비트코인 ETF(FBTC)의 연초 대비 주가 상승률을 조사한 결과 각각 100.03%, 98.54%, 98.53%로 파악됐다.이는 같은 기간 비트코인 가격 상승률인 113.74%와 유사한 수준이다.그러나 비트코인 선물 ETF인 프로셰어스 비트코인 선물 ETF(BITO), 발키리 비트코인 전략 ETF(BTF), 글로벌엑스 블록체인 비트코인 ETF(BITS)의 수익률은 60~70%로 현물 ETF의 절반 수준이었다.BITO는 연초 대비 주가 상승률이 3.88%였는데, 토스증권이 최근 배당일로부터 과거 12개월 배당금을 주가로 나눠 계산한 배당 수익률은 연 60.82%다. 이 두 가지를 합쳐도 64.70%에 머물렀다.같은 원리로 BTF는 주가 상승률 58.45%에 배당 수익률이 연 1.47%로 올해 수익률이 59.92%였다. BITS도 주가 상승률 62.06%에 배당 수익률 연 8.47%로 합산 수익률이 70.53%로 현물 ETF에 비해 저조했다.      사진 확대    사람들이 2024년 12월 9일 엘살바도르 산살바도르에서 비트코인 로고가 표시된 크리스마스 트리 조명 설치물 주위에 모여 있다. 로이터연합뉴스  일반적으로 선물 ETF는 롤오버(만기된 선물계약을 갱신하는 것) 과정에서 비용이 발생하고 수수료도 더욱 높아 현물 ETF에 비해 수익률이 낮다.이처럼 비트코인 현물 ETF가 선물 ETF보다 수익률이 높지만, 국내 투자자들은 현물 ETF 거래가 제한돼 이용할 수 없다.지난 1월 금융위원회가 국내 증권사들이 해외에 상장된 비트코인 현물 ETF를 중개하는 것이 자본시장법에 위배될 소지가 있다고 밝히며 증권사들이 일제히 거래 정지에 나섰기 때문이다.이렇게 국내에서 투자가 제한된 비트코인 현물 ETF는 아크 21셰어스 비트코인 ETF(ARKB), 비트와이즈 비트코인 ETF(BITB), FBTC, 프랭클린 비트코인 ETF(EZBC), GBTC, 해시덱스 비트코인 ETF(DEFI), 인베스코 갤럭시 비트코인 ETF(BTCO), IBIT, 발키리 비트코인 ETF(BRRR), 반에크 비트코인 ETF(HODL), 위즈덤트리 비트코인 ETF(BTCW), 그레이스케일 비트코인 미니 현물 ETF(BTC)로 총 12종에 이른다.이에 국내 투자자들은 높은 수익률을 얻기 위해 비트코인 선물 ETF 중에서도 등락폭이 훨씬 큰 레버리지 상품에 몰리고 있다.한국예탁결제원에 따르면 지난 20일 기준 국내 투자자는 비트코인 전략 2배 ETF(BITX)를 6억7406만달러(약 9801억원), 프로셰어스 트러스트 울트라 비트코인 ETF(BITU)를 4억3775만달러(약 6365억원)만큼 보유하고 있다.BITX 시가총액이 33억4000만달러, BITU 시가총액이 11억5000만달러임을 고려하면 각 상품의 시가총액 중 20%, 38%에 한국인이 투자한 셈이다.이들 상품은 비트코인 일간 상승률을 2배로 추종하기 때문에 수익률이 높은 대신 변동성이 커 손실률도 높다.실제로 비트코인 레버리지 ETF에 투자한 이들은 일반적인 선물 ETF 투자자에 비해 연간 상승률 대비 저조한 수익률을 기록했다.가령 BITX의 연간 주가 상승률은 102.88%에 연 배당 수익률이 10.32%로 BITO 대비 합산 수익률이 2배에 이르렀다. 하지만 실상은 다르다. NH투자증권 통계에 따르면 BITX 투자자의 평균 수익률은 21.58%로 BITO의 14.18%보다 1.5배에 그쳤다.
",2024-12-24 20:12:54
